Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,Replicate,Seeding Density,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Normalized Growth Rate Inhibition Value
50238-3,Hs 578T,10146-101-3,Omipalisib,0.1,uM,1,1250.00,718.46,1133.33,2335.33,0.4644,0.2289
50238-3,Hs 578T,10146-101-3,Omipalisib,0.31623,uM,1,1250.00,718.46,1051.67,2335.33,0.4365,0.1953
50238-3,Hs 578T,10146-101-3,Omipalisib,1,uM,1,1250.00,718.46,921.00,2335.33,0.3783,0.0923
50238-3,Hs 578T,10146-101-3,Omipalisib,3.1623,uM,1,1250.00,718.46,791.67,2335.33,0.3234,-0.0066
50238-3,Hs 578T,10146-101-3,Omipalisib,10,uM,1,1250.00,718.46,672.67,2335.33,0.2760,-0.0922
50238-3,Hs 578T,10264-999-2,Methotrexate,0.0016596,uM,1,1250.00,718.46,2279.67,2335.33,0.9803,0.9806
50238-3,Hs 578T,10264-999-2,Methotrexate,0.0033113,uM,1,1250.00,718.46,2438.33,2335.33,1.0470,1.0593
50238-3,Hs 578T,10264-999-2,Methotrexate,0.01,uM,1,1250.00,718.46,2311.33,2335.33,0.9888,0.9852
50238-3,Hs 578T,10264-999-2,Methotrexate,0.031623,uM,1,1250.00,718.46,2345.33,2335.33,1.0107,1.0206
50238-3,Hs 578T,10264-999-2,Methotrexate,0.1,uM,1,1250.00,718.46,1873.00,2335.33,0.7934,0.7270
50238-3,Hs 578T,10264-999-2,Methotrexate,0.31623,uM,1,1250.00,718.46,1647.33,2335.33,0.6965,0.5954
50238-3,Hs 578T,10264-999-2,Methotrexate,1,uM,1,1250.00,718.46,1557.67,2335.33,0.6545,0.5315
50238-3,Hs 578T,10264-999-2,Methotrexate,3.1623,uM,1,1250.00,718.46,1629.67,2335.33,0.6928,0.5948
50238-3,Hs 578T,10264-999-2,Methotrexate,10,uM,1,1250.00,718.46,1574.67,2335.33,0.6584,0.5317
50238-3,Hs 578T,10102-999-6,Taxol,0.00016596,uM,1,1250.00,718.46,2318.33,2335.33,0.9902,0.9843
50238-3,Hs 578T,10102-999-6,Taxol,0.00033113,uM,1,1250.00,718.46,2222.33,2335.33,0.9485,0.9320
50238-3,Hs 578T,10102-999-6,Taxol,0.001,uM,1,1250.00,718.46,1920.33,2335.33,0.8112,0.7428
50238-3,Hs 578T,10102-999-6,Taxol,0.0031623,uM,1,1250.00,718.46,1767.33,2335.33,0.7347,0.6274
50238-3,Hs 578T,10102-999-6,Taxol,0.01,uM,1,1250.00,718.46,1082.33,2335.33,0.4417,0.1894
50238-3,Hs 578T,10102-999-6,Taxol,0.031623,uM,1,1250.00,718.46,978.00,2335.33,0.4021,0.1325
50238-3,Hs 578T,10102-999-6,Taxol,0.1,uM,1,1250.00,718.46,982.33,2335.33,0.4055,0.1412
50238-3,Hs 578T,10102-999-6,Taxol,0.31623,uM,1,1250.00,718.46,1013.67,2335.33,0.4202,0.1684
50238-3,Hs 578T,10102-999-6,Taxol,1,uM,1,1250.00,718.46,1038.67,2335.33,0.4288,0.1792
50238-3,Hs 578T,10250-999-4,Etoposide,0.0033113,uM,1,1250.00,718.46,2174.33,2178.67,0.9985,0.9978
50238-3,Hs 578T,10250-999-4,Etoposide,0.01,uM,1,1250.00,718.46,2206.00,2178.67,1.0130,1.0161
50238-3,Hs 578T,10250-999-4,Etoposide,0.031623,uM,1,1250.00,718.46,2127.67,2178.67,0.9756,0.9679
50238-3,Hs 578T,10250-999-4,Etoposide,0.1,uM,1,1250.00,718.46,2150.00,2178.67,0.9858,0.9808
50238-3,Hs 578T,10250-999-4,Etoposide,0.31623,uM,1,1250.00,718.46,1788.00,2178.67,0.8196,0.7629
50238-3,Hs 578T,10250-999-4,Etoposide,1,uM,1,1250.00,718.46,1025.00,2178.67,0.4706,0.2474
50238-3,Hs 578T,10250-999-4,Etoposide,3.1623,uM,1,1250.00,718.46,914.00,2178.67,0.4196,0.1591
50238-3,Hs 578T,10250-999-4,Etoposide,10,uM,1,1250.00,718.46,626.67,2178.67,0.2876,-0.0839
50238-3,Hs 578T,10250-999-4,Etoposide,19.9526,uM,1,1250.00,718.46,919.00,2178.67,0.4201,0.1590
50238-3,Hs 578T,10099-101-1,Nilotinib,0.0033113,uM,1,1250.00,718.46,2251.00,2178.67,1.0330,1.0407
50238-3,Hs 578T,10099-101-1,Nilotinib,0.01,uM,1,1250.00,718.46,2471.33,2178.67,1.1342,1.1637
50238-3,Hs 578T,10099-101-1,Nilotinib,0.031623,uM,1,1250.00,718.46,2388.33,2178.67,1.0970,1.1199
50238-3,Hs 578T,10099-101-1,Nilotinib,0.1,uM,1,1250.00,718.46,2474.33,2178.67,1.1342,1.1616
50238-3,Hs 578T,10099-101-1,Nilotinib,0.31623,uM,1,1250.00,718.46,2394.00,2178.67,1.0977,1.1182
50238-3,Hs 578T,10099-101-1,Nilotinib,1,uM,1,1250.00,718.46,2359.67,2178.67,1.0840,1.1044
50238-3,Hs 578T,10099-101-1,Nilotinib,3.1623,uM,1,1250.00,718.46,2252.67,2178.67,1.0331,1.0398
50238-3,Hs 578T,10099-101-1,Nilotinib,10,uM,1,1250.00,718.46,1348.00,2178.67,0.6197,0.4830
50238-3,Hs 578T,10099-101-1,Nilotinib,19.9526,uM,1,1250.00,718.46,1965.33,2178.67,0.9023,0.8753
50238-3,Hs 578T,10049-101-1,PLX-4720,0.0033113,uM,1,1250.00,718.46,2273.33,2178.67,1.0430,1.0521
50238-3,Hs 578T,10049-101-1,PLX-4720,0.01,uM,1,1250.00,718.46,2406.00,2178.67,1.1029,1.1242
50238-3,Hs 578T,10049-101-1,PLX-4720,0.031623,uM,1,1250.00,718.46,2174.33,2178.67,0.9986,0.9987
50238-3,Hs 578T,10049-101-1,PLX-4720,0.1,uM,1,1250.00,718.46,2328.67,2178.67,1.0686,1.0842
50238-3,Hs 578T,10049-101-1,PLX-4720,0.31623,uM,1,1250.00,718.46,2390.00,2178.67,1.0969,1.1188
50238-3,Hs 578T,10049-101-1,PLX-4720,1,uM,1,1250.00,718.46,2607.00,2178.67,1.1974,1.2393
50238-3,Hs 578T,10049-101-1,PLX-4720,3.1623,uM,1,1250.00,718.46,2524.00,2178.67,1.1587,1.1932
50238-3,Hs 578T,10049-101-1,PLX-4720,10,uM,1,1250.00,718.46,1876.00,2178.67,0.8619,0.8201
50238-3,Hs 578T,10049-101-1,PLX-4720,19.9526,uM,1,1250.00,718.46,1232.67,2178.67,0.5652,0.3990
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.0016596,uM,1,1250.00,718.46,2180.00,2178.67,1.0004,0.9999
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.0033113,uM,1,1250.00,718.46,2224.67,2178.67,1.0210,1.0261
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.01,uM,1,1250.00,718.46,2272.67,2178.67,1.0430,1.0520
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.031623,uM,1,1250.00,718.46,2118.67,2178.67,0.9725,0.9654
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.1,uM,1,1250.00,718.46,2024.67,2178.67,0.9302,0.9121
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.31623,uM,1,1250.00,718.46,1880.00,2178.67,0.8630,0.8239
50238-3,Hs 578T,10024-101-1,NVP-TAE684,1,uM,1,1250.00,718.46,1371.67,2178.67,0.6288,0.4951
50238-3,Hs 578T,10024-101-1,NVP-TAE684,3.1623,uM,1,1250.00,718.46,719.67,2178.67,0.3305,-0.0010
50238-3,Hs 578T,10024-101-1,NVP-TAE684,10,uM,1,1250.00,718.46,442.33,2178.67,0.2031,-0.2623
50238-3,Hs 578T,10071-101-1,Palbociclib,0.0033113,uM,1,1250.00,718.46,2101.67,2335.33,0.9032,0.8838
50238-3,Hs 578T,10071-101-1,Palbociclib,0.01,uM,1,1250.00,718.46,2113.00,2335.33,0.9113,0.8977
50238-3,Hs 578T,10071-101-1,Palbociclib,0.031623,uM,1,1250.00,718.46,1967.00,2335.33,0.8512,0.8231
50238-3,Hs 578T,10071-101-1,Palbociclib,0.1,uM,1,1250.00,718.46,1773.33,2335.33,0.7316,0.6130
50238-3,Hs 578T,10071-101-1,Palbociclib,0.31623,uM,1,1250.00,718.46,1476.33,2335.33,0.6232,0.4912
50238-3,Hs 578T,10071-101-1,Palbociclib,1,uM,1,1250.00,718.46,1376.00,2335.33,0.5748,0.4118
50238-3,Hs 578T,10071-101-1,Palbociclib,3.1623,uM,1,1250.00,718.46,1422.33,2335.33,0.5895,0.4251
50238-3,Hs 578T,10071-101-1,Palbociclib,10,uM,1,1250.00,718.46,1361.00,2335.33,0.5640,0.3884
50238-3,Hs 578T,10071-101-1,Palbociclib,19.9526,uM,1,1250.00,718.46,1257.00,2335.33,0.5191,0.3194
50238-3,Hs 578T,10146-101-3,Omipalisib,0.0016596,uM,1,2500.00,1203.29,2136.33,2259.00,0.9544,0.9321
50238-3,Hs 578T,10146-101-3,Omipalisib,0.0033113,uM,1,2500.00,1203.29,2099.00,2259.00,0.9356,0.8640
50238-3,Hs 578T,10146-101-3,Omipalisib,0.01,uM,1,2500.00,1203.29,1921.67,2259.00,0.8526,0.6206
50238-3,Hs 578T,10146-101-3,Omipalisib,0.031623,uM,1,2500.00,1203.29,1664.67,2259.00,0.7186,0.2603
50238-3,Hs 578T,10146-101-3,Omipalisib,0.1,uM,1,2500.00,1203.29,1481.33,2259.00,0.6123,0.0871
50238-3,Hs 578T,10146-101-3,Omipalisib,0.31623,uM,1,2500.00,1203.29,1417.33,2259.00,0.5961,0.0391
50238-3,Hs 578T,10146-101-3,Omipalisib,1,uM,1,2500.00,1203.29,1274.33,2259.00,0.5207,-0.0509
50238-3,Hs 578T,10146-101-3,Omipalisib,3.1623,uM,1,2500.00,1203.29,935.67,2259.00,0.3827,-0.2889
50238-3,Hs 578T,10146-101-3,Omipalisib,10,uM,1,2500.00,1203.29,958.00,2259.00,0.3939,-0.2781
50238-3,Hs 578T,10264-999-2,Methotrexate,0.0016596,uM,1,2500.00,1203.29,2085.00,2259.00,0.9082,0.6846
50238-3,Hs 578T,10264-999-2,Methotrexate,0.0033113,uM,1,2500.00,1203.29,2301.00,2259.00,1.0202,1.0690
50238-3,Hs 578T,10264-999-2,Methotrexate,0.01,uM,1,2500.00,1203.29,2247.67,2259.00,0.9935,0.9719
50238-3,Hs 578T,10264-999-2,Methotrexate,0.031623,uM,1,2500.00,1203.29,2345.00,2259.00,1.0604,1.3689
50238-3,Hs 578T,10264-999-2,Methotrexate,0.1,uM,1,2500.00,1203.29,2033.67,2259.00,0.8833,0.6178
50238-3,Hs 578T,10264-999-2,Methotrexate,0.31623,uM,1,2500.00,1203.29,1715.33,2259.00,0.7233,0.2634
50238-3,Hs 578T,10264-999-2,Methotrexate,1,uM,1,2500.00,1203.29,1754.00,2259.00,0.7578,0.3398
50238-3,Hs 578T,10264-999-2,Methotrexate,3.1623,uM,1,2500.00,1203.29,1740.00,2259.00,0.7701,0.4117
50238-3,Hs 578T,10264-999-2,Methotrexate,10,uM,1,2500.00,1203.29,1823.00,2259.00,0.7985,0.4505
50238-3,Hs 578T,10102-999-6,Taxol,0.00016596,uM,1,2500.00,1203.29,2109.67,2259.00,0.9209,0.7226
50238-3,Hs 578T,10102-999-6,Taxol,0.00033113,uM,1,2500.00,1203.29,2360.33,2259.00,1.0601,1.3001
50238-3,Hs 578T,10102-999-6,Taxol,0.001,uM,1,2500.00,1203.29,2139.67,2259.00,0.9134,0.6378
50238-3,Hs 578T,10102-999-6,Taxol,0.0031623,uM,1,2500.00,1203.29,2115.00,2259.00,0.8952,0.5870
50238-3,Hs 578T,10102-999-6,Taxol,0.01,uM,1,2500.00,1203.29,1269.67,2259.00,0.5113,-0.0399
50238-3,Hs 578T,10102-999-6,Taxol,0.031623,uM,1,2500.00,1203.29,1323.00,2259.00,0.5492,-0.0266
50238-3,Hs 578T,10102-999-6,Taxol,0.1,uM,1,2500.00,1203.29,1175.00,2259.00,0.4755,-0.1115
50238-3,Hs 578T,10102-999-6,Taxol,0.31623,uM,1,2500.00,1203.29,1127.33,2259.00,0.4633,-0.1582
50238-3,Hs 578T,10102-999-6,Taxol,1,uM,1,2500.00,1203.29,1260.67,2259.00,0.5262,-0.0736
50238-3,Hs 578T,10250-999-4,Etoposide,0.0033113,uM,1,2500.00,1203.29,2485.33,2447.42,1.0148,1.0268
50238-3,Hs 578T,10250-999-4,Etoposide,0.01,uM,1,2500.00,1203.29,2384.00,2447.42,0.9746,0.9503
50238-3,Hs 578T,10250-999-4,Etoposide,0.031623,uM,1,2500.00,1203.29,2386.67,2447.42,0.9740,0.9452
50238-3,Hs 578T,10250-999-4,Etoposide,0.1,uM,1,2500.00,1203.29,2423.67,2447.42,0.9904,0.9813
50238-3,Hs 578T,10250-999-4,Etoposide,0.31623,uM,1,2500.00,1203.29,1973.00,2447.42,0.8083,0.6261
50238-3,Hs 578T,10250-999-4,Etoposide,1,uM,1,2500.00,1203.29,1284.33,2447.42,0.5197,0.0449
50238-3,Hs 578T,10250-999-4,Etoposide,3.1623,uM,1,2500.00,1203.29,1160.33,2447.42,0.4722,-0.0450
50238-3,Hs 578T,10250-999-4,Etoposide,10,uM,1,2500.00,1203.29,881.33,2447.42,0.3570,-0.2725
50238-3,Hs 578T,10250-999-4,Etoposide,19.9526,uM,1,2500.00,1203.29,1087.00,2447.42,0.4415,-0.1060
50238-3,Hs 578T,10099-101-1,Nilotinib,0.0033113,uM,1,2500.00,1203.29,2523.67,2447.42,1.0301,1.0560
50238-3,Hs 578T,10099-101-1,Nilotinib,0.01,uM,1,2500.00,1203.29,2605.33,2447.42,1.0635,1.1221
50238-3,Hs 578T,10099-101-1,Nilotinib,0.031623,uM,1,2500.00,1203.29,2715.67,2447.42,1.1118,1.2263
50238-3,Hs 578T,10099-101-1,Nilotinib,0.1,uM,1,2500.00,1203.29,2799.33,2447.42,1.1446,1.2871
50238-3,Hs 578T,10099-101-1,Nilotinib,0.31623,uM,1,2500.00,1203.29,2635.33,2447.42,1.0777,1.1556
50238-3,Hs 578T,10099-101-1,Nilotinib,1,uM,1,2500.00,1203.29,2778.33,2447.42,1.1369,1.2757
50238-3,Hs 578T,10099-101-1,Nilotinib,3.1623,uM,1,2500.00,1203.29,2499.67,2447.42,1.0179,1.0254
50238-3,Hs 578T,10099-101-1,Nilotinib,10,uM,1,2500.00,1203.29,1628.00,2447.42,0.6649,0.3378
50238-3,Hs 578T,10099-101-1,Nilotinib,19.9526,uM,1,2500.00,1203.29,2347.00,2447.42,0.9708,0.9729
50238-3,Hs 578T,10049-101-1,PLX-4720,0.0033113,uM,1,2500.00,1203.29,2513.67,2447.42,1.0263,1.0490
50238-3,Hs 578T,10049-101-1,PLX-4720,0.01,uM,1,2500.00,1203.29,2520.67,2447.42,1.0303,1.0604
50238-3,Hs 578T,10049-101-1,PLX-4720,0.031623,uM,1,2500.00,1203.29,2494.67,2447.42,1.0201,1.0415
50238-3,Hs 578T,10049-101-1,PLX-4720,0.1,uM,1,2500.00,1203.29,2551.00,2447.42,1.0447,1.0939
50238-3,Hs 578T,10049-101-1,PLX-4720,0.31623,uM,1,2500.00,1203.29,2720.00,2447.42,1.1121,1.2231
50238-3,Hs 578T,10049-101-1,PLX-4720,1,uM,1,2500.00,1203.29,2874.67,2447.42,1.1776,1.3599
50238-3,Hs 578T,10049-101-1,PLX-4720,3.1623,uM,1,2500.00,1203.29,2867.00,2447.42,1.1725,1.3437
50238-3,Hs 578T,10049-101-1,PLX-4720,10,uM,1,2500.00,1203.29,2109.00,2447.42,0.8628,0.7307
50238-3,Hs 578T,10049-101-1,PLX-4720,19.9526,uM,1,2500.00,1203.29,1619.33,2447.42,0.6562,0.3118
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.0016596,uM,1,2500.00,1203.29,2471.00,2447.42,1.0100,1.0209
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.0033113,uM,1,2500.00,1203.29,2470.33,2447.42,1.0091,1.0170
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.01,uM,1,2500.00,1203.29,2414.33,2447.42,0.9845,0.9638
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.031623,uM,1,2500.00,1203.29,2417.00,2447.42,0.9880,0.9770
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.1,uM,1,2500.00,1203.29,2295.67,2447.42,0.9380,0.8775
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.31623,uM,1,2500.00,1203.29,2155.00,2447.42,0.8798,0.7609
50238-3,Hs 578T,10024-101-1,NVP-TAE684,1,uM,1,2500.00,1203.29,1653.33,2447.42,0.6743,0.3549
50238-3,Hs 578T,10024-101-1,NVP-TAE684,3.1623,uM,1,2500.00,1203.29,1022.33,2447.42,0.4131,-0.1634
50238-3,Hs 578T,10024-101-1,NVP-TAE684,10,uM,1,2500.00,1203.29,584.33,2447.42,0.2345,-0.5139
50238-3,Hs 578T,10071-101-1,Palbociclib,0.0033113,uM,1,2500.00,1203.29,2017.33,2259.00,0.8872,0.6708
50238-3,Hs 578T,10071-101-1,Palbociclib,0.01,uM,1,2500.00,1203.29,2117.00,2259.00,0.9242,0.7306
50238-3,Hs 578T,10071-101-1,Palbociclib,0.031623,uM,1,2500.00,1203.29,2154.00,2259.00,0.9769,1.1121
50238-3,Hs 578T,10071-101-1,Palbociclib,0.1,uM,1,2500.00,1203.29,1774.00,2259.00,0.7619,0.3417
50238-3,Hs 578T,10071-101-1,Palbociclib,0.31623,uM,1,2500.00,1203.29,1614.00,2259.00,0.6768,0.1832
50238-3,Hs 578T,10071-101-1,Palbociclib,1,uM,1,2500.00,1203.29,1574.00,2259.00,0.6504,0.1527
50238-3,Hs 578T,10071-101-1,Palbociclib,3.1623,uM,1,2500.00,1203.29,1690.00,2259.00,0.7157,0.2487
50238-3,Hs 578T,10071-101-1,Palbociclib,10,uM,1,2500.00,1203.29,1573.33,2259.00,0.6488,0.1525
50238-3,Hs 578T,10071-101-1,Palbociclib,19.9526,uM,1,2500.00,1203.29,1519.00,2259.00,0.6214,0.1187
50238-3,Hs 578T,10146-101-3,Omipalisib,0.0016596,uM,1,5000.00,2308.21,1802.00,1972.67,0.8812,0.6691
50238-3,Hs 578T,10146-101-3,Omipalisib,0.0033113,uM,1,5000.00,2308.21,1862.67,1972.67,1.0231,0.1244
50238-3,Hs 578T,10146-101-3,Omipalisib,0.01,uM,1,5000.00,2308.21,1678.67,1972.67,0.9126,-0.0680
50238-3,Hs 578T,10146-101-3,Omipalisib,0.031623,uM,1,5000.00,2308.21,1368.33,1972.67,0.6336,0.4789
50238-3,Hs 578T,10146-101-3,Omipalisib,0.1,uM,1,5000.00,2308.21,1155.33,1972.67,0.5096,0.9516
50238-3,Hs 578T,10146-101-3,Omipalisib,0.31623,uM,1,5000.00,2308.21,1367.33,1972.67,0.6971,-0.0169
50238-3,Hs 578T,10146-101-3,Omipalisib,1,uM,1,5000.00,2308.21,1915.67,1972.67,1.5022,-0.6297
50238-3,Hs 578T,10146-101-3,Omipalisib,3.1623,uM,1,5000.00,2308.21,921.67,1972.67,0.4135,0.9472
50238-3,Hs 578T,10146-101-3,Omipalisib,10,uM,1,5000.00,2308.21,942.00,1972.67,0.4216,0.9924
50238-3,Hs 578T,10264-999-2,Methotrexate,0.0016596,uM,1,5000.00,2308.21,1916.67,1972.67,0.9656,0.7761
50238-3,Hs 578T,10264-999-2,Methotrexate,0.0033113,uM,1,5000.00,2308.21,2089.67,1972.67,1.0616,1.8363
50238-3,Hs 578T,10264-999-2,Methotrexate,0.01,uM,1,5000.00,2308.21,1914.33,1972.67,0.9396,0.9852
50238-3,Hs 578T,10264-999-2,Methotrexate,0.031623,uM,1,5000.00,2308.21,1918.67,1972.67,0.9732,0.7348
50238-3,Hs 578T,10264-999-2,Methotrexate,0.1,uM,1,5000.00,2308.21,2103.67,1972.67,1.3008,0.0837
50238-3,Hs 578T,10264-999-2,Methotrexate,0.31623,uM,1,5000.00,2308.21,2062.00,1972.67,1.4540,-0.5096
50238-3,Hs 578T,10264-999-2,Methotrexate,1,uM,1,5000.00,2308.21,1495.00,1972.67,0.7335,0.1685
50238-3,Hs 578T,10264-999-2,Methotrexate,3.1623,uM,1,5000.00,2308.21,1513.00,1972.67,0.7353,0.1662
50238-3,Hs 578T,10264-999-2,Methotrexate,10,uM,1,5000.00,2308.21,2615.67,1972.67,2.0616,-0.5408
50238-3,Hs 578T,10102-999-6,Taxol,0.00016596,uM,1,5000.00,2308.21,1930.67,1972.67,0.9422,1.1825
50238-3,Hs 578T,10102-999-6,Taxol,0.00033113,uM,1,5000.00,2308.21,2001.00,1972.67,1.0316,1.0978
50238-3,Hs 578T,10102-999-6,Taxol,0.001,uM,1,5000.00,2308.21,1867.67,1972.67,0.9203,0.9239
50238-3,Hs 578T,10102-999-6,Taxol,0.0031623,uM,1,5000.00,2308.21,2552.00,1972.67,1.6942,1.3837
50238-3,Hs 578T,10102-999-6,Taxol,0.01,uM,1,5000.00,2308.21,1020.00,1972.67,0.4491,1.1370
50238-3,Hs 578T,10102-999-6,Taxol,0.031623,uM,1,5000.00,2308.21,1205.33,1972.67,0.5159,1.3858
50238-3,Hs 578T,10102-999-6,Taxol,0.1,uM,1,5000.00,2308.21,1014.00,1972.67,0.4872,0.3883
50238-3,Hs 578T,10102-999-6,Taxol,0.31623,uM,1,5000.00,2308.21,1079.00,1972.67,0.4742,1.1818
50238-3,Hs 578T,10102-999-6,Taxol,1,uM,1,5000.00,2308.21,1119.33,1972.67,0.4889,1.2114
50238-3,Hs 578T,10250-999-4,Etoposide,0.0033113,uM,1,5000.00,2308.21,2723.33,2662.50,1.0226,1.2206
50238-3,Hs 578T,10250-999-4,Etoposide,0.01,uM,1,5000.00,2308.21,2565.33,2662.50,0.9629,0.6605
50238-3,Hs 578T,10250-999-4,Etoposide,0.031623,uM,1,5000.00,2308.21,2716.67,2662.50,1.0200,1.1849
50238-3,Hs 578T,10250-999-4,Etoposide,0.1,uM,1,5000.00,2308.21,2636.67,2662.50,0.9907,0.9377
50238-3,Hs 578T,10250-999-4,Etoposide,0.31623,uM,1,5000.00,2308.21,2311.67,2662.50,0.8681,0.0004
50238-3,Hs 578T,10250-999-4,Etoposide,1,uM,1,5000.00,2308.21,1906.00,2662.50,0.7170,-0.5824
50238-3,Hs 578T,10250-999-4,Etoposide,3.1623,uM,1,5000.00,2308.21,1573.33,2662.50,0.5924,-0.8387
50238-3,Hs 578T,10250-999-4,Etoposide,10,uM,1,5000.00,2308.21,1539.67,2662.50,0.5792,-0.8616
50238-3,Hs 578T,10250-999-4,Etoposide,19.9526,uM,1,5000.00,2308.21,1705.33,2662.50,0.6413,-0.7700
50238-3,Hs 578T,10099-101-1,Nilotinib,0.0033113,uM,1,5000.00,2308.21,2749.67,2662.50,1.0327,1.3481
50238-3,Hs 578T,10099-101-1,Nilotinib,0.01,uM,1,5000.00,2308.21,2762.67,2662.50,1.0375,1.3899
50238-3,Hs 578T,10099-101-1,Nilotinib,0.031623,uM,1,5000.00,2308.21,2818.00,2662.50,1.0587,1.6989
50238-3,Hs 578T,10099-101-1,Nilotinib,0.1,uM,1,5000.00,2308.21,2893.33,2662.50,1.0861,1.9667
50238-3,Hs 578T,10099-101-1,Nilotinib,0.31623,uM,1,5000.00,2308.21,2924.33,2662.50,1.0983,2.1895
50238-3,Hs 578T,10099-101-1,Nilotinib,1,uM,1,5000.00,2308.21,2956.00,2662.50,1.1111,2.5845
50238-3,Hs 578T,10099-101-1,Nilotinib,3.1623,uM,1,5000.00,2308.21,2855.00,2662.50,1.0718,1.7764
50238-3,Hs 578T,10099-101-1,Nilotinib,10,uM,1,5000.00,2308.21,1395.33,2662.50,0.5249,-0.9120
50238-3,Hs 578T,10099-101-1,Nilotinib,19.9526,uM,1,5000.00,2308.21,1443.00,2662.50,0.5430,-0.8993
50238-3,Hs 578T,10049-101-1,PLX-4720,0.0033113,uM,1,5000.00,2308.21,2705.33,2662.50,1.0161,1.1704
50238-3,Hs 578T,10049-101-1,PLX-4720,0.01,uM,1,5000.00,2308.21,2770.00,2662.50,1.0410,1.5201
50238-3,Hs 578T,10049-101-1,PLX-4720,0.031623,uM,1,5000.00,2308.21,2685.00,2662.50,1.0084,1.0924
50238-3,Hs 578T,10049-101-1,PLX-4720,0.1,uM,1,5000.00,2308.21,2789.00,2662.50,1.0476,1.5267
50238-3,Hs 578T,10049-101-1,PLX-4720,0.31623,uM,1,5000.00,2308.21,2902.00,2662.50,1.0901,2.0997
50238-3,Hs 578T,10049-101-1,PLX-4720,1,uM,1,5000.00,2308.21,3076.00,2662.50,1.1556,3.2298
50238-3,Hs 578T,10049-101-1,PLX-4720,3.1623,uM,1,5000.00,2308.21,3015.67,2662.50,1.1324,2.6780
50238-3,Hs 578T,10049-101-1,PLX-4720,10,uM,1,5000.00,2308.21,2869.67,2662.50,1.0781,2.0022
50238-3,Hs 578T,10049-101-1,PLX-4720,19.9526,uM,1,5000.00,2308.21,2534.33,2662.50,0.9530,0.6846
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.0016596,uM,1,5000.00,2308.21,2631.67,2662.50,0.9883,0.8884
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.0033113,uM,1,5000.00,2308.21,2689.67,2662.50,1.0097,1.0711
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.01,uM,1,5000.00,2308.21,2585.67,2662.50,0.9710,0.7227
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.031623,uM,1,5000.00,2308.21,2556.00,2662.50,0.9598,0.6282
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.1,uM,1,5000.00,2308.21,2551.67,2662.50,0.9582,0.6115
50238-3,Hs 578T,10024-101-1,NVP-TAE684,0.31623,uM,1,5000.00,2308.21,2404.00,2662.50,0.9030,0.2094
50238-3,Hs 578T,10024-101-1,NVP-TAE684,1,uM,1,5000.00,2308.21,2260.00,2662.50,0.8491,-0.1016
50238-3,Hs 578T,10024-101-1,NVP-TAE684,3.1623,uM,1,5000.00,2308.21,1739.33,2662.50,0.6541,-0.7473
50238-3,Hs 578T,10024-101-1,NVP-TAE684,10,uM,1,5000.00,2308.21,1180.33,2662.50,0.4454,-0.9558
50238-3,Hs 578T,10071-101-1,Palbociclib,0.0033113,uM,1,5000.00,2308.21,1815.67,1972.67,0.9015,0.5451
50238-3,Hs 578T,10071-101-1,Palbociclib,0.01,uM,1,5000.00,2308.21,1705.67,1972.67,0.8637,0.2614
50238-3,Hs 578T,10071-101-1,Palbociclib,0.031623,uM,1,5000.00,2308.21,1684.67,1972.67,0.8808,0.0484
50238-3,Hs 578T,10071-101-1,Palbociclib,0.1,uM,1,5000.00,2308.21,1457.00,1972.67,0.7280,0.0460
50238-3,Hs 578T,10071-101-1,Palbociclib,0.31623,uM,1,5000.00,2308.21,1569.67,1972.67,0.9036,-0.2754
50238-3,Hs 578T,10071-101-1,Palbociclib,1,uM,1,5000.00,2308.21,2063.00,1972.67,1.5699,-0.5729
50238-3,Hs 578T,10071-101-1,Palbociclib,3.1623,uM,1,5000.00,2308.21,1326.00,1972.67,0.6219,0.3040
50238-3,Hs 578T,10071-101-1,Palbociclib,10,uM,1,5000.00,2308.21,1274.00,1972.67,0.5865,0.4563
50238-3,Hs 578T,10071-101-1,Palbociclib,19.9526,uM,1,5000.00,2308.21,1219.00,1972.67,0.5552,0.6221
50029-3,MCF7,10146-101-3,Omipalisib,0.0016596,uM,1,156.25,31.46,64.33,70.42,0.9283,0.9010
