Cell HMS LINCS ID,Cell Name,Clinical Subtype,Transcriptional Subtype,Small Molecule HMS LINCS ID,Small Molecule Name,Antibody HMS LINCS ID,Antibody Name,Perturbagen Target,Perturbagen Class,Biological Replicate ID,Conc Unit,GR50,GEC50,GRmax,GRinf,GR Hill Coefficient,GR_AOC,GR r2,Nominal Division Rate
50576-1,184B5,NM,Basal,10505-999-1,Chloroquine,,,,,12979.177,uM,19.64650,24.47430,-1.0000,-1.0000,5.0000,0.1512,0.9526,0.5647
50576-1,184B5,NM,Basal,10245-101-1,Cisplatin,,,DNA cross-linker,DNA cross-linker,9095.049,uM,inf,193.58440,0.7160,0.7080,3.7384,0.0137,0.8937,1.1202
50576-1,184B5,NM,Basal,10246-101-1,CPT-11,,,TOP1,TOP,9095.121,uM,2.51920,28.77490,-0.2643,-0.9655,0.4415,0.3101,0.9565,1.1992
50576-1,184B5,NM,Basal,10232-101-2,Dactolisib,,,PI3K,PI3K,12566.155,uM,0.10180,0.09596,0.1073,0.1279,4.9998,0.4116,0.9754,1.5389
50576-1,184B5,NM,Basal,10506-110-1,Dichloroacetate,,,PDK,PDK,12979.176,uM,inf,0.01220,0.9086,0.8652,4.8576,0.0350,0.7045,1.0091
50576-1,184B5,NM,Basal,10507-999-1,Disulfiram,,,Proteasome,Proteasome,12979.174,uM,13.46160,19.5890,-0.9600,-1.0000,2.9286,0.2119,0.9801,1.5680
50576-1,184B5,NM,Basal,10247-101-1,Docetaxel,,,TUBB,TUBB,12979.002,uM,inf,inf,0.7220,0.7220,0.0000,0.1667,0.1607,1.3178
50576-1,184B5,NM,Basal,10247-101-1,Docetaxel,,,TUBB,TUBB,9095.002,uM,0.00444,0.00218,0.4170,0.3901,2.1393,0.3930,0.9566,1.0607
50576-1,184B5,NM,Basal,10248-101-1,Doxorubicin,,,TOP2,TOP,9095.121,uM,0.11890,0.22542,-0.9889,-0.9914,1.7083,0.9694,0.9884,1.1992
50576-1,184B5,NM,Basal,10097-102-3,Erlotinib,,,EGFR,ErbB,5896.091,uM,0.19497,0.13149,0.0999,0.1474,0.8866,0.4253,0.9753,1.4988
50576-1,184B5,NM,Basal,10097-102-3,Erlotinib,,,EGFR,ErbB,5897.091,uM,1.28840,1.31750,0.0348,-0.0092,0.8129,0.3029,0.9812,1.2296
50576-1,184B5,NM,Basal,10250-101-1,Etoposide,,,TOP2,TOP,5896.074,uM,4.08810,48.86320,-0.4513,-1.0000,0.4428,0.4398,0.9738,1.4124
50576-1,184B5,NM,Basal,10250-101-1,Etoposide,,,TOP2,TOP,5897.074,uM,20.40170,44.09240,-0.1173,-0.3858,0.7421,0.2819,0.9802,1.2824
50576-1,184B5,NM,Basal,10235-101-2,Everolimus,,,MTOR,MTOR,12566.164,uM,3.63690,995.7980,0.2684,-0.8205,0.1730,0.3513,0.8480,1.5173
50576-1,184B5,NM,Basal,10251-112-1,Fascaplysin,,,CDK4,CDK,5897.085,uM,0.32680,0.48798,-0.9650,-0.9672,2.6852,0.6599,0.9981,1.2392
50576-1,184B5,NM,Basal,10251-112-1,Fascaplysin,,,CDK4,CDK,5896.084,uM,0.23326,0.34203,-0.9161,-0.9115,2.7115,0.6772,0.9996,1.5200
50576-1,184B5,NM,Basal,10110-101-3,FR180204,,,ERK1/2,MAPK,12566.166,uM,12.86090,9.57870,0.2046,0.1774,1.4873,0.1461,0.9905,1.2010
50576-1,184B5,NM,Basal,10508-101-1,FTase Inhibitor I,,,Ftase,MAPK,12566.167,uM,inf,12.16790,0.9467,0.9467,4.9807,0.0009,0.7447,1.5941
50576-1,184B5,NM,Basal,10098-101-2,Gefitinib,,,EGFR,ErbB,9095.049,uM,0.03643,0.04877,-0.2658,-0.1449,0.8727,0.5606,0.9843,1.1202
50576-1,184B5,NM,Basal,10108-101-2,Geldanamycin,,,HSP90,HSP90,9095.049,uM,0.00859,0.01158,-0.7576,-0.7255,2.9985,1.2019,0.9991,1.1202
50576-1,184B5,NM,Basal,10252-999-1,Gemcitabine,,,DNA replication,DNA replication,9095.119,uM,0.39268,1000.00000,-0.4244,-0.9804,0.1384,0.6890,0.7465,1.2263
50576-1,184B5,NM,Basal,10253-102-1,Glycyl-H-1152,,,ROCK2,,12566.169,uM,211.26010,999.92730,0.5910,-0.3569,0.3465,0.1053,0.8971,1.6359
50576-1,184B5,NM,Basal,10509-101-1,GM6001,,,MMP,MMP,5897.096,uM,inf,inf,0.9590,0.9590,0.0000,0.0206,-0.0228,1.2810
50576-1,184B5,NM,Basal,10062-101-3,GSK1070916,,,AURK,AURK,9095.001,uM,0.66025,4.63870,-0.5752,-1.0000,0.5635,0.3925,0.9830,1.0444
50576-1,184B5,NM,Basal,10255-101-1,GSK1838705A,,,IGF1R,RTK,5896.091,uM,0.48701,0.70366,-0.3389,-0.2060,0.9377,0.4902,0.9631,1.4988
50576-1,184B5,NM,Basal,10255-101-1,GSK1838705A,,,IGF1R,RTK,5897.091,uM,2.5180,9.36910,-0.9343,-1.0000,0.8361,0.4350,0.9858,1.2296
50576-1,184B5,NM,Basal,10255-101-1,GSK1838705A,,,IGF1R,RTK,5896.098,uM,0.53928,1.50110,-0.3784,-0.4487,0.6256,0.4433,0.9874,1.6038
50576-1,184B5,NM,Basal,10013-101-3,GSK461364,,,PLK1,PLK,9095.001,uM,0.17731,2.57920,-0.9719,-1.0000,0.4103,0.4637,0.7474,1.0444
50576-1,184B5,NM,Basal,10257-101-1,GSK923295,,,CENPE,Kinesin,9095.001,uM,1.82040,10.84810,-0.6893,-1.0000,0.6155,0.3102,0.7760,1.0444
50576-1,184B5,NM,Basal,10029-101-2,GW-5074,,,CRAF,MAPK,5897.088,uM,2.70550,3.11820,-0.1725,-0.1816,2.1826,0.2410,0.9894,1.2950
50576-1,184B5,NM,Basal,10258-110-1,Ibandronate,,,FDPS,,12566.143,uM,246.04810,377.53870,-0.8325,-0.8991,2.4033,0.2099,0.9974,1.6413
50576-1,184B5,NM,Basal,10259-101-1,ICRF-193,,,TOP2,TOP,12566.171,uM,inf,0.13728,0.6403,0.6293,1.2114,0.1786,0.9288,1.5151
50576-1,184B5,NM,Basal,10228-102-2,IKK16,,,IKK,NFKB,5897.093,uM,1.73350,2.93910,-0.9487,-0.9879,2.0655,0.4622,0.9967,1.2047
50576-1,184B5,NM,Basal,10023-103-3,Imatinib,,,ABL/KIT/PDGFR,nRTK,5896.091,uM,23.18150,34.00000,-0.9493,-0.9584,2.7948,0.4637,0.9940,1.4988
50576-1,184B5,NM,Basal,10023-103-3,Imatinib,,,ABL/KIT/PDGFR,nRTK,5897.091,uM,24.73780,35.23660,-0.9547,-0.9568,3.0230,0.4186,0.9990,1.2296
50576-1,184B5,NM,Basal,10260-999-1,Ispinesib,,,KSP,Kinesin,5896.067,uM,0.56462,3.31620,-0.9349,-1.0000,0.6205,0.4400,0.9084,1.4536
50576-1,184B5,NM,Basal,10260-999-1,Ispinesib,,,KSP,Kinesin,5897.067,uM,1.94680,2.77930,-0.9633,-0.9674,3.0241,0.4080,0.9827,1.1908
50576-1,184B5,NM,Basal,10261-101-1,Ixabepilone,,,TUBB,TUBB,5896.095,uM,0.08255,0.56666,-0.9288,-1.0000,0.5703,0.7131,0.9537,1.5532
50576-1,184B5,NM,Basal,10261-101-1,Ixabepilone,,,TUBB,TUBB,5897.095,uM,0.20628,0.87310,-0.9665,-1.0000,0.7614,0.6402,0.9623,1.2197
50576-1,184B5,NM,Basal,10208-101-2,JNK-IN-5A,,,JNK,JNK,12566.168,uM,197.47390,224.21850,0.4789,-0.4434,4.9982,0.0157,0.9558,1.4366
50576-1,184B5,NM,Basal,10262-101-1,L-779450,,,BRAF,MAPK,12566.166,uM,3.60120,8.28470,-0.5360,-0.8326,1.1766,0.2021,0.9933,1.2010
50576-1,184B5,NM,Basal,10051-999-3,Lapatinib,,,EGFR/HER2,ErbB,5896.098,uM,19.73470,1.01420,0.5024,0.4466,0.7535,0.1314,0.9743,1.6038
50576-1,184B5,NM,Basal,10263-101-1,LBH589,,,HDAC,HDAC,12566.167,uM,0.13317,0.57457,-0.4488,-0.6154,0.5488,0.5171,0.9826,1.5941
50576-1,184B5,NM,Basal,10230-101-2,Lestaurtinib,,,FLT3/JAK2/TrkA,RTK,12566.167,uM,0.40063,1.20680,-0.8855,-1.0000,0.9963,0.5481,0.9929,1.5941
50576-1,184B5,NM,Basal,10511-999-1,Mebendazole,,,,,12979.174,uM,inf,0.50538,0.5338,0.6450,4.9853,0.1589,0.6593,1.5680
50576-1,184B5,NM,Basal,10264-101-1,Methotrexate,,,DHFR,Metabolism,5896.084,uM,0.02683,0.03281,-0.4711,-0.4849,3.3686,1.0619,0.9980,1.5200
50576-1,184B5,NM,Basal,10264-101-1,Methotrexate,,,DHFR,Metabolism,5897.085,uM,0.04372,0.05133,-0.6179,-0.6153,5.0000,1.1076,0.9993,1.2392
50576-1,184B5,NM,Basal,10107-101-2,MG-132,,,Proteasome,Proteasome,12566.17,uM,0.01702,0.03186,-0.6444,-0.5157,1.1297,0.9111,0.9667,1.4648
50576-1,184B5,NM,Basal,10107-101-2,MG-132,,,Proteasome,Proteasome,12566.17,uM,0.01702,0.03186,-0.6444,-0.5157,1.1297,0.9111,0.9667,1.4648
50576-1,184B5,NM,Basal,10265-101-1,Pevonedistat,,,NAE1,NAE1,12566.135,uM,0.15715,0.62079,-0.4838,-0.5023,0.5062,0.5445,0.9747,1.6384
50576-1,184B5,NM,Basal,10513-999-1,Nelfinavir,,,,,12979.174,uM,5.2970,7.9410,-0.7445,-0.8032,2.3659,0.1847,0.9934,1.5680
50576-1,184B5,NM,Basal,10099-101-2,Nilotinib,,,ABL,nRTK,12566.17,uM,inf,0.08710,0.9223,0.9254,0.8046,0.0464,0.8541,1.4648
50576-1,184B5,NM,Basal,10266-101-1,NSC 663284,,,CDC25,CDC,12566.152,uM,2.37290,3.20490,-0.8860,-0.8796,3.3767,0.5784,0.9988,1.4827
50576-1,184B5,NM,Basal,10267-101-1,NU6102,,,CDK1/2,CDK,12566.147,uM,4.55970,10.7450,-0.8630,-1.0000,1.2816,0.2945,0.9979,1.6169
50576-1,184B5,NM,Basal,10268-101-1,Nutlin 3a,,,MDM2,MDM2,5896.066,uM,2.29050,11.45910,-0.9381,-1.0000,0.6824,0.3705,0.8514,1.4224
50576-1,184B5,NM,Basal,10268-101-1,Nutlin 3a,,,MDM2,MDM2,5897.066,uM,13.78730,20.17590,-0.9537,-1.0000,2.8854,0.1920,0.9917,1.2737
50576-1,184B5,NM,Basal,10344-101-1,Olomoucine II,,,CDK1,CDK,12566.147,uM,3.35670,5.86570,-0.3694,-0.4572,1.1635,0.3493,0.9899,1.6169
50576-1,184B5,NM,Basal,10146-101-2,Omipalisib,,,PI3K,PI3K,5897.086,uM,0.00620,0.01729,-0.6593,-0.4574,0.6340,0.8271,0.9483,1.2814
50576-1,184B5,NM,Basal,10269-101-1,Oxaliplatin,,,DNA cross-linker,DNA cross-linker,9095.119,uM,3.22860,15.96270,-0.9485,-1.0000,0.6874,0.6144,0.9570,1.2263
50576-1,184B5,NM,Basal,10270-101-1,Oxamflatin,,,HDAC,HDAC,12566.147,uM,1.13190,3.48360,-0.8575,-1.0000,0.9773,0.5020,0.9814,1.6169
50576-1,184B5,NM,Basal,10271-101-2,PD 98059,,,MEK,MAPK,12566.152,uM,inf,inf,0.9069,0.9069,0.0000,0.0066,0.4227,1.4827
50576-1,184B5,NM,Basal,10026-101-3,PD173074,,,FGFR1/3,RTK,5897.093,uM,28.42620,33.05570,0.2039,-0.5632,4.9999,0.0088,0.9753,1.2047
50576-1,184B5,NM,Basal,10048-101-7,PD184352,,,MEK,MAPK,12566.155,uM,3.29320,33.01680,-0.0750,-1.0000,0.4766,0.2503,0.9170,1.5389
50576-1,184B5,NM,Basal,10048-101-7,PD184352,,,MEK,MAPK,12566.155,uM,3.29320,33.01680,-0.0750,-1.0000,0.4766,0.2503,0.9170,1.5389
50576-1,184B5,NM,Basal,10272-999-1,Pemetrexed,,,TYMS/DHFR/GARFT,TYMS,5896.095,uM,0.24202,0.32119,-0.2838,-0.2743,1.5454,0.9106,0.9931,1.5532
50576-1,184B5,NM,Basal,10272-999-1,Pemetrexed,,,TYMS/DHFR/GARFT,TYMS,5897.095,uM,0.52125,0.66097,-0.3237,-0.3105,2.0341,0.8593,0.9969,1.2197
50576-1,184B5,NM,Basal,10514-102-1,PS-1145,,,IKK,NFKB,5896.065,uM,inf,inf,0.9046,0.9046,0.0000,0.0309,0.3134,1.4978
50576-1,184B5,NM,Basal,10514-102-1,PS-1145,,,IKK,NFKB,5897.065,uM,inf,inf,0.9561,0.9561,0.0000,0.0500,0.3340,1.2996
50576-1,184B5,NM,Basal,10273-101-1,Purvalanol A,,,CDK1,CDK,5896.067,uM,2.11650,1.66090,0.2353,0.3509,4.9920,0.2073,0.9594,1.4536
50576-1,184B5,NM,Basal,10273-101-1,Purvalanol A,,,CDK1,CDK,5897.067,uM,12.87360,13.92180,-0.3686,-0.2376,4.9663,0.2133,0.9779,1.1908
50576-1,184B5,NM,Basal,10515-101-1,QNZ,,,NFkB,NFKB,5897.096,uM,0.03394,0.04191,-0.9427,-0.9339,4.9999,1.0267,0.9995,1.2810
50576-1,184B5,NM,Basal,10274-101-1,SB-3CT,,,MMP2/9,MMP,12566.168,uM,inf,7.14330,0.8537,0.8575,4.9996,0.0287,0.8045,1.4366
50576-1,184B5,NM,Basal,10056-101-2,Selumetinib,,,MEK,MAPK,12566.155,uM,0.14380,0.11679,0.0605,0.0667,0.6885,0.4452,0.9875,1.5389
50576-1,184B5,NM,Basal,10035-109-2,Sigma A6730,,,AKT,AKT,12566.165,uM,2.97380,8.22950,-0.8497,-1.0000,1.0793,0.4028,0.9697,1.7248
50576-1,184B5,NM,Basal,10052-101-3,Sirolimus,,,MTOR,MTOR,7789.068,uM,inf,inf,-0.9304,-0.9304,0.0000,1.0723,0.4470,0.3219
50576-1,184B5,NM,Basal,10052-101-3,Sirolimus,,,MTOR,MTOR,5896.069,uM,inf,0.00571,0.7756,0.7626,1.4422,0.1582,0.9050,1.5507
50576-1,184B5,NM,Basal,10008-104-3,Sorafenib,,,PDGFR/VEGFR/KIT/FLT3,RTK,5896.084,uM,5.08750,9.01390,-0.8428,-0.5815,1.3488,0.5354,0.9603,1.5200
50576-1,184B5,NM,Basal,10008-104-3,Sorafenib,,,PDGFR/VEGFR/KIT/FLT3,RTK,5897.085,uM,1.52970,2.52550,-0.9132,-0.8317,1.9539,0.6859,0.9971,1.2392
50576-1,184B5,NM,Basal,10175-106-3,Sunitinib,,,PDGFR/VEGFR/KIT/FLT3,RTK,5896.067,uM,4.54790,8.20140,-0.9586,-1.0000,1.8632,0.4683,0.9969,1.4536
50576-1,184B5,NM,Basal,10175-106-3,Sunitinib,,,PDGFR/VEGFR/KIT/FLT3,RTK,5897.067,uM,7.12490,9.50480,-0.9660,-0.9702,3.7422,0.4265,0.9982,1.1908
50576-1,184B5,NM,Basal,10519-101-1,TAPI-0,,,TACE/Collagenase,,5897.096,uM,inf,992.95260,0.8920,0.4929,0.4192,0.0203,0.7286,1.2810
50576-1,184B5,NM,Basal,10102-101-3,Taxol,,,TUBB,TUBB,12979.002,uM,inf,0.00871,0.5987,0.6417,4.9974,0.2293,0.6910,1.3178
50576-1,184B5,NM,Basal,10102-101-3,Taxol,,,TUBB,TUBB,9095.002,uM,0.01783,0.01144,-0.0925,0.1784,0.9939,0.4787,0.9002,1.0607
50576-1,184B5,NM,Basal,10276-101-1,TCS 2312,,,CHK1,CHK,12566.152,uM,0.47856,0.67095,-0.6926,-0.4982,2.0460,0.4394,0.9768,1.4827
50576-1,184B5,NM,Basal,10520-101-1,TCS PIM-1 1,,,Pim kinase,PIM,12566.135,uM,2.28850,2.41580,-0.0883,-0.0683,2.3643,0.3297,0.9954,1.6384
50576-1,184B5,NM,Basal,10277-101-1,Temsirolimus,,,MTOR,MTOR,12566.168,uM,31.79770,47.19180,-0.9110,-1.0000,2.7825,0.3358,0.8544,1.4366
50576-1,184B5,NM,Basal,10278-999-1,Topotecan,,,TOP1,TOP,9095.121,uM,0.07632,0.71426,-0.8323,-1.0000,0.4913,0.8207,0.9828,1.1992
50576-1,184B5,NM,Basal,10021-101-5,Tozasertib,,,AURK/FLT3/ABL/JAK2,AURK,12566.169,uM,2.34370,11.34480,-0.7494,-1.0000,0.6966,0.3916,0.9813,1.6359
50576-1,184B5,NM,Basal,10136-101-2,TPCA-1,,,IKK,NFKB,5897.093,uM,13.34050,4.19070,0.4757,0.4767,2.6493,0.0943,0.9817,1.2047
50576-1,184B5,NM,Basal,,,80076-1,Trastuzumab,HER2,ErbB,9095.026,uM,inf,6.71320,0.7144,0.5130,4.9565,-0.0290,0.80,1.0168
50576-1,184B5,NM,Basal,10279-101-1,Trichostatin A,,,HDAC,HDAC,5897.065,uM,88.76350,175.5770,-0.9241,-0.9748,1.5858,0.5421,0.9958,1.2996
50576-1,184B5,NM,Basal,10279-101-1,Trichostatin A,,,HDAC,HDAC,5896.065,uM,26.14030,64.67810,-0.8868,-0.9295,1.1596,0.6633,0.9990,1.4978
50576-1,184B5,NM,Basal,10280-101-1,Triciribine,,,AKT,AKT,5897.074,uM,0.14593,0.26720,-0.6810,-0.6218,1.3360,0.6294,0.9925,1.2824
50576-1,184B5,NM,Basal,10280-101-1,Triciribine,,,AKT,AKT,5896.074,uM,0.08583,0.37083,-0.6648,-0.7348,0.6178,0.6095,0.9963,1.4124
50576-1,184B5,NM,Basal,10346-110-1,Valproic acid,,,HDAC,HDAC,12566.143,uM,826.74090,1000.00000,0.0037,-0.0768,0.7513,0.2545,0.9630,1.6413
50576-1,184B5,NM,Basal,10282-101-1,Vorinostat,,,HDAC,HDAC,5896.065,uM,114.54920,884.06290,-0.8093,-1.0000,0.5376,0.5272,0.9847,1.4978
50576-1,184B5,NM,Basal,10282-101-1,Vorinostat,,,HDAC,HDAC,5897.065,uM,217.22220,1000.00000,-0.7078,-0.8643,0.6574,0.4634,0.9850,1.2996
50576-1,184B5,NM,Basal,10283-101-1,XRP44X,,,ELK3,MAPK,12566.171,uM,0.34734,0.19490,0.1674,0.1823,0.7846,0.4183,0.9903,1.5151
50576-1,184B5,NM,Basal,10096-101-2,ZM-447439,,,AURK,AURK,12566.169,uM,inf,0.69572,0.6262,0.6434,1.3748,0.1369,0.9197,1.6359
51107-1,21MT-1,HER2amp,-,10241-101-4,Bortezomib,,,Proteasome,Proteasome,14779.203,uM,2.22370,3.73670,-0.7373,-0.7957,1.8347,0.4364,0.9894,1.9695
51107-1,21MT-1,HER2amp,-,10241-101-4,Bortezomib,,,Proteasome,Proteasome,14779.203,uM,2.22370,3.73670,-0.7373,-0.7957,1.8347,0.4364,0.9894,1.9695
51107-1,21MT-1,HER2amp,-,10506-110-1,Dichloroacetate,,,PDK,PDK,13719.176,uM,inf,inf,0.9233,0.9233,0.0000,0.0596,-0.2426,0.8672
51107-1,21MT-1,HER2amp,-,10507-999-1,Disulfiram,,,Proteasome,Proteasome,13719.174,uM,inf,0.02944,0.8637,0.8697,4.9974,0.0852,0.6419,0.8124
51107-1,21MT-1,HER2amp,-,10511-999-1,Mebendazole,,,,,13719.174,uM,31.97060,77.55140,0.0875,-1.0000,1.2398,0.1610,0.8782,0.8124
51107-1,21MT-1,HER2amp,-,10512-999-1,Methylglyoxal,,,,,13719.184,uM,680.32080,999.99990,-0.9954,-0.9645,2.7899,0.6345,0.9961,0.7600
51107-1,21MT-1,HER2amp,-,10107-999-5,MG-132,,,Proteasome,Proteasome,14191.189,uM,inf,inf,-0.1161,-0.1161,0.0000,0.5482,0.5418,2.9704
51107-1,21MT-1,HER2amp,-,10107-999-5,MG-132,,,Proteasome,Proteasome,14191.189,uM,inf,inf,-0.1161,-0.1161,0.0000,0.5482,0.5418,2.9704
51107-1,21MT-1,HER2amp,-,10107-999-5,MG-132,,,Proteasome,Proteasome,14607.189,uM,0.09589,0.20341,-0.9029,-0.9017,1.3707,0.8886,0.9922,1.3733
51107-1,21MT-1,HER2amp,-,10107-999-5,MG-132,,,Proteasome,Proteasome,14607.189,uM,0.09589,0.20341,-0.9029,-0.9017,1.3707,0.8886,0.9922,1.3733
51107-1,21MT-1,HER2amp,-,10513-999-1,Nelfinavir,,,,,13719.174,uM,10.30820,13.49270,-0.9513,-1.0000,4.0808,0.1693,0.9959,0.8124
51107-1,21MT-1,HER2amp,-,10516-999-1,Ribavirin,,,,,15382.211,uM,inf,inf,0.9683,0.9683,0.0000,0.0416,0.0000,1.1714
51107-1,21MT-1,HER2amp,-,10345-111-3,Torkinib,,,,,15382.211,uM,0.01093,0.03899,-0.2640,-0.3399,0.4078,0.7366,0.9935,1.1714
51107-1,21MT-1,HER2amp,-,10348-999-1,Z-Leu-Leu-Norvalinal,,,Proteasome,Proteasome,14607.189,uM,0.44295,0.66473,-0.8717,-0.8791,2.4993,0.7149,0.9937,1.3733
51107-1,21MT-1,HER2amp,-,10348-999-1,Z-Leu-Leu-Norvalinal,,,Proteasome,Proteasome,14191.189,uM,0.40746,0.57483,-0.6146,-0.6271,2.3620,0.6103,0.9968,2.9704
51108-1,21NT,HER2amp,-,10241-101-4,Bortezomib,,,Proteasome,Proteasome,14783.203,uM,3.0610,4.70130,-0.8093,-0.8292,2.2786,0.4078,0.9883,1.8667
51108-1,21NT,HER2amp,-,10241-101-4,Bortezomib,,,Proteasome,Proteasome,14783.203,uM,3.0610,4.70130,-0.8093,-0.8292,2.2786,0.4078,0.9883,1.8667
51108-1,21NT,HER2amp,-,10506-110-1,Dichloroacetate,,,PDK,PDK,13575.176,uM,7.46330,16.77450,0.7977,-0.9991,1.3558,0.0319,0.6506,1.4733
51108-1,21NT,HER2amp,-,10507-999-1,Disulfiram,,,Proteasome,Proteasome,13575.174,uM,25.85920,36.60680,-0.6014,-0.8791,2.9191,0.1524,0.9863,1.5845
51108-1,21NT,HER2amp,-,10511-999-1,Mebendazole,,,,,13575.174,uM,0.70544,0.60467,0.2760,0.2687,5.0000,0.2944,0.9408,1.5845
51108-1,21NT,HER2amp,-,10512-999-1,Methylglyoxal,,,,,13653.184,uM,371.60,1000.00000,-0.9322,-0.8591,1.0101,0.5941,0.9376,1.5871
51108-1,21NT,HER2amp,-,10107-999-5,MG-132,,,Proteasome,Proteasome,14194.189,uM,0.10310,0.10891,-0.3512,-0.1578,5.0000,0.6651,0.5943,2.3616
51108-1,21NT,HER2amp,-,10107-999-5,MG-132,,,Proteasome,Proteasome,14194.189,uM,0.10310,0.10891,-0.3512,-0.1578,5.0000,0.6651,0.5943,2.3616
51108-1,21NT,HER2amp,-,10107-999-5,MG-132,,,Proteasome,Proteasome,14610.189,uM,0.09536,0.14625,-0.9556,-0.9536,2.4958,0.9558,0.9950,1.0787
51108-1,21NT,HER2amp,-,10107-999-5,MG-132,,,Proteasome,Proteasome,14610.189,uM,0.09536,0.14625,-0.9556,-0.9536,2.4958,0.9558,0.9950,1.0787
51108-1,21NT,HER2amp,-,10513-999-1,Nelfinavir,,,,,13575.174,uM,19.74930,24.7910,-0.2090,-0.6289,3.5820,0.0991,0.9947,1.5845
51108-1,21NT,HER2amp,-,10516-999-1,Ribavirin,,,,,15383.211,uM,inf,inf,1.0074,1.0074,0.0000,0.0469,0.0000,1.0341
51108-1,21NT,HER2amp,-,10345-111-3,Torkinib,,,,,15383.211,uM,0.02176,0.03331,-0.0206,-0.0845,0.3668,0.6037,0.9929,1.0341
51108-1,21NT,HER2amp,-,10348-999-1,Z-Leu-Leu-Norvalinal,,,Proteasome,Proteasome,14194.189,uM,0.27941,0.47801,-0.6718,-0.7185,1.6590,0.6888,0.9927,2.3616
51108-1,21NT,HER2amp,-,10348-999-1,Z-Leu-Leu-Norvalinal,,,Proteasome,Proteasome,14610.189,uM,0.28136,0.47547,-0.9402,-0.9548,2.0356,0.7876,0.9958,1.0787
51109-1,21PT,HER2amp,-,10241-101-4,Bortezomib,,,Proteasome,Proteasome,14715.203,uM,0.01691,0.02685,-0.7771,-0.7768,2.0279,1.0962,0.9968,2.0168
51109-1,21PT,HER2amp,-,10241-101-4,Bortezomib,,,Proteasome,Proteasome,14715.203,uM,0.01691,0.02685,-0.7771,-0.7768,2.0279,1.0962,0.9968,2.0168
51092-1,600MPE,HR+,Luminal,10275-101-1,(Z)-4-Hydroxytamoxifen,,,ESR1,,7791.016,uM,30.5560,28.8140,0.1274,0.1272,4.9999,0.0881,0.9826,0.8138
51092-1,600MPE,HR+,Luminal,10275-101-1,(Z)-4-Hydroxytamoxifen,,,ESR1,,9118.019,uM,70.89780,103.69460,-0.5926,-0.9958,2.8821,0.0861,0.9929,1.0707
51092-1,600MPE,HR+,Luminal,10236-101-1,17-AAG,,,HSP90,HSP90,7791.05,uM,0.19521,5.16170,-0.6281,-0.9627,0.3278,0.5521,0.8525,0.7929
51092-1,600MPE,HR+,Luminal,10236-101-1,17-AAG,,,HSP90,HSP90,9118.037,uM,0.04887,0.06801,-0.6590,-0.2633,1.2803,0.6962,0.9129,1.0733
51092-1,600MPE,HR+,Luminal,10501-999-1,2-deoxyglucose,,,,,13091.177,uM,inf,inf,0.9504,0.9504,0.0000,0.3143,0.0580,0.7004
51092-1,600MPE,HR+,Luminal,10237-101-1,5-DFUR,,,TYMS,TYMS,12224.143,uM,0.98003,1.61660,-0.3636,-0.1428,0.5018,0.6782,0.9151,0.8349
51092-1,600MPE,HR+,Luminal,10238-101-1,5-FU,,,TYMS,TYMS,9118.017,uM,78.35630,305.35030,-0.9327,-1.0000,0.8077,0.6926,0.9801,1.0401
51092-1,600MPE,HR+,Luminal,10133-101-2,Afatinib,,,EGFR/HER2,ErbB,12224.165,uM,2.4860,3.88950,-0.9804,-1.0000,2.4546,0.6104,0.9030,0.9714
51092-1,600MPE,HR+,Luminal,10239-101-1,AG1024,,,IGF1R,RTK,5898.066,uM,inf,inf,1.0423,1.0423,0.0000,0.0282,0.0610,0.6097
51092-1,600MPE,HR+,Luminal,10239-101-1,AG1024,,,IGF1R,RTK,5899.066,uM,inf,inf,1.0500,1.0500,0.0000,0.0165,0.0780,0.7056
51092-1,600MPE,HR+,Luminal,10223-101-2,AG1478,,,EGFR,ErbB,9118.019,uM,inf,1.05170,0.7726,0.8575,5.0000,0.0428,0.5984,1.0707
51092-1,600MPE,HR+,Luminal,10223-101-2,AG1478,,,EGFR,ErbB,7791.016,uM,34.63250,70.58790,-0.6402,-1.0000,1.5428,0.2456,0.8929,0.8138
51092-1,600MPE,HR+,Luminal,10240-101-1,AS-252424,,,PI3K,PI3K,12224.165,uM,8.75170,136.14630,0.2719,-1.0000,0.4003,0.2034,0.8983,0.9714
51092-1,600MPE,HR+,Luminal,10343-101-1,Baicalein,,,Lipoxygenase,Metabolism,12224.072,uM,inf,inf,0.8349,0.8349,0.0000,0.1299,-0.0188,1.0105
51092-1,600MPE,HR+,Luminal,10343-101-1,Baicalein,,,Lipoxygenase,Metabolism,5898.073,uM,76.61160,42.69180,0.4721,0.4715,4.8965,0.0929,0.7095,0.6501
51092-1,600MPE,HR+,Luminal,10241-101-1,Bortezomib,,,Proteasome,Proteasome,5898.074,uM,1.85990,6.61990,-0.8905,-1.0000,0.8654,0.5349,0.9882,0.7134
51092-1,600MPE,HR+,Luminal,10241-101-1,Bortezomib,,,Proteasome,Proteasome,5898.074,uM,1.85990,6.61990,-0.8905,-1.0000,0.8654,0.5349,0.9882,0.7134
51092-1,600MPE,HR+,Luminal,10241-101-1,Bortezomib,,,Proteasome,Proteasome,5899.074,uM,0.17688,0.27882,-0.9849,-0.9707,2.3705,0.9998,0.9959,0.8860
