Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Number of Cells,Primary Antibody (488) HMS LINCS ID,Primary Antibody (488) Name,Secondary Antibody (488) HMS LINCS ID,Secondary Antibody (488) Name,Protein Detected (488) HMS LINCS ID,Protein Detected (488) Name,Mean Fluorescence Intensity (488),Primary Antibody (647) HMS LINCS ID,Primary Antibody (647) Name,Secondary Antibody (647) HMS LINCS ID,Secondary Antibody (647) Name,Protein Detected (647) HMS LINCS ID,Protein Detected (647) Name,Mean Fluorescence Intensity (647),Plate Name,Plate Well
50060-2,A-375,10068-101-1,Vemurafenib,10316-101-1,Selisistat,1.0000,2.6667,uM,48,hr,2,3238,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,195.56,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,217.60,A375-A2-rep2,C5
50060-2,A-375,10068-101-1,Vemurafenib,10322-110-1,GSK-J2,1.0000,2.6667,uM,48,hr,2,3289,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,175.33,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,210.26,A375-A2-rep2,C6
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.0000,2.6667,uM,48,hr,2,2251,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,165.40,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,86.81,A375-A2-rep2,C7
50060-2,A-375,10068-101-1,Vemurafenib,10334-101-1,UNC1215,1.0000,2.6667,uM,48,hr,2,2981,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,185.94,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,204.11,A375-A2-rep2,C8
50060-2,A-375,10068-101-1,Vemurafenib,10282-101-2,Vorinostat,1.0000,2.6667,uM,48,hr,2,2222,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,252.58,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,61.42,A375-A2-rep2,D2
50060-2,A-375,10068-101-1,Vemurafenib,10305-101-1,JW55,1.0000,2.6667,uM,48,hr,2,2911,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,155.15,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,159.22,A375-A2-rep2,D3
50060-2,A-375,10068-101-1,Vemurafenib,10311-101-1,Entinostat,1.0000,2.6667,uM,48,hr,2,3308,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,589.21,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,306.13,A375-A2-rep2,D4
50060-2,A-375,10068-101-1,Vemurafenib,10317-101-1,AGK2,1.0000,2.6667,uM,48,hr,2,1329,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,425.48,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,176.32,A375-A2-rep2,D5
50060-2,A-375,10068-101-1,Vemurafenib,10323-102-1,GSK-J4,1.0000,2.6667,uM,48,hr,2,1738,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,131.40,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,104.43,A375-A2-rep2,D6
50060-2,A-375,10068-101-1,Vemurafenib,10329-101-1,(-)-JQ1,1.0000,2.6667,uM,48,hr,2,3409,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,167.33,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,293.21,A375-A2-rep2,D7
50060-2,A-375,10068-101-1,Vemurafenib,10335-101-1,IOX2,1.0000,2.6667,uM,48,hr,2,2998,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,182.38,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,220.87,A375-A2-rep2,D8
50060-2,A-375,10068-101-1,Vemurafenib,10300-101-1,Azacitidine,1.0000,2.6667,uM,48,hr,2,1303,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,286.33,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,62.73,A375-A2-rep2,E2
50060-2,A-375,10068-101-1,Vemurafenib,10306-101-1,C646,1.0000,2.6667,uM,48,hr,2,2465,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,167.50,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,173.88,A375-A2-rep2,E3
50060-2,A-375,10068-101-1,Vemurafenib,10312-101-1,Mocetinostat,1.0000,2.6667,uM,48,hr,2,533,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,254.36,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,81.09,A375-A2-rep2,E4
50060-2,A-375,10068-101-1,Vemurafenib,10318-101-1,Resveratrol,1.0000,2.6667,uM,48,hr,2,2903,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,213.67,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,191.15,A375-A2-rep2,E5
50060-2,A-375,10068-101-1,Vemurafenib,10324-101-1,Daminozide,1.0000,2.6667,uM,48,hr,2,2889,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,184.32,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,208.04,A375-A2-rep2,E6
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,1.0000,2.6667,uM,48,hr,2,2493,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,130.30,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,93.88,A375-A2-rep2,E7
50060-2,A-375,10068-101-1,Vemurafenib,10336-101-1,Epigallocatechin gallate,1.0000,2.6667,uM,48,hr,2,2588,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,185.72,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,175.22,A375-A2-rep2,E8
50060-2,A-375,10068-101-1,Vemurafenib,10301-101-1,Decitabine,1.0000,2.6667,uM,48,hr,2,2092,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,222.42,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,140.13,A375-A2-rep2,F2
50060-2,A-375,10068-101-1,Vemurafenib,10307-101-1,Garcinol,1.0000,2.6667,uM,48,hr,2,2002,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,190.44,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,192.31,A375-A2-rep2,F3
50060-2,A-375,10068-101-1,Vemurafenib,10313-101-1,Pracinostat,1.0000,2.6667,uM,48,hr,2,215,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,234.28,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,35.01,A375-A2-rep2,F4
50060-2,A-375,10068-101-1,Vemurafenib,10319-101-1,BIX-01294,1.0000,2.6667,uM,48,hr,2,1250,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,292.19,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,42.51,A375-A2-rep2,F5
50060-2,A-375,10068-101-1,Vemurafenib,10325-101-1,Methylstat,1.0000,2.6667,uM,48,hr,2,1381,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,137.28,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,43.97,A375-A2-rep2,F6
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,1.0000,2.6667,uM,48,hr,2,1718,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,145.96,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,72.08,A375-A2-rep2,F7
50060-2,A-375,10068-101-1,Vemurafenib,10339-101-1,CX-5461,1.0000,2.6667,uM,48,hr,2,1191,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,130.69,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,133.97,A375-A2-rep2,F8
50060-2,A-375,10068-101-1,Vemurafenib,10302-101-1,RG-108,1.0000,2.6667,uM,48,hr,2,1857,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,209.06,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,139.68,A375-A2-rep2,G2
50060-2,A-375,10068-101-1,Vemurafenib,10308-101-1,Anacardic acid,1.0000,2.6667,uM,48,hr,2,1845,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,197.52,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,193.43,A375-A2-rep2,G3
50060-2,A-375,10068-101-1,Vemurafenib,10314-101-1,MC1568,1.0000,2.6667,uM,48,hr,2,2431,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,484.57,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,158.89,A375-A2-rep2,G4
50060-2,A-375,10068-101-1,Vemurafenib,10320-101-1,UNC0638,1.0000,2.6667,uM,48,hr,2,1362,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,190.15,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,72.59,A375-A2-rep2,G5
50060-2,A-375,10068-101-1,Vemurafenib,10326-102-1,Tranylcypromine,1.0000,2.6667,uM,48,hr,2,1762,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,188.67,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,224.08,A375-A2-rep2,G6
50060-2,A-375,10068-101-1,Vemurafenib,10332-101-1,Ischemin,1.0000,2.6667,uM,48,hr,2,1740,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,196.06,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,168.62,A375-A2-rep2,G7
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,1358,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,192.78,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,135.20,A375-A2-rep2,H10
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,1289,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,205.41,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,165.25,A375-A2-rep2,H11
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,1350,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,187.39,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,169.71,A375-A2-rep2,H2
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,1538,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,187.96,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,183.79,A375-A2-rep2,H3
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,1451,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,184.45,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,151.04,A375-A2-rep2,H4
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,1282,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,207.71,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,172.71,A375-A2-rep2,H5
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,1322,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,192.92,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,134.13,A375-A2-rep2,H6
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,1203,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,180.96,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,155.39,A375-A2-rep2,H7
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,1323,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,195.90,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,165.15,A375-A2-rep2,H8
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,1550,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,209.64,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,158.29,A375-A2-rep2,H9
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,1907,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,181.83,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,159.59,A375-B1-rep1,A10
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,1748,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,184.19,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,174.69,A375-B1-rep1,A11
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,2160,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,190.11,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,151.59,A375-B1-rep1,A2
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,2235,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,168.50,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,181.65,A375-B1-rep1,A3
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,2553,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,159.96,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,170.70,A375-B1-rep1,A4
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,2318,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,158.52,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,169.15,A375-B1-rep1,A5
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,2330,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,161.10,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,180.27,A375-B1-rep1,A6
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,2044,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,167.93,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,183.52,A375-B1-rep1,A7
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,2248,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,151.33,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,175.00,A375-B1-rep1,A8
50060-2,A-375,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,2222,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,152.21,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,164.68,A375-B1-rep1,A9
50060-2,A-375,10068-101-1,Vemurafenib,10144-101-2,Olaparib,1.0000,0.5333,uM,48,hr,1,2160,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,155.98,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,170.41,A375-B1-rep1,B2
50060-2,A-375,10068-101-1,Vemurafenib,10303-101-1,Iniparib,1.0000,0.5333,uM,48,hr,1,2558,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,162.66,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,177.45,A375-B1-rep1,B3
50060-2,A-375,10068-101-1,Vemurafenib,10309-101-1,CTB,1.0000,0.5333,uM,48,hr,1,2506,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,147.12,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,144.19,A375-B1-rep1,B4
50060-2,A-375,10068-101-1,Vemurafenib,10315-101-1,Rocilinostat,1.0000,0.5333,uM,48,hr,1,3162,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,282.48,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,131.05,A375-B1-rep1,B5
50060-2,A-375,10068-101-1,Vemurafenib,10321-110-1,GSK-J1,1.0000,0.5333,uM,48,hr,1,2570,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,160.48,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,156.00,A375-B1-rep1,B6
50060-2,A-375,10068-101-1,Vemurafenib,10327-101-1,PFI-1,1.0000,0.5333,uM,48,hr,1,2521,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,154.70,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,191.24,A375-B1-rep1,B7
50060-2,A-375,10068-101-1,Vemurafenib,10333-101-1,UNC669,1.0000,0.5333,uM,48,hr,1,2511,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,175.77,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,171.25,A375-B1-rep1,B8
50060-2,A-375,10068-101-1,Vemurafenib,10145-102-1,Veliparib,1.0000,0.5333,uM,48,hr,1,2207,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,158.60,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,168.87,A375-B1-rep1,C2
50060-2,A-375,10068-101-1,Vemurafenib,10304-105-1,Rucaparib,1.0000,0.5333,uM,48,hr,1,2388,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,144.69,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,175.61,A375-B1-rep1,C3
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,1.0000,0.5333,uM,48,hr,1,1911,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,160.06,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,19.85,A375-B1-rep1,C4
50060-2,A-375,10068-101-1,Vemurafenib,10316-101-1,Selisistat,1.0000,0.5333,uM,48,hr,1,3060,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,183.87,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,195.84,A375-B1-rep1,C5
50060-2,A-375,10068-101-1,Vemurafenib,10322-110-1,GSK-J2,1.0000,0.5333,uM,48,hr,1,3274,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,181.25,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,219.64,A375-B1-rep1,C6
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.0000,0.5333,uM,48,hr,1,2279,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,122.52,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,79.90,A375-B1-rep1,C7
50060-2,A-375,10068-101-1,Vemurafenib,10334-101-1,UNC1215,1.0000,0.5333,uM,48,hr,1,2800,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,177.23,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,206.45,A375-B1-rep1,C8
50060-2,A-375,10068-101-1,Vemurafenib,10282-101-2,Vorinostat,1.0000,0.5333,uM,48,hr,1,2811,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,411.35,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,111.10,A375-B1-rep1,D2
50060-2,A-375,10068-101-1,Vemurafenib,10305-101-1,JW55,1.0000,0.5333,uM,48,hr,1,2519,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,176.92,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,179.82,A375-B1-rep1,D3
50060-2,A-375,10068-101-1,Vemurafenib,10311-101-1,Entinostat,1.0000,0.5333,uM,48,hr,1,3313,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,374.52,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,366.22,A375-B1-rep1,D4
50060-2,A-375,10068-101-1,Vemurafenib,10317-101-1,AGK2,1.0000,0.5333,uM,48,hr,1,2049,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,263.62,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,162.71,A375-B1-rep1,D5
50060-2,A-375,10068-101-1,Vemurafenib,10323-102-1,GSK-J4,1.0000,0.5333,uM,48,hr,1,3385,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,193.70,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,193.11,A375-B1-rep1,D6
50060-2,A-375,10068-101-1,Vemurafenib,10329-101-1,(-)-JQ1,1.0000,0.5333,uM,48,hr,1,3215,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,162.83,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,203.67,A375-B1-rep1,D7
50060-2,A-375,10068-101-1,Vemurafenib,10335-101-1,IOX2,1.0000,0.5333,uM,48,hr,1,2771,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,155.39,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,201.39,A375-B1-rep1,D8
50060-2,A-375,10068-101-1,Vemurafenib,10300-101-1,Azacitidine,1.0000,0.5333,uM,48,hr,1,1856,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,191.48,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,101.73,A375-B1-rep1,E2
50060-2,A-375,10068-101-1,Vemurafenib,10306-101-1,C646,1.0000,0.5333,uM,48,hr,1,2174,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,163.13,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,179.34,A375-B1-rep1,E3
50060-2,A-375,10068-101-1,Vemurafenib,10312-101-1,Mocetinostat,1.0000,0.5333,uM,48,hr,1,2312,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,248.09,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,431.39,A375-B1-rep1,E4
50060-2,A-375,10068-101-1,Vemurafenib,10318-101-1,Resveratrol,1.0000,0.5333,uM,48,hr,1,2611,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,166.44,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,163.00,A375-B1-rep1,E5
50060-2,A-375,10068-101-1,Vemurafenib,10324-101-1,Daminozide,1.0000,0.5333,uM,48,hr,1,2948,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,168.03,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,185.80,A375-B1-rep1,E6
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,1.0000,0.5333,uM,48,hr,1,2611,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,126.80,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,177.94,A375-B1-rep1,E7
50060-2,A-375,10068-101-1,Vemurafenib,10336-101-1,Epigallocatechin gallate,1.0000,0.5333,uM,48,hr,1,2719,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,177.56,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,199.89,A375-B1-rep1,E8
50060-2,A-375,10068-101-1,Vemurafenib,10301-101-1,Decitabine,1.0000,0.5333,uM,48,hr,1,1887,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,172.55,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,167.68,A375-B1-rep1,F2
50060-2,A-375,10068-101-1,Vemurafenib,10307-101-1,Garcinol,1.0000,0.5333,uM,48,hr,1,2101,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,167.05,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,180.94,A375-B1-rep1,F3
50060-2,A-375,10068-101-1,Vemurafenib,10313-101-1,Pracinostat,1.0000,0.5333,uM,48,hr,1,1766,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,425.92,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,51.29,A375-B1-rep1,F4
