Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,2nd Drug,Drug Concentration,Conc Unit,Time Point,Time Point Unit,Image,Measured Protein (Alexa Fluor 488),Measured Protein Value (488),Measured Protein (Alexa Fluor 568),Measured Protein Value (568),Measured Protein (Alexa Fluor 647),Measured Protein Value (647),Replicate,Plate Name,Plate Well
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.8000,uM,24,hr,449865,Ki-67,744.48,p-Rb(S807/S811),42.82,p-cJun(S73),20.07,1,WM115-signal3,F4
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.3200,uM,24,hr,450090,Ki-67,737.49,p-Rb(S807/S811),41.43,p-cJun(S73),27.30,1,WM115-signal3,F5
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.1280,uM,24,hr,450000,Ki-67,783.22,p-Rb(S807/S811),57.39,p-cJun(S73),35.93,1,WM115-signal3,F6
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0512,uM,24,hr,449784,Ki-67,863.33,p-Rb(S807/S811),76.07,p-cJun(S73),41.68,1,WM115-signal3,F7
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0205,uM,24,hr,449712,Ki-67,795.90,p-Rb(S807/S811),74.91,p-cJun(S73),44.16,1,WM115-signal3,F8
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0082,uM,24,hr,450144,Ki-67,782.06,p-Rb(S807/S811),76.06,p-cJun(S73),46.14,1,WM115-signal3,F9
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0033,uM,24,hr,449748,Ki-67,698.42,p-Rb(S807/S811),71.10,p-cJun(S73),47.45,2,WM115-signal3,G10
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0000,uM,24,hr,449829,Ki-67,696.53,p-Rb(S807/S811),75.37,p-cJun(S73),50.95,2,WM115-signal3,G11
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,5.0000,uM,24,hr,450234,Ki-67,637.76,p-Rb(S807/S811),61.90,p-cJun(S73),19.77,2,WM115-signal3,G2
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,2.0000,uM,24,hr,449820,Ki-67,657.65,p-Rb(S807/S811),46.72,p-cJun(S73),17.87,2,WM115-signal3,G3
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.8000,uM,24,hr,449739,Ki-67,682.82,p-Rb(S807/S811),40.64,p-cJun(S73),20.31,2,WM115-signal3,G4
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.3200,uM,24,hr,449955,Ki-67,738.56,p-Rb(S807/S811),42.13,p-cJun(S73),27.75,2,WM115-signal3,G5
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.1280,uM,24,hr,449910,Ki-67,779.71,p-Rb(S807/S811),58.29,p-cJun(S73),34.35,2,WM115-signal3,G6
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0512,uM,24,hr,449928,Ki-67,764.21,p-Rb(S807/S811),71.74,p-cJun(S73),39.60,2,WM115-signal3,G7
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0205,uM,24,hr,449721,Ki-67,796.29,p-Rb(S807/S811),74.93,p-cJun(S73),42.86,2,WM115-signal3,G8
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0082,uM,24,hr,449793,Ki-67,732.41,p-Rb(S807/S811),74.91,p-cJun(S73),46.30,2,WM115-signal3,G9
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0033,uM,24,hr,450738,p27 Kip1,246.89,p-Rb(S807/S811),106.93,p-ERK(T202/Y204),243.94,1,WM1552C-signal1,B10
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0000,uM,24,hr,450468,p27 Kip1,243.77,p-Rb(S807/S811),107.70,p-ERK(T202/Y204),254.74,1,WM1552C-signal1,B11
10068-101-1,Vemurafenib,50568-1,WM1552C,,5.0000,uM,24,hr,450251,p27 Kip1,446.61,p-Rb(S807/S811),44.76,p-ERK(T202/Y204),19.95,1,WM1552C-signal1,B2
10068-101-1,Vemurafenib,50568-1,WM1552C,,2.0000,uM,24,hr,450576,p27 Kip1,473.39,p-Rb(S807/S811),42.61,p-ERK(T202/Y204),22.62,1,WM1552C-signal1,B3
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.8000,uM,24,hr,450306,p27 Kip1,442.40,p-Rb(S807/S811),51.64,p-ERK(T202/Y204),26.95,1,WM1552C-signal1,B4
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.3200,uM,24,hr,450774,p27 Kip1,337.86,p-Rb(S807/S811),61.82,p-ERK(T202/Y204),50.97,1,WM1552C-signal1,B5
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.1280,uM,24,hr,450504,p27 Kip1,284.96,p-Rb(S807/S811),88.69,p-ERK(T202/Y204),119.29,1,WM1552C-signal1,B6
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0512,uM,24,hr,450765,p27 Kip1,269.92,p-Rb(S807/S811),94.99,p-ERK(T202/Y204),160.06,1,WM1552C-signal1,B7
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0205,uM,24,hr,450270,p27 Kip1,252.92,p-Rb(S807/S811),100.14,p-ERK(T202/Y204),207.93,1,WM1552C-signal1,B8
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0082,uM,24,hr,450558,p27 Kip1,242.69,p-Rb(S807/S811),101.68,p-ERK(T202/Y204),236.72,1,WM1552C-signal1,B9
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0033,uM,24,hr,450378,p27 Kip1,240.73,p-Rb(S807/S811),101.89,p-ERK(T202/Y204),242.12,2,WM1552C-signal1,C10
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0000,uM,24,hr,450666,p27 Kip1,244.71,p-Rb(S807/S811),105.59,p-ERK(T202/Y204),259.12,2,WM1552C-signal1,C11
10068-101-1,Vemurafenib,50568-1,WM1552C,,5.0000,uM,24,hr,450585,p27 Kip1,433.95,p-Rb(S807/S811),51.26,p-ERK(T202/Y204),22.13,2,WM1552C-signal1,C2
10068-101-1,Vemurafenib,50568-1,WM1552C,,2.0000,uM,24,hr,450279,p27 Kip1,472.02,p-Rb(S807/S811),42.22,p-ERK(T202/Y204),19.71,2,WM1552C-signal1,C3
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.8000,uM,24,hr,450522,p27 Kip1,440.30,p-Rb(S807/S811),48.95,p-ERK(T202/Y204),28.75,2,WM1552C-signal1,C4
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.3200,uM,24,hr,450360,p27 Kip1,349.70,p-Rb(S807/S811),71.79,p-ERK(T202/Y204),64.17,2,WM1552C-signal1,C5
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.1280,uM,24,hr,450414,p27 Kip1,271.43,p-Rb(S807/S811),88.61,p-ERK(T202/Y204),136.09,2,WM1552C-signal1,C6
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0512,uM,24,hr,450567,p27 Kip1,262.18,p-Rb(S807/S811),94.16,p-ERK(T202/Y204),164.16,2,WM1552C-signal1,C7
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0205,uM,24,hr,450594,p27 Kip1,249.99,p-Rb(S807/S811),102.20,p-ERK(T202/Y204),212.75,2,WM1552C-signal1,C8
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0082,uM,24,hr,450369,p27 Kip1,241.99,p-Rb(S807/S811),106.90,p-ERK(T202/Y204),245.11,2,WM1552C-signal1,C9
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0033,uM,24,hr,450405,p27 Kip1,237.48,p-Rb(S807/S811),106.12,p-ERK(T202/Y204),259.42,1,WM1552C-signal1,D10
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0000,uM,24,hr,450342,p27 Kip1,244.30,p-Rb(S807/S811),104.67,p-ERK(T202/Y204),252.82,1,WM1552C-signal1,D11
10363-101-1,JNK-IN-8,50568-1,WM1552C,,5.0000,uM,24,hr,450621,p27 Kip1,304.56,p-Rb(S807/S811),111.24,p-ERK(T202/Y204),317.45,1,WM1552C-signal1,D2
10363-101-1,JNK-IN-8,50568-1,WM1552C,,2.0000,uM,24,hr,450639,p27 Kip1,258.20,p-Rb(S807/S811),113.91,p-ERK(T202/Y204),277.27,1,WM1552C-signal1,D3
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.8000,uM,24,hr,450297,p27 Kip1,247.69,p-Rb(S807/S811),115.02,p-ERK(T202/Y204),276.76,1,WM1552C-signal1,D4
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.3200,uM,24,hr,450702,p27 Kip1,235.99,p-Rb(S807/S811),105.87,p-ERK(T202/Y204),263.93,1,WM1552C-signal1,D5
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.1280,uM,24,hr,450675,p27 Kip1,241.67,p-Rb(S807/S811),111.54,p-ERK(T202/Y204),273.53,1,WM1552C-signal1,D6
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0512,uM,24,hr,450729,p27 Kip1,240.56,p-Rb(S807/S811),107.96,p-ERK(T202/Y204),259.54,1,WM1552C-signal1,D7
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0205,uM,24,hr,450531,p27 Kip1,252.37,p-Rb(S807/S811),110.39,p-ERK(T202/Y204),260.36,1,WM1552C-signal1,D8
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0082,uM,24,hr,450549,p27 Kip1,239.79,p-Rb(S807/S811),104.64,p-ERK(T202/Y204),258.81,1,WM1552C-signal1,D9
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0033,uM,24,hr,450513,p27 Kip1,241.17,p-Rb(S807/S811),107.27,p-ERK(T202/Y204),256.25,2,WM1552C-signal1,E10
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0000,uM,24,hr,450711,p27 Kip1,241.45,p-Rb(S807/S811),105.78,p-ERK(T202/Y204),247.44,2,WM1552C-signal1,E11
10363-101-1,JNK-IN-8,50568-1,WM1552C,,5.0000,uM,24,hr,450288,p27 Kip1,313.64,p-Rb(S807/S811),105.04,p-ERK(T202/Y204),304.05,2,WM1552C-signal1,E2
10363-101-1,JNK-IN-8,50568-1,WM1552C,,2.0000,uM,24,hr,450459,p27 Kip1,257.75,p-Rb(S807/S811),110.40,p-ERK(T202/Y204),269.60,2,WM1552C-signal1,E3
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.8000,uM,24,hr,450720,p27 Kip1,245.99,p-Rb(S807/S811),109.24,p-ERK(T202/Y204),270.71,2,WM1552C-signal1,E4
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.3200,uM,24,hr,450648,p27 Kip1,238.39,p-Rb(S807/S811),107.84,p-ERK(T202/Y204),264.88,2,WM1552C-signal1,E5
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.1280,uM,24,hr,450441,p27 Kip1,230.98,p-Rb(S807/S811),107.78,p-ERK(T202/Y204),265.42,2,WM1552C-signal1,E6
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0512,uM,24,hr,450756,p27 Kip1,242.80,p-Rb(S807/S811),108.49,p-ERK(T202/Y204),267.00,2,WM1552C-signal1,E7
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0205,uM,24,hr,450540,p27 Kip1,245.39,p-Rb(S807/S811),107.49,p-ERK(T202/Y204),270.03,2,WM1552C-signal1,E8
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0082,uM,24,hr,450396,p27 Kip1,253.36,p-Rb(S807/S811),110.29,p-ERK(T202/Y204),263.12,2,WM1552C-signal1,E9
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0033,uM,24,hr,450315,p27 Kip1,231.78,p-Rb(S807/S811),102.69,p-ERK(T202/Y204),234.80,1,WM1552C-signal1,F10
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0000,uM,24,hr,450477,p27 Kip1,239.37,p-Rb(S807/S811),107.35,p-ERK(T202/Y204),253.29,1,WM1552C-signal1,F11
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,5.0000,uM,24,hr,450603,p27 Kip1,397.69,p-Rb(S807/S811),59.60,p-ERK(T202/Y204),26.88,1,WM1552C-signal1,F2
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,2.0000,uM,24,hr,450450,p27 Kip1,478.70,p-Rb(S807/S811),48.18,p-ERK(T202/Y204),22.45,1,WM1552C-signal1,F3
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.8000,uM,24,hr,450495,p27 Kip1,428.03,p-Rb(S807/S811),51.23,p-ERK(T202/Y204),26.59,1,WM1552C-signal1,F4
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.3200,uM,24,hr,450693,p27 Kip1,343.75,p-Rb(S807/S811),67.08,p-ERK(T202/Y204),51.17,1,WM1552C-signal1,F5
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.1280,uM,24,hr,450612,p27 Kip1,279.48,p-Rb(S807/S811),87.64,p-ERK(T202/Y204),117.21,1,WM1552C-signal1,F6
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0512,uM,24,hr,450432,p27 Kip1,268.49,p-Rb(S807/S811),89.43,p-ERK(T202/Y204),154.75,1,WM1552C-signal1,F7
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0205,uM,24,hr,450333,p27 Kip1,248.11,p-Rb(S807/S811),100.68,p-ERK(T202/Y204),212.80,1,WM1552C-signal1,F8
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0082,uM,24,hr,450324,p27 Kip1,256.65,p-Rb(S807/S811),104.44,p-ERK(T202/Y204),246.25,1,WM1552C-signal1,F9
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0033,uM,24,hr,450351,p27 Kip1,249.58,p-Rb(S807/S811),104.56,p-ERK(T202/Y204),242.42,2,WM1552C-signal1,G10
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0000,uM,24,hr,450387,p27 Kip1,251.50,p-Rb(S807/S811),108.70,p-ERK(T202/Y204),256.82,2,WM1552C-signal1,G11
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,5.0000,uM,24,hr,450486,p27 Kip1,418.63,p-Rb(S807/S811),52.14,p-ERK(T202/Y204),23.96,2,WM1552C-signal1,G2
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,2.0000,uM,24,hr,450684,p27 Kip1,479.59,p-Rb(S807/S811),46.48,p-ERK(T202/Y204),22.78,2,WM1552C-signal1,G3
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.8000,uM,24,hr,450747,p27 Kip1,421.07,p-Rb(S807/S811),53.69,p-ERK(T202/Y204),24.84,2,WM1552C-signal1,G4
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.3200,uM,24,hr,450261,p27 Kip1,336.58,p-Rb(S807/S811),69.57,p-ERK(T202/Y204),57.54,2,WM1552C-signal1,G5
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.1280,uM,24,hr,450252,p27 Kip1,284.31,p-Rb(S807/S811),88.80,p-ERK(T202/Y204),123.78,2,WM1552C-signal1,G6
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0512,uM,24,hr,450657,p27 Kip1,273.71,p-Rb(S807/S811),96.01,p-ERK(T202/Y204),160.08,2,WM1552C-signal1,G7
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0205,uM,24,hr,450423,p27 Kip1,245.42,p-Rb(S807/S811),98.27,p-ERK(T202/Y204),209.11,2,WM1552C-signal1,G8
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0082,uM,24,hr,450630,p27 Kip1,241.65,p-Rb(S807/S811),104.81,p-ERK(T202/Y204),245.66,2,WM1552C-signal1,G9
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0033,uM,24,hr,451044,p-Histone H3(S10),226.97,p-Rb(S807/S811),112.19,p-S6(S235/S236,400.08,1,WM1552C-signal2,B10
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0000,uM,24,hr,451296,p-Histone H3(S10),221.69,p-Rb(S807/S811),117.69,p-S6(S235/S236,423.70,1,WM1552C-signal2,B11
10068-101-1,Vemurafenib,50568-1,WM1552C,,5.0000,uM,24,hr,450791,p-Histone H3(S10),174.85,p-Rb(S807/S811),52.10,p-S6(S235/S236,261.40,1,WM1552C-signal2,B2
10068-101-1,Vemurafenib,50568-1,WM1552C,,2.0000,uM,24,hr,451026,p-Histone H3(S10),123.39,p-Rb(S807/S811),42.15,p-S6(S235/S236,347.41,1,WM1552C-signal2,B3
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.8000,uM,24,hr,451260,p-Histone H3(S10),153.80,p-Rb(S807/S811),53.66,p-S6(S235/S236,392.09,1,WM1552C-signal2,B4
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.3200,uM,24,hr,451170,p-Histone H3(S10),144.13,p-Rb(S807/S811),66.51,p-S6(S235/S236,373.65,1,WM1552C-signal2,B5
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.1280,uM,24,hr,450900,p-Histone H3(S10),208.13,p-Rb(S807/S811),96.36,p-S6(S235/S236,376.62,1,WM1552C-signal2,B6
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0512,uM,24,hr,451053,p-Histone H3(S10),198.26,p-Rb(S807/S811),101.11,p-S6(S235/S236,404.63,1,WM1552C-signal2,B7
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0205,uM,24,hr,450801,p-Histone H3(S10),181.99,p-Rb(S807/S811),102.95,p-S6(S235/S236,423.14,1,WM1552C-signal2,B8
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0082,uM,24,hr,451278,p-Histone H3(S10),217.23,p-Rb(S807/S811),107.32,p-S6(S235/S236,400.59,1,WM1552C-signal2,B9
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0033,uM,24,hr,450981,p-Histone H3(S10),182.24,p-Rb(S807/S811),111.29,p-S6(S235/S236,389.65,2,WM1552C-signal2,C10
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0000,uM,24,hr,451305,p-Histone H3(S10),216.59,p-Rb(S807/S811),117.74,p-S6(S235/S236,410.72,2,WM1552C-signal2,C11
10068-101-1,Vemurafenib,50568-1,WM1552C,,5.0000,uM,24,hr,450999,p-Histone H3(S10),184.35,p-Rb(S807/S811),50.13,p-S6(S235/S236,228.77,2,WM1552C-signal2,C2
10068-101-1,Vemurafenib,50568-1,WM1552C,,2.0000,uM,24,hr,451017,p-Histone H3(S10),120.64,p-Rb(S807/S811),41.60,p-S6(S235/S236,325.46,2,WM1552C-signal2,C3
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.8000,uM,24,hr,451125,p-Histone H3(S10),177.12,p-Rb(S807/S811),56.01,p-S6(S235/S236,356.27,2,WM1552C-signal2,C4
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.3200,uM,24,hr,450936,p-Histone H3(S10),167.82,p-Rb(S807/S811),73.52,p-S6(S235/S236,355.93,2,WM1552C-signal2,C5
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.1280,uM,24,hr,451206,p-Histone H3(S10),230.57,p-Rb(S807/S811),92.72,p-S6(S235/S236,359.12,2,WM1552C-signal2,C6
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0512,uM,24,hr,451179,p-Histone H3(S10),224.64,p-Rb(S807/S811),95.99,p-S6(S235/S236,373.81,2,WM1552C-signal2,C7
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0205,uM,24,hr,450864,p-Histone H3(S10),223.26,p-Rb(S807/S811),102.60,p-S6(S235/S236,381.13,2,WM1552C-signal2,C8
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0082,uM,24,hr,451089,p-Histone H3(S10),229.99,p-Rb(S807/S811),110.00,p-S6(S235/S236,389.09,2,WM1552C-signal2,C9
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0033,uM,24,hr,450792,p-Histone H3(S10),237.82,p-Rb(S807/S811),112.04,p-S6(S235/S236,394.15,1,WM1552C-signal2,D10
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0000,uM,24,hr,451314,p-Histone H3(S10),234.24,p-Rb(S807/S811),115.31,p-S6(S235/S236,377.79,1,WM1552C-signal2,D11
10363-101-1,JNK-IN-8,50568-1,WM1552C,,5.0000,uM,24,hr,450810,p-Histone H3(S10),236.28,p-Rb(S807/S811),113.21,p-S6(S235/S236,450.52,1,WM1552C-signal2,D2
10363-101-1,JNK-IN-8,50568-1,WM1552C,,2.0000,uM,24,hr,451197,p-Histone H3(S10),226.81,p-Rb(S807/S811),116.31,p-S6(S235/S236,435.53,1,WM1552C-signal2,D3
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.8000,uM,24,hr,451080,p-Histone H3(S10),262.28,p-Rb(S807/S811),113.37,p-S6(S235/S236,413.92,1,WM1552C-signal2,D4
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.3200,uM,24,hr,450972,p-Histone H3(S10),249.08,p-Rb(S807/S811),114.01,p-S6(S235/S236,401.71,1,WM1552C-signal2,D5
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.1280,uM,24,hr,451233,p-Histone H3(S10),221.29,p-Rb(S807/S811),114.21,p-S6(S235/S236,384.84,1,WM1552C-signal2,D6
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0512,uM,24,hr,451152,p-Histone H3(S10),173.20,p-Rb(S807/S811),108.20,p-S6(S235/S236,395.04,1,WM1552C-signal2,D7
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0205,uM,24,hr,450882,p-Histone H3(S10),244.72,p-Rb(S807/S811),115.35,p-S6(S235/S236,425.96,1,WM1552C-signal2,D8
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0082,uM,24,hr,450918,p-Histone H3(S10),184.24,p-Rb(S807/S811),113.51,p-S6(S235/S236,409.57,1,WM1552C-signal2,D9
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0033,uM,24,hr,451251,p-Histone H3(S10),192.93,p-Rb(S807/S811),112.08,p-S6(S235/S236,409.76,2,WM1552C-signal2,E10
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0000,uM,24,hr,450963,p-Histone H3(S10),200.92,p-Rb(S807/S811),113.95,p-S6(S235/S236,415.95,2,WM1552C-signal2,E11
10363-101-1,JNK-IN-8,50568-1,WM1552C,,5.0000,uM,24,hr,450846,p-Histone H3(S10),285.27,p-Rb(S807/S811),112.32,p-S6(S235/S236,447.61,2,WM1552C-signal2,E2
10363-101-1,JNK-IN-8,50568-1,WM1552C,,2.0000,uM,24,hr,451242,p-Histone H3(S10),228.44,p-Rb(S807/S811),120.65,p-S6(S235/S236,446.76,2,WM1552C-signal2,E3
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.8000,uM,24,hr,451071,p-Histone H3(S10),204.00,p-Rb(S807/S811),111.59,p-S6(S235/S236,385.25,2,WM1552C-signal2,E4
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.3200,uM,24,hr,450927,p-Histone H3(S10),238.67,p-Rb(S807/S811),112.35,p-S6(S235/S236,403.49,2,WM1552C-signal2,E5
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.1280,uM,24,hr,451107,p-Histone H3(S10),233.60,p-Rb(S807/S811),115.43,p-S6(S235/S236,404.08,2,WM1552C-signal2,E6
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0512,uM,24,hr,451215,p-Histone H3(S10),202.01,p-Rb(S807/S811),113.23,p-S6(S235/S236,403.64,2,WM1552C-signal2,E7
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0205,uM,24,hr,451269,p-Histone H3(S10),205.45,p-Rb(S807/S811),114.75,p-S6(S235/S236,404.26,2,WM1552C-signal2,E8
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0082,uM,24,hr,450891,p-Histone H3(S10),179.59,p-Rb(S807/S811),113.28,p-S6(S235/S236,408.38,2,WM1552C-signal2,E9
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0033,uM,24,hr,451008,p-Histone H3(S10),211.27,p-Rb(S807/S811),111.74,p-S6(S235/S236,403.48,1,WM1552C-signal2,F10
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0000,uM,24,hr,450990,p-Histone H3(S10),208.77,p-Rb(S807/S811),116.05,p-S6(S235/S236,419.33,1,WM1552C-signal2,F11
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,5.0000,uM,24,hr,451134,p-Histone H3(S10),218.10,p-Rb(S807/S811),64.53,p-S6(S235/S236,16.11,1,WM1552C-signal2,F2
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,2.0000,uM,24,hr,450873,p-Histone H3(S10),161.46,p-Rb(S807/S811),50.96,p-S6(S235/S236,229.99,1,WM1552C-signal2,F3
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.8000,uM,24,hr,450954,p-Histone H3(S10),158.30,p-Rb(S807/S811),60.54,p-S6(S235/S236,363.25,1,WM1552C-signal2,F4
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.3200,uM,24,hr,450828,p-Histone H3(S10),204.23,p-Rb(S807/S811),70.93,p-S6(S235/S236,342.80,1,WM1552C-signal2,F5
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.1280,uM,24,hr,451098,p-Histone H3(S10),165.37,p-Rb(S807/S811),90.82,p-S6(S235/S236,359.54,1,WM1552C-signal2,F6
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0512,uM,24,hr,450945,p-Histone H3(S10),190.31,p-Rb(S807/S811),96.89,p-S6(S235/S236,375.87,1,WM1552C-signal2,F7
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0205,uM,24,hr,451116,p-Histone H3(S10),217.43,p-Rb(S807/S811),107.80,p-S6(S235/S236,426.02,1,WM1552C-signal2,F8
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0082,uM,24,hr,450909,p-Histone H3(S10),214.37,p-Rb(S807/S811),82.91,p-S6(S235/S236,372.87,1,WM1552C-signal2,F9
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0033,uM,24,hr,451143,p-Histone H3(S10),210.57,p-Rb(S807/S811),110.35,p-S6(S235/S236,439.65,2,WM1552C-signal2,G10
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0000,uM,24,hr,451062,p-Histone H3(S10),277.62,p-Rb(S807/S811),113.74,p-S6(S235/S236,415.75,2,WM1552C-signal2,G11
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,5.0000,uM,24,hr,450855,p-Histone H3(S10),199.56,p-Rb(S807/S811),57.27,p-S6(S235/S236,29.25,2,WM1552C-signal2,G2
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,2.0000,uM,24,hr,450819,p-Histone H3(S10),146.05,p-Rb(S807/S811),52.87,p-S6(S235/S236,247.44,2,WM1552C-signal2,G3
