Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Mean Relative Cell Count,Standard Error of the Mean for Relative Cell Count,Mean Relative Growth Rate,Standard Error of the Mean for Relative Growth Rate
50105-3,BT-20,10190-101-1,PIK-93,0.37,uM,LJP5,1.0581,0.0148,1.0849,0.0226
50105-3,BT-20,10031-101-1,KIN001-043,0.37,uM,LJP6,0.9400,0.0379,0.9111,0.0576
50105-3,BT-20,10233-101-1,Alpelisib,0.37,uM,LJP5,0.7867,0.0173,0.6916,0.0209
50105-3,BT-20,10161-101-1,Luminespib,0.37,uM,LJP5,0.2879,0.0256,-0.0333,0.0569
50105-3,BT-20,10045-101-1,A443654,0.37,uM,LJP6,0.3232,0.0935,0.0246,0.1180
50105-3,BT-20,10063-102-1,OSI-027,0.37,uM,LJP6,0.6860,0.0573,0.5482,0.0758
50105-3,BT-20,10087-101-1,XMD11-85h,0.37,uM,LJP6,0.9253,0.0708,0.8953,0.1006
50105-3,BT-20,10017-101-1,HG-6-64-01,0.37,uM,LJP6,0.8588,0.1043,0.8013,0.1486
50105-3,BT-20,10039-101-1,WH-4-025,0.37,uM,LJP5,0.7020,0.0272,0.5679,0.0406
50105-3,BT-20,10082-101-1,WZ-4-145,0.37,uM,LJP6,0.8488,0.0819,0.7855,0.1153
50105-3,BT-20,10091-101-1,XMD16-144,0.37,uM,LJP5,0.3612,0.0143,0.0739,0.0339
50105-3,BT-20,10177-101-1,Brivanib,0.37,uM,LJP5,0.9787,0.0072,0.9693,0.0101
50105-3,BT-20,10147-101-1,Buparlisib,0.37,uM,LJP5,0.6212,0.0520,0.4532,0.0669
50105-3,BT-20,10055-101-1,BX-912,0.37,uM,LJP5,0.9652,0.0136,0.9491,0.0204
50105-3,BT-20,10120-102-1,Canertinib,0.37,uM,LJP6,0.8459,0.0199,0.7778,0.0249
50105-3,BT-20,10117-101-1,Celastrol,0.37,uM,LJP6,0.8739,0.0270,0.8187,0.0365
50105-3,BT-20,10025-101-1,CGP60474,0.37,uM,LJP5,0.1911,0.0510,-0.1745,0.0939
50105-3,BT-20,10025-101-1,CGP60474,0.37,uM,LJP6,0.1621,0.0177,-0.2152,0.0491
50105-3,BT-20,10180-101-1,CHIR-99021,0.37,uM,LJP6,0.9470,0.0435,0.9246,0.0612
50105-3,BT-20,10010-101-1,CP724714,0.37,uM,LJP5,0.9257,0.0227,0.8920,0.0328
50105-3,BT-20,10009-101-1,CP466722,0.37,uM,LJP5,1.0270,0.0178,1.0389,0.0253
50105-3,BT-20,10027-101-1,Crizotinib,0.37,uM,LJP5,0.8679,0.0028,0.8084,0.0072
50105-3,BT-20,10140-101-1,Momelotinib,0.37,uM,LJP5,0.8799,0.0417,0.8267,0.0589
50105-3,BT-20,10020-101-1,Dasatinib,0.37,uM,LJP5,0.3781,0.0175,0.0992,0.0218
50105-3,BT-20,10020-101-1,Dasatinib,0.37,uM,LJP6,0.3486,0.0491,0.0587,0.0538
50105-3,BT-20,10127-101-1,Dovitinib,0.37,uM,LJP5,0.5493,0.0623,0.3500,0.0789
50105-3,BT-20,10069-101-1,Enzastaurin,0.37,uM,LJP5,1.0795,0.0224,1.1141,0.0311
50105-3,BT-20,10097-101-1,Erlotinib,0.37,uM,LJP5,0.9311,0.0343,0.9021,0.0485
50105-3,BT-20,10157-101-1,Foretinib,0.37,uM,LJP5,0.4516,0.0676,0.2026,0.1101
50105-3,BT-20,10040-101-1,R406,0.37,uM,LJP6,0.9589,0.0284,0.9403,0.0406
50105-3,BT-20,10047-101-1,Pictilisib,0.37,uM,LJP6,0.6097,0.0769,0.4388,0.1016
50105-3,BT-20,10098-101-1,Gefitinib,0.37,uM,LJP6,0.9304,0.0280,0.9003,0.0388
50105-3,BT-20,10108-101-1,Geldanamycin,0.37,uM,LJP5,0.2888,0.0197,-0.0316,0.0468
50105-3,BT-20,10108-101-1,Geldanamycin,0.37,uM,LJP6,0.2798,0.0286,-0.0444,0.0527
50105-3,BT-20,10172-101-1,GSK1059615,0.37,uM,LJP5,0.3819,0.0123,0.1048,0.0104
50105-3,BT-20,10172-101-1,GSK1059615,0.37,uM,LJP6,0.4551,0.0760,0.2132,0.1014
50105-3,BT-20,10134-101-1,GSK1904529A,0.37,uM,LJP6,0.9122,0.0116,0.8733,0.0147
50105-3,BT-20,10146-101-1,Omipalisib,0.37,uM,LJP6,0.2048,0.0226,-0.1519,0.0304
50105-3,BT-20,10128-101-1,GSK 690693,0.37,uM,LJP5,0.7214,0.0502,0.5980,0.0671
50105-3,BT-20,10014-101-1,GW843682X,0.37,uM,LJP6,0.5032,0.1109,0.2864,0.1497
50105-3,BT-20,10015-101-1,HG-5-113-01,0.37,uM,LJP5,0.8400,0.0308,0.7673,0.0461
50105-3,BT-20,10016-101-1,HG-5-88-01,0.37,uM,LJP6,0.9298,0.0191,0.8986,0.0266
50105-3,BT-20,10023-103-1,Imatinib,0.37,uM,LJP6,0.9737,0.0101,0.9615,0.0154
50105-3,BT-20,10100-101-1,JNK-9L,0.37,uM,LJP6,0.6701,0.1182,0.5288,0.1648
50105-3,BT-20,10019-101-1,JW-7-24-1,0.37,uM,LJP6,0.8382,0.0430,0.7679,0.0583
50105-3,BT-20,10051-104-1,Lapatinib,0.37,uM,LJP6,0.9514,0.0282,0.9307,0.0394
50105-3,BT-20,10115-102-1,LDN-193189,0.37,uM,LJP5,0.9421,0.0466,0.9181,0.0656
50105-3,BT-20,10182-101-1,Linifanib,0.37,uM,LJP6,1.0398,0.0164,1.0581,0.0238
50105-3,BT-20,10135-101-1,Linsitinib,0.37,uM,LJP5,0.9709,0.0350,0.9591,0.0506
50105-3,BT-20,10479-102-1,Mitoxantrone,0.37,uM,LJP5,0.2509,0.0342,-0.0870,0.0669
50105-3,BT-20,10479-102-1,Mitoxantrone,0.37,uM,LJP6,0.2721,0.0212,-0.0556,0.0471
50105-3,BT-20,10057-102-1,MK2206,0.37,uM,LJP6,0.7322,0.0631,0.6155,0.0848
50105-3,BT-20,10018-101-1,Neratinib,0.37,uM,LJP5,0.7068,0.0539,0.5769,0.0722
50105-3,BT-20,10099-101-1,Nilotinib,0.37,uM,LJP5,1.0320,0.0183,1.0472,0.0276
50105-3,BT-20,10151-101-1,Nintedanib,0.37,uM,LJP6,0.8675,0.0640,0.8093,0.0896
50105-3,BT-20,10061-101-1,NU7441,0.37,uM,LJP5,1.0154,0.0170,1.0216,0.0246
50105-3,BT-20,10232-101-1,Dactolisib,0.37,uM,LJP5,0.3465,0.0341,0.0539,0.0421
50105-3,BT-20,10024-101-1,NVP-TAE684,0.37,uM,LJP6,0.9564,0.0447,0.9393,0.0649
50105-3,BT-20,10071-101-1,Palbociclib,0.37,uM,LJP6,0.5505,0.0628,0.3523,0.0792
50105-3,BT-20,10101-101-1,PD0325901,0.37,uM,LJP5,0.8866,0.0574,0.8378,0.0799
50105-3,BT-20,10101-101-1,PD0325901,0.37,uM,LJP6,0.8454,0.0523,0.7777,0.0720
50105-3,BT-20,10026-101-1,PD173074,0.37,uM,LJP6,1.0593,0.0255,1.0852,0.0362
50105-3,BT-20,10048-101-1,PD184352,0.37,uM,LJP5,1.0216,0.0234,1.0313,0.0332
50105-3,BT-20,10159-101-1,Pelitinib,0.37,uM,LJP5,0.8223,0.0049,0.7427,0.0030
50105-3,BT-20,10116-101-1,PF431396,0.37,uM,LJP5,0.5624,0.0522,0.3671,0.0695
50105-3,BT-20,10112-101-1,PF477736,0.37,uM,LJP5,0.9770,0.0047,0.9667,0.0065
50105-3,BT-20,10072-101-1,PF562271,0.37,uM,LJP6,0.8329,0.0380,0.7600,0.0511
50105-3,BT-20,10125-101-1,PHA-665752,0.37,uM,LJP5,1.0211,0.0062,1.0303,0.0084
50105-3,BT-20,10073-101-1,PHA-793887,0.37,uM,LJP6,0.4659,0.0478,0.2287,0.0549
50105-3,BT-20,10126-101-1,PI103,0.37,uM,LJP6,0.5220,0.1308,0.3149,0.1782
50105-3,BT-20,10049-101-1,PLX-4720,0.37,uM,LJP5,0.9806,0.0243,0.9730,0.0346
50105-3,BT-20,10075-101-1,QL-X-138,0.37,uM,LJP6,0.6986,0.0568,0.5664,0.0748
50105-3,BT-20,10077-101-1,QL-XII-47,0.37,uM,LJP6,0.5173,0.1091,0.3062,0.1458
50105-3,BT-20,10480-101-1,Radicicol,0.37,uM,LJP5,0.3696,0.0266,0.0850,0.0563
50105-3,BT-20,10480-101-1,Radicicol,0.37,uM,LJP6,0.3759,0.0193,0.0958,0.0294
50105-3,BT-20,10001-101-1,Seliciclib,0.37,uM,LJP5,0.9410,0.0149,0.9152,0.0201
50105-3,BT-20,10138-105-1,Ruxolitinib,0.37,uM,LJP5,0.9721,0.0231,0.9606,0.0333
50105-3,BT-20,10148-101-1,XL147,0.37,uM,LJP5,1.0188,0.0415,1.0255,0.0591
50105-3,BT-20,10032-101-1,Saracatinib,0.37,uM,LJP6,0.8816,0.0210,0.8294,0.0274
50105-3,BT-20,10056-101-1,Selumetinib,0.37,uM,LJP6,0.9800,0.0276,0.9710,0.0394
50105-3,BT-20,10052-101-1,Sirolimus,0.37,uM,LJP6,0.6222,0.0230,0.4528,0.0311
50105-3,BT-20,10008-101-1,Sorafenib,0.37,uM,LJP6,0.8654,0.0292,0.8064,0.0389
50105-3,BT-20,10119-101-1,SU11274,0.37,uM,LJP5,1.0195,0.0157,1.0284,0.0227
50105-3,BT-20,10141-101-1,Fedratinib,0.37,uM,LJP5,0.9591,0.0117,0.9413,0.0159
50105-3,BT-20,10171-101-1,TGX221,0.37,uM,LJP5,1.0218,0.0099,1.0322,0.0153
50105-3,BT-20,10079-101-1,Torin1,0.37,uM,LJP6,0.3168,0.0271,0.0113,0.0228
50105-3,BT-20,10080-101-1,Torin2,0.37,uM,LJP5,0.2458,0.0224,-0.0926,0.0326
50105-3,BT-20,10021-101-1,Tozasertib,0.37,uM,LJP5,0.2995,0.0145,-0.0160,0.0417
50105-3,BT-20,10142-101-1,Trametinib,0.37,uM,LJP5,0.8022,0.0278,0.7150,0.0352
50105-3,BT-20,10111-101-1,TWS119,0.37,uM,LJP5,0.9913,0.0258,0.9889,0.0374
50105-3,BT-20,10068-101-1,Vemurafenib,0.37,uM,LJP5,0.9861,0.0179,0.9804,0.0253
50105-3,BT-20,10481-101-1,Withaferin A,0.37,uM,LJP5,0.7818,0.0429,0.6829,0.0644
50105-3,BT-20,10481-101-1,Withaferin A,0.37,uM,LJP6,0.7586,0.0817,0.6540,0.1121
50105-3,BT-20,10064-101-1,WYE-125132,0.37,uM,LJP6,0.4245,0.0390,0.1679,0.0427
50105-3,BT-20,10084-101-1,WZ3105,0.37,uM,LJP5,0.2844,0.0379,-0.0391,0.0751
50105-3,BT-20,10086-101-1,XMD11-50,0.37,uM,LJP6,0.8245,0.0774,0.7500,0.1083
50105-3,BT-20,10149-102-1,Y39983,0.37,uM,LJP6,0.9485,0.0427,0.9277,0.0618
50105-3,BT-20,10109-101-1,YM 201636,0.37,uM,LJP5,0.9634,0.0154,0.9473,0.0218
50105-3,BT-20,10053-101-1,ZSTK474,0.37,uM,LJP6,0.6890,0.1223,0.5563,0.1710
50105-3,BT-20,10133-101-1,Afatinib,1.11,uM,LJP6,0.8758,0.0257,0.8201,0.0367
50105-3,BT-20,10035-101-1,Sigma A6730,1.11,uM,LJP5,0.8895,0.0040,0.8398,0.0072
50105-3,BT-20,10011-101-1,Alvocidib,1.11,uM,LJP6,0.1536,0.0327,-0.2282,0.0701
50105-3,BT-20,10004-101-1,AT-7519,1.11,uM,LJP6,0.2129,0.0323,-0.1402,0.0463
50105-3,BT-20,10158-101-1,AZD 5438,1.11,uM,LJP6,0.3470,0.0485,0.0564,0.0524
50105-3,BT-20,10059-101-1,AZD-6482,1.11,uM,LJP5,0.6339,0.0415,0.4717,0.0506
50105-3,BT-20,10006-101-1,AZD7762,1.11,uM,LJP6,0.4575,0.0641,0.2174,0.0785
50105-3,BT-20,10007-101-1,AZD8055,1.11,uM,LJP6,0.3397,0.0310,0.0444,0.0316
50105-3,BT-20,10164-101-1,AZD8330,1.11,uM,LJP5,0.7992,0.0168,0.7099,0.0189
50105-3,BT-20,10067-101-1,Barasertib,1.11,uM,LJP5,0.4431,0.0274,0.1913,0.0565
50105-3,BT-20,10041-101-1,BI-2536,1.11,uM,LJP6,0.2323,0.0313,-0.1141,0.0664
50105-3,BT-20,10028-102-1,BMS345541,1.11,uM,LJP6,0.8589,0.0592,0.7984,0.0820
50105-3,BT-20,10132-101-1,SNS-032,1.11,uM,LJP6,0.1633,0.0284,-0.2141,0.0661
50105-3,BT-20,10234-101-1,GDC-0980,1.11,uM,LJP5,0.2423,0.0109,-0.0978,0.0184
50105-3,BT-20,10122-101-1,NVP-AEW541,1.11,uM,LJP5,1.0202,0.0177,1.0303,0.0265
50105-3,BT-20,10046-101-1,SB590885,1.11,uM,LJP5,1.0037,0.0152,1.0049,0.0215
50105-3,BT-20,10190-101-1,PIK-93,1.11,uM,LJP5,0.9912,0.0328,0.9889,0.0472
50105-3,BT-20,10031-101-1,KIN001-043,1.11,uM,LJP6,0.9548,0.0443,0.9319,0.0666
50105-3,BT-20,10233-101-1,Alpelisib,1.11,uM,LJP5,0.6581,0.0581,0.5076,0.0753
50105-3,BT-20,10161-101-1,Luminespib,1.11,uM,LJP5,0.2907,0.0230,-0.0292,0.0537
50105-3,BT-20,10045-101-1,A443654,1.11,uM,LJP6,0.2320,0.0614,-0.1095,0.0682
50105-3,BT-20,10063-102-1,OSI-027,1.11,uM,LJP6,0.5914,0.0456,0.4103,0.0563
50105-3,BT-20,10087-101-1,XMD11-85h,1.11,uM,LJP6,0.9264,0.0540,0.8963,0.0766
50105-3,BT-20,10017-101-1,HG-6-64-01,1.11,uM,LJP6,0.7020,0.0860,0.5727,0.1169
50105-3,BT-20,10039-101-1,WH-4-025,1.11,uM,LJP5,0.4534,0.0597,0.2087,0.0828
50105-3,BT-20,10082-101-1,WZ-4-145,1.11,uM,LJP6,0.7715,0.1001,0.6737,0.1389
50105-3,BT-20,10091-101-1,XMD16-144,1.11,uM,LJP5,0.3391,0.0238,0.0408,0.0544
50105-3,BT-20,10177-101-1,Brivanib,1.11,uM,LJP5,0.9547,0.0131,0.9351,0.0182
50105-3,BT-20,10147-101-1,Buparlisib,1.11,uM,LJP5,0.3165,0.0062,0.0097,0.0170
50105-3,BT-20,10055-101-1,BX-912,1.11,uM,LJP5,0.9641,0.0167,0.9488,0.0238
50105-3,BT-20,10120-102-1,Canertinib,1.11,uM,LJP6,0.8328,0.0270,0.7591,0.0347
50105-3,BT-20,10117-101-1,Celastrol,1.11,uM,LJP6,0.4865,0.1746,0.2659,0.2413
50105-3,BT-20,10025-101-1,CGP60474,1.11,uM,LJP5,0.1841,0.0484,-0.1842,0.0875
50105-3,BT-20,10025-101-1,CGP60474,1.11,uM,LJP6,0.1436,0.0254,-0.2422,0.0583
50105-3,BT-20,10180-101-1,CHIR-99021,1.11,uM,LJP6,0.9829,0.0473,0.9777,0.0680
50105-3,BT-20,10010-101-1,CP724714,1.11,uM,LJP5,0.8519,0.0194,0.7864,0.0245
50105-3,BT-20,10009-101-1,CP466722,1.11,uM,LJP5,1.0347,0.0060,1.0504,0.0087
50105-3,BT-20,10027-101-1,Crizotinib,1.11,uM,LJP5,0.8033,0.0096,0.7147,0.0166
50105-3,BT-20,10140-101-1,Momelotinib,1.11,uM,LJP5,0.8065,0.0257,0.7207,0.0337
50105-3,BT-20,10020-101-1,Dasatinib,1.11,uM,LJP5,0.3427,0.0278,0.0479,0.0385
50105-3,BT-20,10020-101-1,Dasatinib,1.11,uM,LJP6,0.2930,0.0218,-0.0235,0.0156
50105-3,BT-20,10127-101-1,Dovitinib,1.11,uM,LJP5,0.4890,0.0348,0.2609,0.0400
50105-3,BT-20,10069-101-1,Enzastaurin,1.11,uM,LJP5,1.0799,0.0406,1.1150,0.0578
50105-3,BT-20,10097-101-1,Erlotinib,1.11,uM,LJP5,0.8750,0.0177,0.8196,0.0228
50105-3,BT-20,10157-101-1,Foretinib,1.11,uM,LJP5,0.3057,0.0234,-0.0075,0.0547
50105-3,BT-20,10040-101-1,R406,1.11,uM,LJP6,0.9559,0.0255,0.9368,0.0356
50105-3,BT-20,10047-101-1,Pictilisib,1.11,uM,LJP6,0.4573,0.0815,0.2183,0.1041
50105-3,BT-20,10098-101-1,Gefitinib,1.11,uM,LJP6,0.9068,0.0395,0.8670,0.0549
50105-3,BT-20,10108-101-1,Geldanamycin,1.11,uM,LJP5,0.2881,0.0308,-0.0327,0.0587
50105-3,BT-20,10108-101-1,Geldanamycin,1.11,uM,LJP6,0.2811,0.0316,-0.0426,0.0580
50105-3,BT-20,10172-101-1,GSK1059615,1.11,uM,LJP5,0.1918,0.0184,-0.1710,0.0297
50105-3,BT-20,10172-101-1,GSK1059615,1.11,uM,LJP6,0.2172,0.0157,-0.1349,0.0391
50105-3,BT-20,10134-101-1,GSK1904529A,1.11,uM,LJP6,0.9287,0.0236,0.8977,0.0324
50105-3,BT-20,10146-101-1,Omipalisib,1.11,uM,LJP6,0.1789,0.0232,-0.1896,0.0338
50105-3,BT-20,10128-101-1,GSK 690693,1.11,uM,LJP5,0.6362,0.0576,0.4751,0.0756
50105-3,BT-20,10014-101-1,GW843682X,1.11,uM,LJP6,0.3099,0.0482,0.0025,0.0521
50105-3,BT-20,10015-101-1,HG-5-113-01,1.11,uM,LJP5,0.6959,0.0149,0.5585,0.0302
50105-3,BT-20,10016-101-1,HG-5-88-01,1.11,uM,LJP6,0.8899,0.0122,0.8409,0.0158
50105-3,BT-20,10023-103-1,Imatinib,1.11,uM,LJP6,0.9974,0.0141,0.9956,0.0206
50105-3,BT-20,10100-101-1,JNK-9L,1.11,uM,LJP6,0.4422,0.1459,0.2000,0.1989
50105-3,BT-20,10019-101-1,JW-7-24-1,1.11,uM,LJP6,0.7888,0.0850,0.6983,0.1177
50105-3,BT-20,10051-104-1,Lapatinib,1.11,uM,LJP6,0.9712,0.0325,0.9600,0.0473
50105-3,BT-20,10115-102-1,LDN-193189,1.11,uM,LJP5,0.7330,0.0947,0.6156,0.1313
50105-3,BT-20,10182-101-1,Linifanib,1.11,uM,LJP6,1.0427,0.0130,1.0620,0.0188
50105-3,BT-20,10135-101-1,Linsitinib,1.11,uM,LJP5,0.9503,0.0275,0.9291,0.0393
50105-3,BT-20,10479-102-1,Mitoxantrone,1.11,uM,LJP5,0.2116,0.0341,-0.1440,0.0689
50105-3,BT-20,10479-102-1,Mitoxantrone,1.11,uM,LJP6,0.2131,0.0302,-0.1417,0.0628
50105-3,BT-20,10057-102-1,MK2206,1.11,uM,LJP6,0.6649,0.0805,0.5189,0.1084
50105-3,BT-20,10018-101-1,Neratinib,1.11,uM,LJP5,0.6419,0.0541,0.4833,0.0704
50105-3,BT-20,10099-101-1,Nilotinib,1.11,uM,LJP5,1.0123,0.0219,1.0184,0.0319
50105-3,BT-20,10151-101-1,Nintedanib,1.11,uM,LJP6,0.8547,0.0464,0.7917,0.0635
50105-3,BT-20,10061-101-1,NU7441,1.11,uM,LJP5,0.9828,0.0221,0.9740,0.0330
50105-3,BT-20,10232-101-1,Dactolisib,1.11,uM,LJP5,0.3427,0.0086,0.0475,0.0187
50105-3,BT-20,10024-101-1,NVP-TAE684,1.11,uM,LJP6,0.8433,0.0646,0.7766,0.0911
50105-3,BT-20,10071-101-1,Palbociclib,1.11,uM,LJP6,0.4760,0.0427,0.2431,0.0475
50105-3,BT-20,10101-101-1,PD0325901,1.11,uM,LJP5,0.7919,0.0807,0.7017,0.1114
50105-3,BT-20,10101-101-1,PD0325901,1.11,uM,LJP6,0.7410,0.0603,0.6272,0.0811
50105-3,BT-20,10026-101-1,PD173074,1.11,uM,LJP6,1.0977,0.0326,1.1417,0.0466
50105-3,BT-20,10048-101-1,PD184352,1.11,uM,LJP5,1.0053,0.0022,1.0077,0.0031
50105-3,BT-20,10159-101-1,Pelitinib,1.11,uM,LJP5,0.7675,0.0179,0.6634,0.0234
50105-3,BT-20,10116-101-1,PF431396,1.11,uM,LJP5,0.3784,0.0291,0.0982,0.0544
50105-3,BT-20,10112-101-1,PF477736,1.11,uM,LJP5,0.9587,0.0133,0.9396,0.0200
50105-3,BT-20,10072-101-1,PF562271,1.11,uM,LJP6,0.6654,0.0651,0.5189,0.0861
50105-3,BT-20,10125-101-1,PHA-665752,1.11,uM,LJP5,0.9974,0.0194,0.9956,0.0282
50105-3,BT-20,10073-101-1,PHA-793887,1.11,uM,LJP6,0.3708,0.0510,0.0910,0.0568
50105-3,BT-20,10126-101-1,PI103,1.11,uM,LJP6,0.3656,0.0705,0.0846,0.0855
50105-3,BT-20,10049-101-1,PLX-4720,1.11,uM,LJP5,0.9161,0.0759,0.8811,0.1068
50105-3,BT-20,10075-101-1,QL-X-138,1.11,uM,LJP6,0.6325,0.0778,0.4720,0.1040
50105-3,BT-20,10077-101-1,QL-XII-47,1.11,uM,LJP6,0.3510,0.0854,0.0644,0.1066
50105-3,BT-20,10480-101-1,Radicicol,1.11,uM,LJP5,0.2978,0.0305,-0.0192,0.0635
50105-3,BT-20,10480-101-1,Radicicol,1.11,uM,LJP6,0.3064,0.0316,-0.0068,0.0654
50105-3,BT-20,10001-101-1,Seliciclib,1.11,uM,LJP5,0.8822,0.0431,0.8317,0.0598
50105-3,BT-20,10138-105-1,Ruxolitinib,1.11,uM,LJP5,0.9948,0.0421,0.9924,0.0600
50105-3,BT-20,10148-101-1,XL147,1.11,uM,LJP5,0.9874,0.0314,0.9805,0.0452
50105-3,BT-20,10032-101-1,Saracatinib,1.11,uM,LJP6,0.8111,0.0340,0.7282,0.0446
50105-3,BT-20,10056-101-1,Selumetinib,1.11,uM,LJP6,0.9873,0.0288,0.9817,0.0410
50105-3,BT-20,10052-101-1,Sirolimus,1.11,uM,LJP6,0.6242,0.0248,0.4556,0.0359
50105-3,BT-20,10008-101-1,Sorafenib,1.11,uM,LJP6,0.8596,0.0233,0.7978,0.0301
50105-3,BT-20,10119-101-1,SU11274,1.11,uM,LJP5,0.9493,0.0062,0.9266,0.0087
50105-3,BT-20,10141-101-1,Fedratinib,1.11,uM,LJP5,0.8662,0.0180,0.8071,0.0226
50105-3,BT-20,10171-101-1,TGX221,1.11,uM,LJP5,1.0356,0.0295,1.0509,0.0416
50105-3,BT-20,10079-101-1,Torin1,1.11,uM,LJP6,0.2761,0.0225,-0.0478,0.0120
50105-3,BT-20,10080-101-1,Torin2,1.11,uM,LJP5,0.2037,0.0195,-0.1539,0.0333
50105-3,BT-20,10021-101-1,Tozasertib,1.11,uM,LJP5,0.2940,0.0207,-0.0243,0.0509
50105-3,BT-20,10142-101-1,Trametinib,1.11,uM,LJP5,0.7821,0.0296,0.6859,0.0372
50105-3,BT-20,10111-101-1,TWS119,1.11,uM,LJP5,0.9196,0.0514,0.8852,0.0720
50105-3,BT-20,10068-101-1,Vemurafenib,1.11,uM,LJP5,0.9727,0.0284,0.9614,0.0400
50105-3,BT-20,10481-101-1,Withaferin A,1.11,uM,LJP5,0.2337,0.0276,-0.1122,0.0629
50105-3,BT-20,10481-101-1,Withaferin A,1.11,uM,LJP6,0.2839,0.0461,-0.0352,0.0480
50105-3,BT-20,10064-101-1,WYE-125132,1.11,uM,LJP6,0.3914,0.0308,0.1195,0.0307
50105-3,BT-20,10084-101-1,WZ3105,1.11,uM,LJP5,0.2116,0.0422,-0.1441,0.0774
50105-3,BT-20,10086-101-1,XMD11-50,1.11,uM,LJP6,0.7638,0.0806,0.6623,0.1113
50105-3,BT-20,10149-102-1,Y39983,1.11,uM,LJP6,0.8956,0.0386,0.8508,0.0541
50105-3,BT-20,10109-101-1,YM 201636,1.11,uM,LJP5,0.8059,0.0263,0.7193,0.0353
50105-3,BT-20,10053-101-1,ZSTK474,1.11,uM,LJP6,0.4290,0.0741,0.1768,0.0924
50105-3,BT-20,10133-101-1,Afatinib,3.33,uM,LJP6,0.8651,0.0090,0.8042,0.0162
50105-3,BT-20,10035-101-1,Sigma A6730,3.33,uM,LJP5,0.9085,0.0128,0.8676,0.0174
50105-3,BT-20,10011-101-1,Alvocidib,3.33,uM,LJP6,0.1587,0.0362,-0.2210,0.0750
50105-3,BT-20,10004-101-1,AT-7519,3.33,uM,LJP6,0.1509,0.0385,-0.2321,0.0756
50105-3,BT-20,10158-101-1,AZD 5438,3.33,uM,LJP6,0.2532,0.0286,-0.0818,0.0409
50105-3,BT-20,10059-101-1,AZD-6482,3.33,uM,LJP5,0.4514,0.0410,0.2072,0.0446
50105-3,BT-20,10006-101-1,AZD7762,3.33,uM,LJP6,0.2811,0.0471,-0.0392,0.0492
50105-3,BT-20,10007-101-1,AZD8055,3.33,uM,LJP6,0.3075,0.0339,-0.0020,0.0352
50105-3,BT-20,10164-101-1,AZD8330,3.33,uM,LJP5,0.8369,0.0041,0.7637,0.0059
50105-3,BT-20,10067-101-1,Barasertib,3.33,uM,LJP5,0.3765,0.0325,0.0947,0.0655
50105-3,BT-20,10041-101-1,BI-2536,3.33,uM,LJP6,0.2406,0.0299,-0.1017,0.0606
50105-3,BT-20,10028-102-1,BMS345541,3.33,uM,LJP6,0.8056,0.0435,0.7206,0.0580
50105-3,BT-20,10132-101-1,SNS-032,3.33,uM,LJP6,0.1613,0.0311,-0.2173,0.0702
50105-3,BT-20,10234-101-1,GDC-0980,3.33,uM,LJP5,0.2223,0.0072,-0.1269,0.0202
50105-3,BT-20,10122-101-1,NVP-AEW541,3.33,uM,LJP5,1.0413,0.0095,1.0597,0.0133
50105-3,BT-20,10046-101-1,SB590885,3.33,uM,LJP5,1.0468,0.0126,1.0677,0.0178
50105-3,BT-20,10190-101-1,PIK-93,3.33,uM,LJP5,0.8046,0.0200,0.7178,0.0248
50105-3,BT-20,10031-101-1,KIN001-043,3.33,uM,LJP6,0.9453,0.0360,0.9217,0.0505
50105-3,BT-20,10233-101-1,Alpelisib,3.33,uM,LJP5,0.3779,0.0262,0.0997,0.0230
50105-3,BT-20,10161-101-1,Luminespib,3.33,uM,LJP5,0.2896,0.0234,-0.0307,0.0539
50105-3,BT-20,10045-101-1,A443654,3.33,uM,LJP6,0.1787,0.0271,-0.1893,0.0296
50105-3,BT-20,10063-102-1,OSI-027,3.33,uM,LJP6,0.4965,0.0396,0.2726,0.0437
50105-3,BT-20,10087-101-1,XMD11-85h,3.33,uM,LJP6,0.8896,0.0523,0.8423,0.0727
50105-3,BT-20,10017-101-1,HG-6-64-01,3.33,uM,LJP6,0.5003,0.0431,0.2774,0.0530
50105-3,BT-20,10039-101-1,WH-4-025,3.33,uM,LJP5,0.3900,0.0660,0.1174,0.0897
50105-3,BT-20,10082-101-1,WZ-4-145,3.33,uM,LJP6,0.7452,0.1095,0.6364,0.1522
50105-3,BT-20,10091-101-1,XMD16-144,3.33,uM,LJP5,0.3365,0.0155,0.0376,0.0416
50105-3,BT-20,10177-101-1,Brivanib,3.33,uM,LJP5,0.9520,0.0247,0.9311,0.0352
50105-3,BT-20,10147-101-1,Buparlisib,3.33,uM,LJP5,0.1847,0.0157,-0.1823,0.0459
50105-3,BT-20,10055-101-1,BX-912,3.33,uM,LJP5,0.8828,0.0605,0.8300,0.0863
50105-3,BT-20,10120-102-1,Canertinib,3.33,uM,LJP6,0.7545,0.0358,0.6463,0.0457
50105-3,BT-20,10117-101-1,Celastrol,3.33,uM,LJP6,0.1905,0.0498,-0.1703,0.0499
50105-3,BT-20,10025-101-1,CGP60474,3.33,uM,LJP5,0.1646,0.0438,-0.2125,0.0831
50105-3,BT-20,10025-101-1,CGP60474,3.33,uM,LJP6,0.1269,0.0278,-0.2668,0.0643
