HMS Dataset ID,Dataset Title,Publication(s) Using Dataset,Project Summary Page(s),Assay Description,Assay Protocol Reference,HMS Dataset Type,Usage Message,Date Publicly Available,Most Recent Update
20169,GSK-690693 KINOMEscan,"PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22037378"" target = ""_blank"">22037378</a>","<a href = ""http://lincs.hms.harvard.edu/kinomescan/"" target = ""_blank"">lincs.hms.harvard.edu/kinomescan</a>","The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 442 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag. Kd values (nM) reported for each compound were determined using 11 serial threefold dilutions of test compound and a DMSO control. A null result means no inhibition of kinase binding to the ligand in the presence of the compound and low Kd means strong inhibition.","KINOMEscan website: <a href = ""http://www.discoverx.com/technologies-platforms/competitive-binding-technology/kinomescan-technology-platform"" target=""blank"">Overview & Assay Principle</a><br />

<br />

Fabian MA, Biggs WH 3rd, Treiber DK, Atteridge CE, Azimioara MD, Benedetti MG, Carter TA, Ciceri P, Edeen PT, Floyd M, Ford JM, Galvin M, Gerlach JL, Grotzfeld RM, Herrgard S, Insko DE, Insko MA, Lai AG, Lelias JM, Mehta SA, Milanov ZV, Velasco AM, Wodicka LM, Patel HK, Zarrinkar PP, Lockhart DJ. A small molecule-kinase interaction map for clinical kinase inhibitors. Nat Biotechnol. 2005 Mar;23(3):329-36. PMID: 15711537",KINOMEscan,,2013-10-16,2016-06-03
20170,AB-1010 KINOMEscan,"PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22037378"" target = ""_blank"">22037378</a>","<a href = ""http://lincs.hms.harvard.edu/kinomescan/"" target = ""_blank"">lincs.hms.harvard.edu/kinomescan</a>","The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 442 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag. Kd values (nM) reported for each compound were determined using 11 serial threefold dilutions of test compound and a DMSO control. A null result means no inhibition of kinase binding to the ligand in the presence of the compound and low Kd means strong inhibition.","KINOMEscan website: <a href = ""http://www.discoverx.com/technologies-platforms/competitive-binding-technology/kinomescan-technology-platform"" target=""blank"">Overview & Assay Principle</a><br />

<br />

Fabian MA, Biggs WH 3rd, Treiber DK, Atteridge CE, Azimioara MD, Benedetti MG, Carter TA, Ciceri P, Edeen PT, Floyd M, Ford JM, Galvin M, Gerlach JL, Grotzfeld RM, Herrgard S, Insko DE, Insko MA, Lai AG, Lelias JM, Mehta SA, Milanov ZV, Velasco AM, Wodicka LM, Patel HK, Zarrinkar PP, Lockhart DJ. A small molecule-kinase interaction map for clinical kinase inhibitors. Nat Biotechnol. 2005 Mar;23(3):329-36. PMID: 15711537",KINOMEscan,,2013-10-16,2016-06-03
20171,BMS-387032 KINOMEscan,"PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22037378"" target = ""_blank"">22037378</a>","<a href = ""http://lincs.hms.harvard.edu/kinomescan/"" target = ""_blank"">lincs.hms.harvard.edu/kinomescan</a>","The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 442 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag. Kd values (nM) reported for each compound were determined using 11 serial threefold dilutions of test compound and a DMSO control. A null result means no inhibition of kinase binding to the ligand in the presence of the compound and low Kd means strong inhibition.","KINOMEscan website: <a href = ""http://www.discoverx.com/technologies-platforms/competitive-binding-technology/kinomescan-technology-platform"" target=""blank"">Overview & Assay Principle</a><br />

<br />

Fabian MA, Biggs WH 3rd, Treiber DK, Atteridge CE, Azimioara MD, Benedetti MG, Carter TA, Ciceri P, Edeen PT, Floyd M, Ford JM, Galvin M, Gerlach JL, Grotzfeld RM, Herrgard S, Insko DE, Insko MA, Lai AG, Lelias JM, Mehta SA, Milanov ZV, Velasco AM, Wodicka LM, Patel HK, Zarrinkar PP, Lockhart DJ. A small molecule-kinase interaction map for clinical kinase inhibitors. Nat Biotechnol. 2005 Mar;23(3):329-36. PMID: 15711537",KINOMEscan,,2013-10-16,2016-06-03
20172,BIBW-2992 KINOMEscan,"PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22037378"" target = ""_blank"">22037378</a>","<a href = ""http://lincs.hms.harvard.edu/kinomescan/"" target = ""_blank"">lincs.hms.harvard.edu/kinomescan</a>","The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 442 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag. Kd values (nM) reported for each compound were determined using 11 serial threefold dilutions of test compound and a DMSO control. A null result means no inhibition of kinase binding to the ligand in the presence of the compound and low Kd means strong inhibition.","KINOMEscan website: <a href = ""http://www.discoverx.com/technologies-platforms/competitive-binding-technology/kinomescan-technology-platform"" target=""blank"">Overview & Assay Principle</a><br />

<br />

Fabian MA, Biggs WH 3rd, Treiber DK, Atteridge CE, Azimioara MD, Benedetti MG, Carter TA, Ciceri P, Edeen PT, Floyd M, Ford JM, Galvin M, Gerlach JL, Grotzfeld RM, Herrgard S, Insko DE, Insko MA, Lai AG, Lelias JM, Mehta SA, Milanov ZV, Velasco AM, Wodicka LM, Patel HK, Zarrinkar PP, Lockhart DJ. A small molecule-kinase interaction map for clinical kinase inhibitors. Nat Biotechnol. 2005 Mar;23(3):329-36. PMID: 15711537",KINOMEscan,,2013-10-16,2016-06-03
20173,INCB018424 KINOMEscan,"PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22037378"" target = ""_blank"">22037378</a>","<a href = ""http://lincs.hms.harvard.edu/kinomescan/"" target = ""_blank"">lincs.hms.harvard.edu/kinomescan</a>","The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 442 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag. Kd values (nM) reported for each compound were determined using 11 serial threefold dilutions of test compound and a DMSO control. A null result means no inhibition of kinase binding to the ligand in the presence of the compound and low Kd means strong inhibition.","KINOMEscan website: <a href = ""http://www.discoverx.com/technologies-platforms/competitive-binding-technology/kinomescan-technology-platform"" target=""blank"">Overview & Assay Principle</a><br />

<br />

Fabian MA, Biggs WH 3rd, Treiber DK, Atteridge CE, Azimioara MD, Benedetti MG, Carter TA, Ciceri P, Edeen PT, Floyd M, Ford JM, Galvin M, Gerlach JL, Grotzfeld RM, Herrgard S, Insko DE, Insko MA, Lai AG, Lelias JM, Mehta SA, Milanov ZV, Velasco AM, Wodicka LM, Patel HK, Zarrinkar PP, Lockhart DJ. A small molecule-kinase interaction map for clinical kinase inhibitors. Nat Biotechnol. 2005 Mar;23(3):329-36. PMID: 15711537",KINOMEscan,,2013-10-16,2016-06-03
20174,TG-101348 KINOMEscan,"PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22037378"" target = ""_blank"">22037378</a>","<a href = ""http://lincs.hms.harvard.edu/kinomescan/"" target = ""_blank"">lincs.hms.harvard.edu/kinomescan</a>","The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 442 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag. Kd values (nM) reported for each compound were determined using 11 serial threefold dilutions of test compound and a DMSO control. A null result means no inhibition of kinase binding to the ligand in the presence of the compound and low Kd means strong inhibition.","KINOMEscan website: <a href = ""http://www.discoverx.com/technologies-platforms/competitive-binding-technology/kinomescan-technology-platform"" target=""blank"">Overview & Assay Principle</a><br />

<br />

Fabian MA, Biggs WH 3rd, Treiber DK, Atteridge CE, Azimioara MD, Benedetti MG, Carter TA, Ciceri P, Edeen PT, Floyd M, Ford JM, Galvin M, Gerlach JL, Grotzfeld RM, Herrgard S, Insko DE, Insko MA, Lai AG, Lelias JM, Mehta SA, Milanov ZV, Velasco AM, Wodicka LM, Patel HK, Zarrinkar PP, Lockhart DJ. A small molecule-kinase interaction map for clinical kinase inhibitors. Nat Biotechnol. 2005 Mar;23(3):329-36. PMID: 15711537",KINOMEscan,,2013-10-16,2016-06-03
20175,BIBF-1120 KINOMEscan,"PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22037378"" target = ""_blank"">22037378</a>","<a href = ""http://lincs.hms.harvard.edu/kinomescan/"" target = ""_blank"">lincs.hms.harvard.edu/kinomescan</a>","The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 442 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag. Kd values (nM) reported for each compound were determined using 11 serial threefold dilutions of test compound and a DMSO control. A null result means no inhibition of kinase binding to the ligand in the presence of the compound and low Kd means strong inhibition.","KINOMEscan website: <a href = ""http://www.discoverx.com/technologies-platforms/competitive-binding-technology/kinomescan-technology-platform"" target=""blank"">Overview & Assay Principle</a><br />

<br />

Fabian MA, Biggs WH 3rd, Treiber DK, Atteridge CE, Azimioara MD, Benedetti MG, Carter TA, Ciceri P, Edeen PT, Floyd M, Ford JM, Galvin M, Gerlach JL, Grotzfeld RM, Herrgard S, Insko DE, Insko MA, Lai AG, Lelias JM, Mehta SA, Milanov ZV, Velasco AM, Wodicka LM, Patel HK, Zarrinkar PP, Lockhart DJ. A small molecule-kinase interaction map for clinical kinase inhibitors. Nat Biotechnol. 2005 Mar;23(3):329-36. PMID: 15711537",KINOMEscan,,2013-10-16,2016-06-03
20176,GSK-1363089 KINOMEscan,"PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22037378"" target = ""_blank"">22037378</a>","<a href = ""http://lincs.hms.harvard.edu/kinomescan/"" target = ""_blank"">lincs.hms.harvard.edu/kinomescan</a>","The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 442 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag. Kd values (nM) reported for each compound were determined using 11 serial threefold dilutions of test compound and a DMSO control. A null result means no inhibition of kinase binding to the ligand in the presence of the compound and low Kd means strong inhibition.","KINOMEscan website: <a href = ""http://www.discoverx.com/technologies-platforms/competitive-binding-technology/kinomescan-technology-platform"" target=""blank"">Overview & Assay Principle</a><br />

<br />

Fabian MA, Biggs WH 3rd, Treiber DK, Atteridge CE, Azimioara MD, Benedetti MG, Carter TA, Ciceri P, Edeen PT, Floyd M, Ford JM, Galvin M, Gerlach JL, Grotzfeld RM, Herrgard S, Insko DE, Insko MA, Lai AG, Lelias JM, Mehta SA, Milanov ZV, Velasco AM, Wodicka LM, Patel HK, Zarrinkar PP, Lockhart DJ. A small molecule-kinase interaction map for clinical kinase inhibitors. Nat Biotechnol. 2005 Mar;23(3):329-36. PMID: 15711537",KINOMEscan,,2013-10-16,2016-06-03
20177,SB-203580 KINOMEscan,"PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22037378"" target = ""_blank"">22037378</a>","<a href = ""http://lincs.hms.harvard.edu/kinomescan/"" target = ""_blank"">lincs.hms.harvard.edu/kinomescan</a>","The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 442 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag. Kd values (nM) reported for each compound were determined using 11 serial threefold dilutions of test compound and a DMSO control. A null result means no inhibition of kinase binding to the ligand in the presence of the compound and low Kd means strong inhibition.","KINOMEscan website: <a href = ""http://www.discoverx.com/technologies-platforms/competitive-binding-technology/kinomescan-technology-platform"" target=""blank"">Overview & Assay Principle</a><br />

<br />

Fabian MA, Biggs WH 3rd, Treiber DK, Atteridge CE, Azimioara MD, Benedetti MG, Carter TA, Ciceri P, Edeen PT, Floyd M, Ford JM, Galvin M, Gerlach JL, Grotzfeld RM, Herrgard S, Insko DE, Insko MA, Lai AG, Lelias JM, Mehta SA, Milanov ZV, Velasco AM, Wodicka LM, Patel HK, Zarrinkar PP, Lockhart DJ. A small molecule-kinase interaction map for clinical kinase inhibitors. Nat Biotechnol. 2005 Mar;23(3):329-36. PMID: 15711537",KINOMEscan,,2013-10-16,2016-06-03
20178,VX-745 KINOMEscan,"PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22037378"" target = ""_blank"">22037378</a>","<a href = ""http://lincs.hms.harvard.edu/kinomescan/"" target = ""_blank"">lincs.hms.harvard.edu/kinomescan</a>","The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 442 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag. Kd values (nM) reported for each compound were determined using 11 serial threefold dilutions of test compound and a DMSO control. A null result means no inhibition of kinase binding to the ligand in the presence of the compound and low Kd means strong inhibition.","KINOMEscan website: <a href = ""http://www.discoverx.com/technologies-platforms/competitive-binding-technology/kinomescan-technology-platform"" target=""blank"">Overview & Assay Principle</a><br />

<br />

Fabian MA, Biggs WH 3rd, Treiber DK, Atteridge CE, Azimioara MD, Benedetti MG, Carter TA, Ciceri P, Edeen PT, Floyd M, Ford JM, Galvin M, Gerlach JL, Grotzfeld RM, Herrgard S, Insko DE, Insko MA, Lai AG, Lelias JM, Mehta SA, Milanov ZV, Velasco AM, Wodicka LM, Patel HK, Zarrinkar PP, Lockhart DJ. A small molecule-kinase interaction map for clinical kinase inhibitors. Nat Biotechnol. 2005 Mar;23(3):329-36. PMID: 15711537",KINOMEscan,,2013-10-16,2016-06-03
