Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Total Number of Cells (Nuclei),Number of Apoptotic Cells,Relative Viability,Mean Relative Viability,Apoptosis Fraction,Mean Apoptosis Fraction
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,3.160,uM,72,hr,3,1458,273,0.0745,0.0897,0.1872,0.1612
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.000,uM,72,hr,1,2723,183,0.1598,0.1658,0.0672,0.0732
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.000,uM,72,hr,2,2962,234,0.1716,0.1658,0.0790,0.0732
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.000,uM,72,hr,3,2847,209,0.1659,0.1658,0.0734,0.0732
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.316,uM,72,hr,1,2256,271,0.1249,0.1123,0.1201,0.1236
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.316,uM,72,hr,2,1959,237,0.1083,0.1123,0.1210,0.1236
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.316,uM,72,hr,3,1897,246,0.1038,0.1123,0.1297,0.1236
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,1.000,uM,72,hr,1,2301,378,0.1210,0.0981,0.1643,0.1764
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,1.000,uM,72,hr,2,1993,327,0.1048,0.0981,0.1641,0.1764
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,1.000,uM,72,hr,3,1365,274,0.0686,0.0981,0.2007,0.1764
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,3.160,uM,72,hr,1,1467,302,0.0733,0.0654,0.2059,0.2273
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,3.160,uM,72,hr,2,1435,332,0.0694,0.0654,0.2314,0.2273
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,3.160,uM,72,hr,3,1124,275,0.0534,0.0654,0.2447,0.2273
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.000,uM,72,hr,1,19613,936,1.0160,1.0000,0.0477,0.0485
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.000,uM,72,hr,2,19375,946,1.0025,1.0000,0.0488,0.0485
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.000,uM,72,hr,3,18973,930,0.9815,1.0000,0.0490,0.0485
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.316,uM,72,hr,1,15518,861,0.7973,0.8926,0.0555,0.0523
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.316,uM,72,hr,2,18224,910,0.9418,0.8926,0.0499,0.0523
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.316,uM,72,hr,3,18188,934,0.9386,0.8926,0.0514,0.0523
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,1.000,uM,72,hr,1,9095,519,0.4665,0.4696,0.0571,0.0532
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,1.000,uM,72,hr,2,9759,545,0.5012,0.4696,0.0558,0.0532
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,1.000,uM,72,hr,3,8504,397,0.4410,0.4696,0.0467,0.0532
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,3.160,uM,72,hr,1,1622,180,0.0784,0.0695,0.1110,0.1086
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,3.160,uM,72,hr,2,1440,149,0.0702,0.0695,0.1035,0.1086
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,3.160,uM,72,hr,3,1239,138,0.0599,0.0695,0.1114,0.1086
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.000,uM,72,hr,1,8355,177,0.4449,0.4213,0.0212,0.0200
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.000,uM,72,hr,2,7861,159,0.4190,0.4213,0.0202,0.0200
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.000,uM,72,hr,3,7493,140,0.4000,0.4213,0.0187,0.0200
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.316,uM,72,hr,1,6033,99,0.3228,0.3515,0.0164,0.0163
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.316,uM,72,hr,2,6975,120,0.3729,0.3515,0.0172,0.0163
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.316,uM,72,hr,3,6696,102,0.3587,0.3515,0.0152,0.0163
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,1.000,uM,72,hr,1,6672,165,0.3540,0.3018,0.0247,0.0284
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,1.000,uM,72,hr,2,6509,181,0.3442,0.3018,0.0278,0.0284
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,1.000,uM,72,hr,3,3938,129,0.2072,0.3018,0.0328,0.0284
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,3.160,uM,72,hr,1,1428,152,0.0694,0.0541,0.1064,0.1374
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,3.160,uM,72,hr,2,1035,164,0.0474,0.0541,0.1585,0.1374
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,3.160,uM,72,hr,3,978,144,0.0454,0.0541,0.1472,0.1374
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.000,uM,72,hr,1,4486,104,0.2384,0.2505,0.0232,0.0221
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.000,uM,72,hr,2,5069,97,0.2705,0.2505,0.0191,0.0221
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.000,uM,72,hr,3,4571,110,0.2427,0.2505,0.0241,0.0221
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.316,uM,72,hr,1,3603,70,0.1922,0.1991,0.0194,0.0233
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.316,uM,72,hr,2,3786,100,0.2005,0.1991,0.0264,0.0233
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.316,uM,72,hr,3,3852,93,0.2045,0.1991,0.0241,0.0233
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,72,hr,1,2803,103,0.1469,0.1343,0.0367,0.0352
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,72,hr,2,2749,83,0.1450,0.1343,0.0302,0.0352
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,72,hr,3,2124,82,0.1111,0.1343,0.0386,0.0352
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,3.160,uM,72,hr,1,984,182,0.0436,0.0432,0.1850,0.2026
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,3.160,uM,72,hr,2,1030,203,0.0450,0.0432,0.1971,0.2026
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,3.160,uM,72,hr,3,975,220,0.0411,0.0432,0.2256,0.2026
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.000,uM,72,hr,1,3658,157,0.1904,0.1949,0.0429,0.0429
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.000,uM,72,hr,2,3859,158,0.2013,0.1949,0.0409,0.0429
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.000,uM,72,hr,3,3713,167,0.1929,0.1949,0.0450,0.0429
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.316,uM,72,hr,1,2836,146,0.1463,0.1363,0.0515,0.0481
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.316,uM,72,hr,2,2552,108,0.1329,0.1363,0.0423,0.0481
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.316,uM,72,hr,3,2509,127,0.1296,0.1363,0.0506,0.0481
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,1.000,uM,72,hr,1,2147,140,0.1092,0.0988,0.0652,0.0671
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,1.000,uM,72,hr,2,1981,146,0.0998,0.0988,0.0737,0.0671
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,1.000,uM,72,hr,3,1711,107,0.0873,0.0988,0.0625,0.0671
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,3.160,uM,72,hr,1,1048,223,0.0449,0.0379,0.2128,0.2522
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,3.160,uM,72,hr,2,953,248,0.0384,0.0379,0.2602,0.2522
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,3.160,uM,72,hr,3,783,222,0.0305,0.0379,0.2835,0.2522
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.000,uM,72,hr,1,3021,208,0.1530,0.1526,0.0689,0.0765
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.000,uM,72,hr,2,2993,236,0.1500,0.1526,0.0789,0.0765
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.000,uM,72,hr,3,3098,253,0.1548,0.1526,0.0817,0.0765
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.316,uM,72,hr,1,2104,186,0.1043,0.1039,0.0884,0.0932
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.316,uM,72,hr,2,2114,207,0.1037,0.1039,0.0979,0.0932
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.316,uM,72,hr,3,2099,196,0.1035,0.1039,0.0934,0.0932
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,1.000,uM,72,hr,1,2057,251,0.0982,0.0854,0.1220,0.1306
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,1.000,uM,72,hr,2,1845,254,0.0865,0.0854,0.1377,0.1306
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,1.000,uM,72,hr,3,1515,200,0.0715,0.0854,0.1320,0.1306
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,3.160,uM,72,hr,1,1078,291,0.0428,0.0316,0.2699,0.3337
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,3.160,uM,72,hr,2,719,294,0.0231,0.0316,0.4089,0.3337
50060-2,A-375,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,3.160,uM,72,hr,3,779,251,0.0287,0.0316,0.3222,0.3337
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.000,uM,72,hr,1,20360,1046,1.0111,1.0000,0.0514,0.0527
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.000,uM,72,hr,2,20251,1109,1.0021,1.0000,0.0548,0.0527
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.000,uM,72,hr,3,19884,1032,0.9869,1.0000,0.0519,0.0527
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.316,uM,72,hr,1,16059,813,0.7981,0.7489,0.0506,0.0459
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.316,uM,72,hr,2,14559,660,0.7276,0.7489,0.0453,0.0459
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.316,uM,72,hr,3,14373,599,0.7211,0.7489,0.0417,0.0459
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,1.000,uM,72,hr,1,9957,502,0.4950,0.4801,0.0504,0.0412
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,1.000,uM,72,hr,2,9020,322,0.4553,0.4801,0.0357,0.0412
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,1.000,uM,72,hr,3,9724,364,0.4900,0.4801,0.0374,0.0412
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,3.160,uM,72,hr,1,9132,411,0.4565,0.3648,0.0450,0.0413
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,3.160,uM,72,hr,2,6541,255,0.3291,0.3648,0.0390,0.0413
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,3.160,uM,72,hr,3,6145,245,0.3089,0.3648,0.0399,0.0413
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.000,uM,72,hr,1,9635,173,0.4953,0.4364,0.0180,0.0207
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.000,uM,72,hr,2,8079,212,0.4118,0.4364,0.0262,0.0207
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.000,uM,72,hr,3,7818,140,0.4019,0.4364,0.0179,0.0207
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.316,uM,72,hr,1,5747,125,0.2943,0.3050,0.0218,0.0212
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.316,uM,72,hr,2,6343,121,0.3257,0.3050,0.0191,0.0212
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.316,uM,72,hr,3,5769,132,0.2951,0.3050,0.0229,0.0212
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,1.000,uM,72,hr,1,4016,78,0.2061,0.2010,0.0194,0.0218
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,1.000,uM,72,hr,2,4327,93,0.2216,0.2010,0.0215,0.0218
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,1.000,uM,72,hr,3,3430,84,0.1752,0.2010,0.0245,0.0218
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,3.160,uM,72,hr,1,3954,69,0.2034,0.1687,0.0175,0.0176
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,3.160,uM,72,hr,2,3199,50,0.1648,0.1687,0.0156,0.0176
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,3.160,uM,72,hr,3,2686,53,0.1378,0.1687,0.0197,0.0176
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.000,uM,72,hr,1,4811,91,0.2471,0.2452,0.0189,0.0214
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.000,uM,72,hr,2,4759,106,0.2436,0.2452,0.0223,0.0214
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.000,uM,72,hr,3,4787,110,0.2448,0.2452,0.0230,0.0214
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.316,uM,72,hr,1,3302,117,0.1667,0.1598,0.0354,0.0325
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.316,uM,72,hr,2,3269,84,0.1667,0.1598,0.0257,0.0325
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.316,uM,72,hr,3,2890,105,0.1458,0.1598,0.0363,0.0325
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,1.000,uM,72,hr,1,2096,82,0.1054,0.1035,0.0391,0.0423
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,1.000,uM,72,hr,2,2270,89,0.1142,0.1035,0.0392,0.0423
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,1.000,uM,72,hr,3,1827,89,0.0910,0.1035,0.0487,0.0423
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,3.160,uM,72,hr,1,1649,67,0.0828,0.0757,0.0406,0.0403
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,3.160,uM,72,hr,2,1554,62,0.0781,0.0757,0.0399,0.0403
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,3.160,uM,72,hr,3,1316,53,0.0661,0.0757,0.0403,0.0403
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.000,uM,72,hr,1,3640,140,0.1832,0.1915,0.0385,0.0418
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.000,uM,72,hr,2,3900,189,0.1943,0.1915,0.0485,0.0418
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.000,uM,72,hr,3,3917,151,0.1971,0.1915,0.0385,0.0418
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.316,uM,72,hr,1,2328,167,0.1131,0.1190,0.0717,0.0733
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.316,uM,72,hr,2,2557,190,0.1239,0.1190,0.0743,0.0733
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.316,uM,72,hr,3,2475,183,0.1200,0.1190,0.0739,0.0733
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,1.000,uM,72,hr,1,1638,157,0.0775,0.0717,0.0958,0.0989
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,1.000,uM,72,hr,2,1536,170,0.0715,0.0717,0.1107,0.0989
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,1.000,uM,72,hr,3,1386,125,0.0660,0.0717,0.0902,0.0989
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,3.160,uM,72,hr,1,1317,141,0.0616,0.0571,0.1071,0.0996
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,3.160,uM,72,hr,2,1204,111,0.0572,0.0571,0.0922,0.0996
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,3.160,uM,72,hr,3,1115,111,0.0526,0.0571,0.0996,0.0996
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.000,uM,72,hr,1,3381,232,0.1648,0.1538,0.0686,0.0753
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.000,uM,72,hr,2,3197,255,0.1540,0.1538,0.0798,0.0753
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.000,uM,72,hr,3,2950,229,0.1424,0.1538,0.0776,0.0753
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.316,uM,72,hr,1,2098,334,0.0923,0.0842,0.1592,0.1524
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.316,uM,72,hr,2,1856,299,0.0815,0.0842,0.1611,0.1524
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.316,uM,72,hr,3,1744,239,0.0788,0.0842,0.1370,0.1524
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,1.000,uM,72,hr,1,1524,308,0.0637,0.0584,0.2021,0.2015
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,1.000,uM,72,hr,2,1511,288,0.0640,0.0584,0.1906,0.2015
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,1.000,uM,72,hr,3,1152,244,0.0475,0.0584,0.2118,0.2015
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,3.160,uM,72,hr,1,1136,225,0.0477,0.0453,0.1981,0.2134
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,3.160,uM,72,hr,2,1114,238,0.0459,0.0453,0.2136,0.2134
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,3.160,uM,72,hr,3,1046,239,0.0422,0.0453,0.2285,0.2134
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,0.000,uM,72,hr,1,8526,1292,1.0334,1.0000,0.1515,0.1514
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,0.000,uM,72,hr,2,8309,1285,1.0034,1.0000,0.1547,0.1514
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,0.000,uM,72,hr,3,7914,1171,0.9632,1.0000,0.1480,0.1514
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,0.316,uM,72,hr,1,2057,547,0.2157,0.2671,0.2659,0.2394
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,0.316,uM,72,hr,2,2337,557,0.2543,0.2671,0.2383,0.2394
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,0.316,uM,72,hr,3,2951,631,0.3314,0.2671,0.2138,0.2394
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,1.000,uM,72,hr,1,2340,481,0.2656,0.2433,0.2056,0.1994
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,1.000,uM,72,hr,2,1951,375,0.2251,0.2433,0.1922,0.1994
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,1.000,uM,72,hr,3,2094,420,0.2391,0.2433,0.2006,0.1994
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,3.160,uM,72,hr,1,2868,448,0.3457,0.3076,0.1562,0.1502
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,3.160,uM,72,hr,2,2387,406,0.2830,0.3076,0.1701,0.1502
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,3.160,uM,72,hr,3,2351,292,0.2941,0.3076,0.1242,0.1502
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,0.000,uM,72,hr,1,3752,367,0.4835,0.4885,0.0978,0.0896
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,0.000,uM,72,hr,2,3991,355,0.5194,0.4885,0.0890,0.0896
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,0.000,uM,72,hr,3,3526,289,0.4624,0.4885,0.0820,0.0896
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,0.316,uM,72,hr,1,1513,641,0.1246,0.1453,0.4237,0.3955
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,0.316,uM,72,hr,2,1738,710,0.1469,0.1453,0.4085,0.3955
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,0.316,uM,72,hr,3,1783,632,0.1644,0.1453,0.3545,0.3955
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,1.000,uM,72,hr,1,1685,555,0.1614,0.1480,0.3294,0.3294
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,1.000,uM,72,hr,2,1576,517,0.1513,0.1480,0.3280,0.3294
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,1.000,uM,72,hr,3,1375,455,0.1314,0.1480,0.3309,0.3294
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,3.160,uM,72,hr,1,1844,660,0.1691,0.1486,0.3579,0.3478
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,3.160,uM,72,hr,2,1434,506,0.1326,0.1486,0.3529,0.3478
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,3.160,uM,72,hr,3,1512,503,0.1441,0.1486,0.3327,0.3478
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,0.000,uM,72,hr,1,2454,395,0.2941,0.3034,0.1610,0.1673
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,0.000,uM,72,hr,2,2562,425,0.3053,0.3034,0.1659,0.1673
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,0.000,uM,72,hr,3,2637,462,0.3107,0.3034,0.1752,0.1673
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,0.316,uM,72,hr,1,1252,898,0.0506,0.0508,0.7173,0.7144
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,0.316,uM,72,hr,2,1208,870,0.0483,0.0508,0.7202,0.7144
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,0.316,uM,72,hr,3,1275,900,0.0536,0.0508,0.7059,0.7144
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,1.000,uM,72,hr,1,1374,845,0.0756,0.0722,0.6150,0.5817
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,1.000,uM,72,hr,2,1227,686,0.0773,0.0722,0.5591,0.5817
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,1.000,uM,72,hr,3,1042,595,0.0639,0.0722,0.5710,0.5817
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,3.160,uM,72,hr,1,1347,812,0.0764,0.0748,0.6028,0.5989
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,3.160,uM,72,hr,2,1274,753,0.0744,0.0748,0.5911,0.5989
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,3.160,uM,72,hr,3,1297,782,0.0736,0.0748,0.6029,0.5989
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,1.000,0.000,uM,72,hr,1,1706,704,0.1431,0.1375,0.4127,0.4603
