Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Mean Relative Cell Count,Standard Error of the Mean for Relative Cell Count,Mean Normalized Growth Rate Inhibition Value,Standard Error of the Mean for Normalized Growth Rate Inhibition Value
50029-3,MCF7,10059-101-1,AZD-6482,0.04,uM,LJP5,1.0474,0.0408,1.0499,0.0452
50029-3,MCF7,10059-101-1,AZD-6482,0.12,uM,LJP5,0.9609,0.0335,0.9543,0.0374
50029-3,MCF7,10059-101-1,AZD-6482,0.37,uM,LJP5,0.9935,0.0379,0.9881,0.0381
50029-3,MCF7,10059-101-1,AZD-6482,1.11,uM,LJP5,0.9137,0.0143,0.9064,0.0167
50029-3,MCF7,10059-101-1,AZD-6482,3.33,uM,LJP5,0.7165,0.0286,0.6728,0.0451
50029-3,MCF7,10059-101-1,AZD-6482,10,uM,LJP5,0.3120,0.0291,0.0729,0.0735
50029-3,MCF7,10061-101-1,NU7441,0.04,uM,LJP5,1.0042,0.0308,1.0009,0.0315
50029-3,MCF7,10061-101-1,NU7441,0.12,uM,LJP5,0.9583,0.0119,0.9552,0.0138
50029-3,MCF7,10061-101-1,NU7441,0.37,uM,LJP5,0.9415,0.0271,0.9367,0.0307
50029-3,MCF7,10061-101-1,NU7441,1.11,uM,LJP5,0.9065,0.0506,0.8917,0.0581
50029-3,MCF7,10061-101-1,NU7441,3.33,uM,LJP5,0.7803,0.0440,0.7470,0.0611
50029-3,MCF7,10061-101-1,NU7441,10,uM,LJP5,0.4202,0.0881,0.2407,0.1613
50029-3,MCF7,10063-102-1,OSI-027,0.04,uM,LJP6,0.9109,0.0612,0.8923,0.0737
50029-3,MCF7,10063-102-1,OSI-027,0.12,uM,LJP6,0.6905,0.0508,0.6228,0.0756
50029-3,MCF7,10063-102-1,OSI-027,0.37,uM,LJP6,0.5074,0.0098,0.3702,0.0349
50029-3,MCF7,10063-102-1,OSI-027,1.11,uM,LJP6,0.4296,0.0287,0.2498,0.0385
50029-3,MCF7,10063-102-1,OSI-027,3.33,uM,LJP6,0.3999,0.0223,0.2005,0.0426
50029-3,MCF7,10063-102-1,OSI-027,10,uM,LJP6,0.3539,0.0252,0.1214,0.0500
50029-3,MCF7,10064-101-1,WYE-125132,0.04,uM,LJP6,0.3762,0.0304,0.1598,0.0526
50029-3,MCF7,10064-101-1,WYE-125132,0.12,uM,LJP6,0.3647,0.0324,0.1396,0.0582
50029-3,MCF7,10064-101-1,WYE-125132,0.37,uM,LJP6,0.3583,0.0235,0.1298,0.0401
50029-3,MCF7,10064-101-1,WYE-125132,1.11,uM,LJP6,0.3700,0.0353,0.1487,0.0583
50029-3,MCF7,10064-101-1,WYE-125132,3.33,uM,LJP6,0.3386,0.0366,0.0933,0.0609
50029-3,MCF7,10064-101-1,WYE-125132,10,uM,LJP6,0.2889,0.0367,-0.0014,0.0840
50029-3,MCF7,10067-101-1,Barasertib,0.04,uM,LJP5,0.3811,0.0142,0.1973,0.0372
50029-3,MCF7,10067-101-1,Barasertib,0.12,uM,LJP5,0.3422,0.0205,0.1320,0.0129
50029-3,MCF7,10067-101-1,Barasertib,0.37,uM,LJP5,0.3372,0.0274,0.1227,0.0203
50029-3,MCF7,10067-101-1,Barasertib,1.11,uM,LJP5,0.3359,0.0162,0.1208,0.0141
50029-3,MCF7,10067-101-1,Barasertib,3.33,uM,LJP5,0.3352,0.0236,0.1191,0.0199
50029-3,MCF7,10067-101-1,Barasertib,10,uM,LJP5,0.3319,0.0252,0.1133,0.0129
50029-3,MCF7,10068-101-1,Vemurafenib,0.04,uM,LJP5,0.9809,0.0076,0.9782,0.0096
50029-3,MCF7,10068-101-1,Vemurafenib,0.12,uM,LJP5,1.0142,0.0120,1.0156,0.0136
50029-3,MCF7,10068-101-1,Vemurafenib,0.37,uM,LJP5,1.0307,0.0088,1.0323,0.0084
50029-3,MCF7,10068-101-1,Vemurafenib,1.11,uM,LJP5,1.0104,0.0268,1.0081,0.0267
50029-3,MCF7,10068-101-1,Vemurafenib,3.33,uM,LJP5,0.9986,0.0116,0.9985,0.0130
50029-3,MCF7,10068-101-1,Vemurafenib,10,uM,LJP5,0.8750,0.0398,0.8580,0.0494
50029-3,MCF7,10069-101-1,Enzastaurin,0.04,uM,LJP5,0.9831,0.0285,0.9785,0.0298
50029-3,MCF7,10069-101-1,Enzastaurin,0.12,uM,LJP5,0.9988,0.0181,0.9989,0.0200
50029-3,MCF7,10069-101-1,Enzastaurin,0.37,uM,LJP5,1.0100,0.0192,1.0087,0.0204
50029-3,MCF7,10069-101-1,Enzastaurin,1.11,uM,LJP5,0.9518,0.0194,0.9458,0.0226
50029-3,MCF7,10069-101-1,Enzastaurin,3.33,uM,LJP5,0.9459,0.0437,0.9363,0.0482
50029-3,MCF7,10069-101-1,Enzastaurin,10,uM,LJP5,0.7547,0.1436,0.6929,0.1778
50029-3,MCF7,10071-101-1,Palbociclib,0.04,uM,LJP6,0.7469,0.0340,0.6960,0.0521
50029-3,MCF7,10071-101-1,Palbociclib,0.12,uM,LJP6,0.6383,0.0434,0.5519,0.0729
50029-3,MCF7,10071-101-1,Palbociclib,0.37,uM,LJP6,0.5646,0.0511,0.4472,0.0896
50029-3,MCF7,10071-101-1,Palbociclib,1.11,uM,LJP6,0.5003,0.0347,0.3564,0.0730
50029-3,MCF7,10071-101-1,Palbociclib,3.33,uM,LJP6,0.4741,0.0063,0.3199,0.0316
50029-3,MCF7,10071-101-1,Palbociclib,10,uM,LJP6,0.4571,0.0152,0.2944,0.0140
50029-3,MCF7,10072-101-1,PF562271,0.04,uM,LJP6,0.8739,0.0040,0.8557,0.0025
50029-3,MCF7,10072-101-1,PF562271,0.12,uM,LJP6,0.7944,0.0213,0.7587,0.0310
50029-3,MCF7,10072-101-1,PF562271,0.37,uM,LJP6,0.6185,0.0152,0.5291,0.0380
50029-3,MCF7,10072-101-1,PF562271,1.11,uM,LJP6,0.4316,0.0202,0.2511,0.0542
50029-3,MCF7,10072-101-1,PF562271,3.33,uM,LJP6,0.2503,0.0161,-0.0743,0.0252
50029-3,MCF7,10072-101-1,PF562271,10,uM,LJP6,0.1502,0.0265,-0.3091,0.0397
50029-3,MCF7,10073-101-1,PHA-793887,0.04,uM,LJP6,0.4062,0.0443,0.2073,0.0863
50029-3,MCF7,10073-101-1,PHA-793887,0.12,uM,LJP6,0.3666,0.0178,0.1427,0.0579
50029-3,MCF7,10073-101-1,PHA-793887,0.37,uM,LJP6,0.3059,0.0035,0.0348,0.0362
50029-3,MCF7,10073-101-1,PHA-793887,1.11,uM,LJP6,0.2812,0.0084,-0.0125,0.0306
50029-3,MCF7,10073-101-1,PHA-793887,3.33,uM,LJP6,0.2388,0.0280,-0.1016,0.0720
50029-3,MCF7,10073-101-1,PHA-793887,10,uM,LJP6,0.1418,0.0178,-0.3283,0.0165
50029-3,MCF7,10075-101-1,QL-X-138,0.04,uM,LJP6,0.6008,0.0837,0.4960,0.1287
50029-3,MCF7,10075-101-1,QL-X-138,0.12,uM,LJP6,0.5395,0.0669,0.4100,0.1157
50029-3,MCF7,10075-101-1,QL-X-138,0.37,uM,LJP6,0.4690,0.0235,0.3101,0.0567
50029-3,MCF7,10075-101-1,QL-X-138,1.11,uM,LJP6,0.4042,0.0173,0.2054,0.0540
50029-3,MCF7,10075-101-1,QL-X-138,3.33,uM,LJP6,0.3669,0.0080,0.1446,0.0353
50029-3,MCF7,10075-101-1,QL-X-138,10,uM,LJP6,0.2390,0.0167,-0.0977,0.0124
50029-3,MCF7,10077-101-1,QL-XII-47,0.04,uM,LJP6,0.6548,0.0609,0.5695,0.0916
50029-3,MCF7,10077-101-1,QL-XII-47,0.12,uM,LJP6,0.5068,0.0889,0.3500,0.1468
50029-3,MCF7,10077-101-1,QL-XII-47,0.37,uM,LJP6,0.3082,0.0150,0.0387,0.0482
50029-3,MCF7,10077-101-1,QL-XII-47,1.11,uM,LJP6,0.2406,0.0079,-0.0941,0.0261
50029-3,MCF7,10077-101-1,QL-XII-47,3.33,uM,LJP6,0.2339,0.0145,-0.1086,0.0098
50029-3,MCF7,10077-101-1,QL-XII-47,10,uM,LJP6,0.1998,0.0288,-0.1876,0.0707
50029-3,MCF7,10079-101-1,Torin1,0.04,uM,LJP6,0.3791,0.0228,0.1662,0.0256
50029-3,MCF7,10079-101-1,Torin1,0.12,uM,LJP6,0.3519,0.0119,0.1190,0.0139
50029-3,MCF7,10079-101-1,Torin1,0.37,uM,LJP6,0.3313,0.0070,0.0820,0.0220
50029-3,MCF7,10079-101-1,Torin1,1.11,uM,LJP6,0.2947,0.0043,0.0141,0.0260
50029-3,MCF7,10079-101-1,Torin1,3.33,uM,LJP6,0.2759,0.0065,-0.0224,0.0266
50029-3,MCF7,10079-101-1,Torin1,10,uM,LJP6,0.2534,0.0145,-0.0680,0.0188
50029-3,MCF7,10080-101-1,Torin2,0.04,uM,LJP5,0.2689,0.0100,-0.0044,0.0218
50029-3,MCF7,10080-101-1,Torin2,0.12,uM,LJP5,0.2639,0.0113,-0.0152,0.0519
50029-3,MCF7,10080-101-1,Torin2,0.37,uM,LJP5,0.2465,0.0049,-0.0495,0.0373
50029-3,MCF7,10080-101-1,Torin2,1.11,uM,LJP5,0.2474,0.0114,-0.0476,0.0211
50029-3,MCF7,10080-101-1,Torin2,3.33,uM,LJP5,0.2490,0.0136,-0.0446,0.0138
50029-3,MCF7,10080-101-1,Torin2,10,uM,LJP5,0.2176,0.0150,-0.1105,0.0150
50029-3,MCF7,10082-101-1,WZ-4-145,0.04,uM,LJP6,0.7232,0.0220,0.6695,0.0309
50029-3,MCF7,10082-101-1,WZ-4-145,0.12,uM,LJP6,0.7037,0.0424,0.6394,0.0657
50029-3,MCF7,10082-101-1,WZ-4-145,0.37,uM,LJP6,0.6179,0.0440,0.5243,0.0746
50029-3,MCF7,10082-101-1,WZ-4-145,1.11,uM,LJP6,0.4998,0.0241,0.3579,0.0536
50029-3,MCF7,10082-101-1,WZ-4-145,3.33,uM,LJP6,0.4278,0.0459,0.2410,0.0941
50029-3,MCF7,10082-101-1,WZ-4-145,10,uM,LJP6,0.1732,0.0344,-0.2534,0.0556
50029-3,MCF7,10084-101-1,WZ3105,0.04,uM,LJP5,0.1349,0.0245,-0.3167,0.0373
50029-3,MCF7,10084-101-1,WZ3105,0.12,uM,LJP5,0.1415,0.0324,-0.3029,0.0557
50029-3,MCF7,10084-101-1,WZ3105,0.37,uM,LJP5,0.1505,0.0355,-0.2798,0.0619
50029-3,MCF7,10084-101-1,WZ3105,1.11,uM,LJP5,0.1596,0.0333,-0.2539,0.0528
50029-3,MCF7,10084-101-1,WZ3105,3.33,uM,LJP5,0.1519,0.0260,-0.2702,0.0357
50029-3,MCF7,10084-101-1,WZ3105,10,uM,LJP5,0.1425,0.0235,-0.2957,0.0287
50029-3,MCF7,10086-101-1,XMD11-50,0.04,uM,LJP6,0.8748,0.0113,0.8521,0.0123
50029-3,MCF7,10086-101-1,XMD11-50,0.12,uM,LJP6,0.8181,0.0021,0.7843,0.0082
50029-3,MCF7,10086-101-1,XMD11-50,0.37,uM,LJP6,0.6715,0.0021,0.5992,0.0107
50029-3,MCF7,10086-101-1,XMD11-50,1.11,uM,LJP6,0.5045,0.0209,0.3654,0.0198
50029-3,MCF7,10086-101-1,XMD11-50,3.33,uM,LJP6,0.4001,0.0154,0.2014,0.0071
50029-3,MCF7,10086-101-1,XMD11-50,10,uM,LJP6,0.3054,0.0177,0.0333,0.0050
50029-3,MCF7,10087-101-1,XMD11-85h,0.04,uM,LJP6,0.7977,0.0429,0.7644,0.0444
50029-3,MCF7,10087-101-1,XMD11-85h,0.12,uM,LJP6,0.8620,0.0282,0.8396,0.0308
50029-3,MCF7,10087-101-1,XMD11-85h,0.37,uM,LJP6,0.8762,0.0373,0.8575,0.0403
50029-3,MCF7,10087-101-1,XMD11-85h,1.11,uM,LJP6,0.8366,0.0134,0.8075,0.0116
50029-3,MCF7,10087-101-1,XMD11-85h,3.33,uM,LJP6,0.7961,0.0323,0.7576,0.0374
50029-3,MCF7,10087-101-1,XMD11-85h,10,uM,LJP6,0.4624,0.0135,0.2983,0.0141
50029-3,MCF7,10091-101-1,XMD16-144,0.04,uM,LJP5,0.3741,0.0149,0.1864,0.0206
50029-3,MCF7,10091-101-1,XMD16-144,0.12,uM,LJP5,0.3511,0.0262,0.1474,0.0142
50029-3,MCF7,10091-101-1,XMD16-144,0.37,uM,LJP5,0.3602,0.0329,0.1624,0.0338
50029-3,MCF7,10091-101-1,XMD16-144,1.11,uM,LJP5,0.3619,0.0327,0.1654,0.0318
50029-3,MCF7,10091-101-1,XMD16-144,3.33,uM,LJP5,0.3589,0.0289,0.1602,0.0322
50029-3,MCF7,10091-101-1,XMD16-144,10,uM,LJP5,0.1521,0.0153,-0.2668,0.0052
50029-3,MCF7,10097-101-1,Erlotinib,0.04,uM,LJP5,0.8717,0.0320,0.8585,0.0398
50029-3,MCF7,10097-101-1,Erlotinib,0.12,uM,LJP5,0.9108,0.0357,0.8990,0.0430
50029-3,MCF7,10097-101-1,Erlotinib,0.37,uM,LJP5,1.0236,0.0146,1.0236,0.0136
50029-3,MCF7,10097-101-1,Erlotinib,1.11,uM,LJP5,1.0582,0.0307,1.0573,0.0270
50029-3,MCF7,10097-101-1,Erlotinib,3.33,uM,LJP5,1.0379,0.0253,1.0367,0.0233
50029-3,MCF7,10097-101-1,Erlotinib,10,uM,LJP5,0.9327,0.0375,0.9268,0.0429
50029-3,MCF7,10098-101-1,Gefitinib,0.04,uM,LJP6,1.0839,0.0327,1.0913,0.0368
50029-3,MCF7,10098-101-1,Gefitinib,0.12,uM,LJP6,1.0549,0.0348,1.0589,0.0397
50029-3,MCF7,10098-101-1,Gefitinib,0.37,uM,LJP6,1.0502,0.0427,1.0529,0.0481
50029-3,MCF7,10098-101-1,Gefitinib,1.11,uM,LJP6,1.0365,0.0471,1.0415,0.0532
50029-3,MCF7,10098-101-1,Gefitinib,3.33,uM,LJP6,1.0256,0.0341,1.0278,0.0396
50029-3,MCF7,10098-101-1,Gefitinib,10,uM,LJP6,0.8361,0.0152,0.8083,0.0229
50029-3,MCF7,10099-101-1,Nilotinib,0.04,uM,LJP5,1.0276,0.0115,1.0284,0.0124
50029-3,MCF7,10099-101-1,Nilotinib,0.12,uM,LJP5,1.0374,0.0216,1.0364,0.0218
50029-3,MCF7,10099-101-1,Nilotinib,0.37,uM,LJP5,0.9729,0.0119,0.9709,0.0121
50029-3,MCF7,10099-101-1,Nilotinib,1.11,uM,LJP5,0.9618,0.0067,0.9579,0.0081
50029-3,MCF7,10099-101-1,Nilotinib,3.33,uM,LJP5,0.9590,0.0312,0.9561,0.0342
50029-3,MCF7,10099-101-1,Nilotinib,10,uM,LJP5,0.2955,0.0460,0.0407,0.0860
50029-3,MCF7,10100-101-1,JNK-9L,0.04,uM,LJP6,0.7603,0.0438,0.7142,0.0600
50029-3,MCF7,10100-101-1,JNK-9L,0.12,uM,LJP6,0.6766,0.0799,0.5987,0.1183
50029-3,MCF7,10100-101-1,JNK-9L,0.37,uM,LJP6,0.3976,0.0428,0.1907,0.0958
50029-3,MCF7,10100-101-1,JNK-9L,1.11,uM,LJP6,0.2005,0.0429,-0.1923,0.1218
50029-3,MCF7,10100-101-1,JNK-9L,3.33,uM,LJP6,0.1754,0.0504,-0.2555,0.1299
50029-3,MCF7,10100-101-1,JNK-9L,10,uM,LJP6,0.1717,0.0569,-0.2749,0.1714
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP5,0.6568,0.0200,0.5993,0.0301
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP6,0.6824,0.0216,0.6157,0.0250
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP5,0.6149,0.0099,0.5455,0.0074
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP6,0.6201,0.0091,0.5332,0.0159
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP5,0.5943,0.0130,0.5152,0.0353
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP6,0.5899,0.0198,0.4906,0.0254
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP5,0.5466,0.0136,0.4505,0.0303
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP6,0.5497,0.0036,0.4340,0.0160
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP5,0.4225,0.0198,0.2648,0.0330
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP6,0.4264,0.0216,0.2439,0.0422
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP5,0.2980,0.0454,0.0475,0.0645
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP6,0.3017,0.0317,0.0241,0.0508
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP5,0.5857,0.0269,0.5016,0.0539
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP6,0.6015,0.0229,0.5052,0.0472
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP5,0.3494,0.0123,0.1433,0.0125
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP6,0.3553,0.0126,0.1251,0.0184
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP5,0.2962,0.0212,0.0480,0.0109
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP6,0.3002,0.0214,0.0243,0.0106
50029-3,MCF7,10108-101-1,Geldanamycin,1.11,uM,LJP5,0.3003,0.0127,0.0558,0.0166
50029-3,MCF7,10108-101-1,Geldanamycin,1.11,uM,LJP6,0.3207,0.0197,0.0625,0.0212
50029-3,MCF7,10108-101-1,Geldanamycin,3.33,uM,LJP5,0.2574,0.0265,-0.0284,0.0287
50029-3,MCF7,10108-101-1,Geldanamycin,3.33,uM,LJP6,0.2701,0.0243,-0.0348,0.0197
50029-3,MCF7,10108-101-1,Geldanamycin,10,uM,LJP5,0.1519,0.0312,-0.2723,0.0653
50029-3,MCF7,10108-101-1,Geldanamycin,10,uM,LJP6,0.1420,0.0179,-0.3273,0.0306
50029-3,MCF7,10109-101-1,YM 201636,0.04,uM,LJP5,1.0593,0.0190,1.0607,0.0181
50029-3,MCF7,10109-101-1,YM 201636,0.12,uM,LJP5,0.9657,0.0172,0.9628,0.0194
50029-3,MCF7,10109-101-1,YM 201636,0.37,uM,LJP5,0.8693,0.0226,0.8564,0.0269
50029-3,MCF7,10109-101-1,YM 201636,1.11,uM,LJP5,0.6625,0.0148,0.6059,0.0238
50029-3,MCF7,10109-101-1,YM 201636,3.33,uM,LJP5,0.4935,0.0374,0.3699,0.0710
50029-3,MCF7,10109-101-1,YM 201636,10,uM,LJP5,0.2659,0.0925,-0.0430,0.2016
50029-3,MCF7,10111-101-1,TWS119,0.04,uM,LJP5,1.0566,0.0327,1.0589,0.0351
50029-3,MCF7,10111-101-1,TWS119,0.12,uM,LJP5,0.9884,0.0293,0.9843,0.0309
50029-3,MCF7,10111-101-1,TWS119,0.37,uM,LJP5,0.9906,0.0371,0.9911,0.0408
50029-3,MCF7,10111-101-1,TWS119,1.11,uM,LJP5,0.9711,0.0424,0.9635,0.0455
50029-3,MCF7,10111-101-1,TWS119,3.33,uM,LJP5,0.6722,0.0276,0.6161,0.0458
50029-3,MCF7,10111-101-1,TWS119,10,uM,LJP5,0.1955,0.0334,-0.1652,0.0591
50029-3,MCF7,10112-101-1,PF477736,0.04,uM,LJP5,0.6412,0.0244,0.5793,0.0324
50029-3,MCF7,10112-101-1,PF477736,0.12,uM,LJP5,0.5185,0.0137,0.4107,0.0236
50029-3,MCF7,10112-101-1,PF477736,0.37,uM,LJP5,0.4675,0.0049,0.3354,0.0232
50029-3,MCF7,10112-101-1,PF477736,1.11,uM,LJP5,0.4034,0.0076,0.2350,0.0183
50029-3,MCF7,10112-101-1,PF477736,3.33,uM,LJP5,0.3687,0.0156,0.1778,0.0103
50029-3,MCF7,10112-101-1,PF477736,10,uM,LJP5,0.2989,0.0255,0.0527,0.0218
50029-3,MCF7,10115-102-1,LDN-193189,0.04,uM,LJP5,1.0721,0.0251,1.0757,0.0273
50029-3,MCF7,10115-102-1,LDN-193189,0.12,uM,LJP5,1.0002,0.0417,1.0030,0.0436
50029-3,MCF7,10115-102-1,LDN-193189,0.37,uM,LJP5,1.0089,0.0382,1.0108,0.0414
50029-3,MCF7,10115-102-1,LDN-193189,1.11,uM,LJP5,0.8807,0.0198,0.8683,0.0257
50029-3,MCF7,10115-102-1,LDN-193189,3.33,uM,LJP5,0.4350,0.1037,0.2581,0.1932
50029-3,MCF7,10115-102-1,LDN-193189,10,uM,LJP5,0.1151,0.0128,-0.3681,0.0113
50029-3,MCF7,10116-101-1,PF431396,0.04,uM,LJP5,0.7730,0.0225,0.7415,0.0374
50029-3,MCF7,10116-101-1,PF431396,0.12,uM,LJP5,0.5632,0.0283,0.4706,0.0587
50029-3,MCF7,10116-101-1,PF431396,0.37,uM,LJP5,0.3736,0.0114,0.1842,0.0448
50029-3,MCF7,10116-101-1,PF431396,1.11,uM,LJP5,0.3043,0.0197,0.0628,0.0148
50029-3,MCF7,10116-101-1,PF431396,3.33,uM,LJP5,0.2594,0.0138,-0.0235,0.0217
50029-3,MCF7,10116-101-1,PF431396,10,uM,LJP5,0.1472,0.0184,-0.2798,0.0176
50029-3,MCF7,10117-101-1,Celastrol,0.04,uM,LJP6,1.0937,0.0252,1.1012,0.0245
50029-3,MCF7,10117-101-1,Celastrol,0.12,uM,LJP6,0.9993,0.0151,0.9979,0.0158
50029-3,MCF7,10117-101-1,Celastrol,0.37,uM,LJP6,0.6153,0.0554,0.5204,0.0901
50029-3,MCF7,10117-101-1,Celastrol,1.11,uM,LJP6,0.3521,0.0177,0.1173,0.0582
50029-3,MCF7,10117-101-1,Celastrol,3.33,uM,LJP6,0.2332,0.0145,-0.1114,0.0522
50029-3,MCF7,10117-101-1,Celastrol,10,uM,LJP6,0.1938,0.0369,-0.2046,0.0903
50029-3,MCF7,10119-101-1,SU11274,0.04,uM,LJP5,1.0994,0.0231,1.1035,0.0264
50029-3,MCF7,10119-101-1,SU11274,0.12,uM,LJP5,1.0445,0.0391,1.0473,0.0436
50029-3,MCF7,10119-101-1,SU11274,0.37,uM,LJP5,1.0118,0.0378,1.0123,0.0419
50029-3,MCF7,10119-101-1,SU11274,1.11,uM,LJP5,0.8694,0.0231,0.8578,0.0217
50029-3,MCF7,10119-101-1,SU11274,3.33,uM,LJP5,0.7485,0.0110,0.7120,0.0262
50029-3,MCF7,10119-101-1,SU11274,10,uM,LJP5,0.3240,0.0244,0.0989,0.0265
50029-3,MCF7,10120-102-1,Canertinib,0.04,uM,LJP6,0.9922,0.0026,0.9894,0.0033
50029-3,MCF7,10120-102-1,Canertinib,0.12,uM,LJP6,0.8985,0.0177,0.8836,0.0201
50029-3,MCF7,10120-102-1,Canertinib,0.37,uM,LJP6,0.8298,0.0214,0.8006,0.0308
50029-3,MCF7,10120-102-1,Canertinib,1.11,uM,LJP6,0.7251,0.0276,0.6700,0.0360
50029-3,MCF7,10120-102-1,Canertinib,3.33,uM,LJP6,0.6034,0.0454,0.5047,0.0754
50029-3,MCF7,10120-102-1,Canertinib,10,uM,LJP6,0.1277,0.0225,-0.3673,0.0529
50029-3,MCF7,10122-101-1,NVP-AEW541,0.04,uM,LJP5,0.9781,0.0204,0.9752,0.0230
50029-3,MCF7,10122-101-1,NVP-AEW541,0.12,uM,LJP5,0.8553,0.0570,0.8344,0.0716
50029-3,MCF7,10122-101-1,NVP-AEW541,0.37,uM,LJP5,0.5759,0.0109,0.4899,0.0224
50029-3,MCF7,10122-101-1,NVP-AEW541,1.11,uM,LJP5,0.5152,0.0061,0.4052,0.0325
50029-3,MCF7,10122-101-1,NVP-AEW541,3.33,uM,LJP5,0.5082,0.0219,0.3935,0.0523
50029-3,MCF7,10122-101-1,NVP-AEW541,10,uM,LJP5,0.2383,0.0134,-0.0685,0.0581
50029-3,MCF7,10125-101-1,PHA-665752,0.04,uM,LJP5,1.0594,0.0104,1.0613,0.0068
50029-3,MCF7,10125-101-1,PHA-665752,0.12,uM,LJP5,1.0597,0.0392,1.0611,0.0422
50029-3,MCF7,10125-101-1,PHA-665752,0.37,uM,LJP5,1.0483,0.0292,1.0488,0.0296
50029-3,MCF7,10125-101-1,PHA-665752,1.11,uM,LJP5,1.0122,0.0352,1.0087,0.0340
50029-3,MCF7,10125-101-1,PHA-665752,3.33,uM,LJP5,0.9304,0.0244,0.9233,0.0299
50029-3,MCF7,10125-101-1,PHA-665752,10,uM,LJP5,0.7171,0.0703,0.6655,0.0979
50029-3,MCF7,10126-101-1,PI103,0.04,uM,LJP6,0.7581,0.0587,0.7097,0.0795
50029-3,MCF7,10126-101-1,PI103,0.12,uM,LJP6,0.5167,0.0564,0.3789,0.0907
50029-3,MCF7,10126-101-1,PI103,0.37,uM,LJP6,0.3249,0.0277,0.0687,0.0466
50029-3,MCF7,10126-101-1,PI103,1.11,uM,LJP6,0.2640,0.0191,-0.0473,0.0295
50029-3,MCF7,10126-101-1,PI103,3.33,uM,LJP6,0.2488,0.0172,-0.0779,0.0364
50029-3,MCF7,10126-101-1,PI103,10,uM,LJP6,0.2142,0.0253,-0.1534,0.0602
50029-3,MCF7,10127-101-1,Dovitinib,0.04,uM,LJP5,0.9044,0.0277,0.8977,0.0269
50029-3,MCF7,10127-101-1,Dovitinib,0.12,uM,LJP5,0.8764,0.0360,0.8619,0.0454
50029-3,MCF7,10127-101-1,Dovitinib,0.37,uM,LJP5,0.7257,0.0540,0.6782,0.0777
50029-3,MCF7,10127-101-1,Dovitinib,1.11,uM,LJP5,0.6304,0.0720,0.5544,0.1109
50029-3,MCF7,10127-101-1,Dovitinib,3.33,uM,LJP5,0.5021,0.0535,0.3788,0.0992
50029-3,MCF7,10127-101-1,Dovitinib,10,uM,LJP5,0.4480,0.0357,0.3036,0.0582
50029-3,MCF7,10128-101-1,GSK 690693,0.04,uM,LJP5,0.6593,0.0206,0.5998,0.0423
50029-3,MCF7,10128-101-1,GSK 690693,0.12,uM,LJP5,0.5890,0.0579,0.4995,0.0952
50029-3,MCF7,10128-101-1,GSK 690693,0.37,uM,LJP5,0.5294,0.0374,0.4202,0.0749
50029-3,MCF7,10128-101-1,GSK 690693,1.11,uM,LJP5,0.4951,0.0217,0.3738,0.0551
50029-3,MCF7,10128-101-1,GSK 690693,3.33,uM,LJP5,0.4854,0.0258,0.3606,0.0520
50029-3,MCF7,10128-101-1,GSK 690693,10,uM,LJP5,0.4538,0.0280,0.3123,0.0521
50029-3,MCF7,10132-101-1,SNS-032,0.04,uM,LJP6,0.2507,0.0366,-0.0791,0.0947
50029-3,MCF7,10132-101-1,SNS-032,0.12,uM,LJP6,0.1546,0.0170,-0.2947,0.0230
50029-3,MCF7,10132-101-1,SNS-032,0.37,uM,LJP6,0.1418,0.0220,-0.3291,0.0355
50029-3,MCF7,10132-101-1,SNS-032,1.11,uM,LJP6,0.1429,0.0204,-0.3259,0.0336
50029-3,MCF7,10132-101-1,SNS-032,3.33,uM,LJP6,0.1379,0.0229,-0.3403,0.0363
50029-3,MCF7,10132-101-1,SNS-032,10,uM,LJP6,0.1340,0.0273,-0.3536,0.0480
50029-3,MCF7,10133-101-1,Afatinib,0.04,uM,LJP6,0.8171,0.0634,0.7837,0.0834
50029-3,MCF7,10133-101-1,Afatinib,0.12,uM,LJP6,0.8401,0.0642,0.8098,0.0846
50029-3,MCF7,10133-101-1,Afatinib,0.37,uM,LJP6,0.8834,0.0350,0.8649,0.0454
