Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,Drug Concentration,Conc Units,Timepoint,Timepoint Units,Measured pERK (Alexa 488),Measured p-Rb (Alexa 568),Alexa Fluor 647,Measured p-Akt/p-4EBP1/p-S6 (Alexa 647),Image
10345-999-1,Torkinib,50091-2,AU565,31.6,nM,24,hr,412.00,70.44,p-Akt,34.30,342952
10172-101-2,GSK1059615,50091-2,AU565,100.0,nM,6,hr,223.60,51.25,p-Akt,23.72,329749
10172-101-2,GSK1059615,50091-2,AU565,100.0,nM,24,hr,496.50,107.87,p-Akt,88.78,343132
10057-102-1,MK2206,50091-2,AU565,100.0,nM,6,hr,217.60,53.69,p-Akt,13.47,330191
10057-102-1,MK2206,50091-2,AU565,100.0,nM,24,hr,334.04,92.53,p-Akt,29.08,343951
10280-999-2,Triciribine,50091-2,AU565,100.0,nM,6,hr,301.03,74.23,p-Akt,21.74,330722
10280-999-2,Triciribine,50091-2,AU565,100.0,nM,24,hr,480.85,96.79,p-Akt,57.97,341377
10232-101-2,Dactolisib,50091-2,AU565,100.0,nM,6,hr,290.65,59.15,p-Akt,17.08,328679
10232-101-2,Dactolisib,50091-2,AU565,100.0,nM,24,hr,377.63,60.16,p-Akt,25.52,341882
10098-101-2,Gefitinib,50213-2,HCC1954,100.0,nM,6,hr,166.09,41.51,p-Akt,23.50,354230
10098-101-2,Gefitinib,50213-2,HCC1954,100.0,nM,24,hr,271.49,112.65,p-Akt,74.36,345688
10345-999-1,Torkinib,50213-2,HCC1954,31.6,nM,6,hr,150.07,28.76,p-Akt,14.38,355156
10345-999-1,Torkinib,50213-2,HCC1954,31.6,nM,24,hr,250.65,86.99,p-Akt,39.42,346282
10172-101-2,GSK1059615,50213-2,HCC1954,100.0,nM,6,hr,324.83,87.89,p-Akt,34.01,355499
10172-101-2,GSK1059615,50213-2,HCC1954,100.0,nM,24,hr,285.12,84.64,p-Akt,37.56,346382
10057-102-1,MK2206,50213-2,HCC1954,100.0,nM,6,hr,239.59,77.83,p-Akt,17.44,356174
10057-102-1,MK2206,50213-2,HCC1954,100.0,nM,24,hr,248.97,102.29,p-Akt,31.95,347156
10280-999-2,Triciribine,50213-2,HCC1954,100.0,nM,6,hr,200.10,73.80,p-Akt,29.38,356696
10280-999-2,Triciribine,50213-2,HCC1954,100.0,nM,24,hr,238.17,94.17,p-Akt,36.41,344492
10232-101-2,Dactolisib,50213-2,HCC1954,100.0,nM,6,hr,186.97,55.42,p-Akt,16.95,354410
10232-101-2,Dactolisib,50213-2,HCC1954,100.0,nM,24,hr,240.30,68.59,p-Akt,21.56,344735
10098-101-2,Gefitinib,50583-5,MCF 10A,100.0,nM,6,hr,345.12,168.30,p-Akt,37.38,334924
10098-101-2,Gefitinib,50583-5,MCF 10A,100.0,nM,24,hr,258.63,122.31,p-Akt,28.67,348559
10345-999-1,Torkinib,50583-5,MCF 10A,31.6,nM,6,hr,436.07,147.11,p-Akt,29.06,335573
10345-999-1,Torkinib,50583-5,MCF 10A,31.6,nM,24,hr,400.54,150.17,p-Akt,24.66,349208
10172-101-2,GSK1059615,50583-5,MCF 10A,100.0,nM,6,hr,316.39,158.33,p-Akt,27.50,336149
10172-101-2,GSK1059615,50583-5,MCF 10A,100.0,nM,24,hr,326.44,133.59,p-Akt,27.72,349972
10057-102-1,MK2206,50583-5,MCF 10A,100.0,nM,6,hr,358.46,151.32,p-Akt,25.55,336796
10057-102-1,MK2206,50583-5,MCF 10A,100.0,nM,24,hr,301.03,149.65,p-Akt,23.12,350521
10280-999-2,Triciribine,50583-5,MCF 10A,100.0,nM,6,hr,360.87,152.35,p-Akt,25.66,337615
10280-999-2,Triciribine,50583-5,MCF 10A,100.0,nM,24,hr,231.53,128.71,p-Akt,20.57,347866
10232-101-2,Dactolisib,50583-5,MCF 10A,100.0,nM,6,hr,342.01,143.79,p-Akt,24.33,335149
10232-101-2,Dactolisib,50583-5,MCF 10A,100.0,nM,24,hr,343.00,90.76,p-Akt,19.96,348235
10098-101-2,Gefitinib,50541-2,T47D,100.0,nM,6,hr,165.65,99.07,p-Akt,102.82,338002
10098-101-2,Gefitinib,50541-2,T47D,100.0,nM,24,hr,153.51,95.94,p-Akt,73.78,351800
10345-999-1,Torkinib,50541-2,T47D,31.6,nM,6,hr,157.45,81.63,p-Akt,32.89,338840
10345-999-1,Torkinib,50541-2,T47D,31.6,nM,24,hr,120.65,41.23,p-Akt,22.89,352601
10172-101-2,GSK1059615,50541-2,T47D,100.0,nM,6,hr,158.85,79.78,p-Akt,56.09,339470
10172-101-2,GSK1059615,50541-2,T47D,100.0,nM,24,hr,151.19,70.37,p-Akt,36.54,353230
10057-102-1,MK2206,50541-2,T47D,100.0,nM,6,hr,95.92,42.78,p-Akt,7.64,340217
10057-102-1,MK2206,50541-2,T47D,100.0,nM,24,hr,135.00,67.06,p-Akt,17.61,353429
10280-999-2,Triciribine,50541-2,T47D,100.0,nM,6,hr,113.51,61.24,p-Akt,15.00,340882
10280-999-2,Triciribine,50541-2,T47D,100.0,nM,24,hr,172.96,80.38,p-Akt,42.98,351079
10232-101-2,Dactolisib,50541-2,T47D,100.0,nM,6,hr,101.93,53.36,p-Akt,8.50,338488
10232-101-2,Dactolisib,50541-2,T47D,100.0,nM,24,hr,121.98,38.12,p-Akt,19.84,351197
10098-101-2,Gefitinib,50091-2,AU565,316.0,nM,6,hr,234.01,54.85,p-Akt,22.11,327950
10098-101-2,Gefitinib,50091-2,AU565,316.0,nM,24,hr,399.13,99.71,p-Akt,107.30,342439
10345-999-1,Torkinib,50091-2,AU565,133.0,nM,6,hr,314.14,57.99,p-Akt,14.98,329344
10345-999-1,Torkinib,50091-2,AU565,133.0,nM,24,hr,395.71,61.17,p-Akt,22.66,342512
10172-101-2,GSK1059615,50091-2,AU565,316.0,nM,6,hr,232.75,48.96,p-Akt,23.52,330055
10172-101-2,GSK1059615,50091-2,AU565,316.0,nM,24,hr,474.59,87.91,p-Akt,63.03,343069
10057-102-1,MK2206,50091-2,AU565,316.0,nM,6,hr,266.67,61.68,p-Akt,13.97,330110
10057-102-1,MK2206,50091-2,AU565,316.0,nM,24,hr,320.76,76.81,p-Akt,22.30,343861
10280-999-2,Triciribine,50091-2,AU565,316.0,nM,6,hr,344.20,83.25,p-Akt,21.62,330830
10280-999-2,Triciribine,50091-2,AU565,316.0,nM,24,hr,468.57,85.00,p-Akt,42.85,341089
10232-101-2,Dactolisib,50091-2,AU565,316.0,nM,6,hr,300.22,59.06,p-Akt,16.85,328904
10232-101-2,Dactolisib,50091-2,AU565,316.0,nM,24,hr,403.53,59.74,p-Akt,21.21,341810
10098-101-2,Gefitinib,50213-2,HCC1954,316.0,nM,6,hr,169.38,48.39,p-Akt,24.53,354086
10098-101-2,Gefitinib,50213-2,HCC1954,316.0,nM,24,hr,250.36,103.57,p-Akt,72.98,345661
10345-999-1,Torkinib,50213-2,HCC1954,133.0,nM,6,hr,174.96,31.04,p-Akt,14.51,355372
10345-999-1,Torkinib,50213-2,HCC1954,133.0,nM,24,hr,234.19,75.17,p-Akt,27.06,345841
10172-101-2,GSK1059615,50213-2,HCC1954,316.0,nM,6,hr,348.89,81.09,p-Akt,24.10,355508
10172-101-2,GSK1059615,50213-2,HCC1954,316.0,nM,24,hr,303.70,70.83,p-Akt,23.41,346597
10057-102-1,MK2206,50213-2,HCC1954,316.0,nM,6,hr,223.77,64.61,p-Akt,15.70,356192
10057-102-1,MK2206,50213-2,HCC1954,316.0,nM,24,hr,244.70,93.44,p-Akt,20.33,347084
10280-999-2,Triciribine,50213-2,HCC1954,316.0,nM,6,hr,241.79,82.96,p-Akt,31.94,356588
10280-999-2,Triciribine,50213-2,HCC1954,316.0,nM,24,hr,241.42,93.99,p-Akt,30.59,344366
10232-101-2,Dactolisib,50213-2,HCC1954,316.0,nM,6,hr,172.52,45.49,p-Akt,15.11,354392
10232-101-2,Dactolisib,50213-2,HCC1954,316.0,nM,24,hr,255.42,63.44,p-Akt,17.92,345202
10098-101-2,Gefitinib,50583-5,MCF 10A,316.0,nM,6,hr,215.43,158.10,p-Akt,29.68,334610
10098-101-2,Gefitinib,50583-5,MCF 10A,316.0,nM,24,hr,199.50,113.21,p-Akt,24.25,348946
10345-999-1,Torkinib,50583-5,MCF 10A,133.0,nM,6,hr,466.79,144.13,p-Akt,22.20,335807
10345-999-1,Torkinib,50583-5,MCF 10A,133.0,nM,24,hr,395.84,135.47,p-Akt,17.01,349441
10172-101-2,GSK1059615,50583-5,MCF 10A,316.0,nM,6,hr,259.69,149.07,p-Akt,21.21,336050
10172-101-2,GSK1059615,50583-5,MCF 10A,316.0,nM,24,hr,297.05,126.32,p-Akt,20.34,349720
10057-102-1,MK2206,50583-5,MCF 10A,316.0,nM,6,hr,361.83,149.71,p-Akt,20.90,336994
10057-102-1,MK2206,50583-5,MCF 10A,316.0,nM,24,hr,302.86,152.87,p-Akt,19.19,350584
10280-999-2,Triciribine,50583-5,MCF 10A,316.0,nM,6,hr,364.57,150.90,p-Akt,21.02,337138
10280-999-2,Triciribine,50583-5,MCF 10A,316.0,nM,24,hr,232.57,125.08,p-Akt,18.69,347552
10232-101-2,Dactolisib,50583-5,MCF 10A,316.0,nM,6,hr,305.65,142.81,p-Akt,19.28,335095
10232-101-2,Dactolisib,50583-5,MCF 10A,316.0,nM,24,hr,331.36,49.75,p-Akt,15.70,348100
10098-101-2,Gefitinib,50541-2,T47D,316.0,nM,6,hr,157.11,101.80,p-Akt,102.46,338137
10098-101-2,Gefitinib,50541-2,T47D,316.0,nM,24,hr,159.76,114.64,p-Akt,81.98,351889
10345-999-1,Torkinib,50541-2,T47D,133.0,nM,6,hr,153.21,83.29,p-Akt,22.78,338947
10345-999-1,Torkinib,50541-2,T47D,133.0,nM,24,hr,115.96,35.31,p-Akt,16.90,352484
10172-101-2,GSK1059615,50541-2,T47D,316.0,nM,6,hr,155.22,70.63,p-Akt,39.74,339695
10172-101-2,GSK1059615,50541-2,T47D,316.0,nM,24,hr,145.35,43.87,p-Akt,26.14,353212
10057-102-1,MK2206,50541-2,T47D,316.0,nM,6,hr,106.17,51.36,p-Akt,7.32,339839
10057-102-1,MK2206,50541-2,T47D,316.0,nM,24,hr,133.77,58.56,p-Akt,14.98,353483
10280-999-2,Triciribine,50541-2,T47D,316.0,nM,6,hr,114.81,51.70,p-Akt,11.93,340513
10280-999-2,Triciribine,50541-2,T47D,316.0,nM,24,hr,167.32,71.34,p-Akt,37.26,350657
10232-101-2,Dactolisib,50541-2,T47D,316.0,nM,6,hr,92.43,45.00,p-Akt,6.96,338255
10232-101-2,Dactolisib,50541-2,T47D,316.0,nM,24,hr,116.03,41.14,p-Akt,14.73,351395
10098-101-2,Gefitinib,50091-2,AU565,1.0,uM,6,hr,234.22,57.81,p-Akt,20.79,328211
10098-101-2,Gefitinib,50091-2,AU565,1.0,uM,24,hr,360.24,81.24,p-Akt,78.24,342179
10345-999-1,Torkinib,50091-2,AU565,562.0,nM,6,hr,301.77,52.75,p-Akt,13.61,329039
10345-999-1,Torkinib,50091-2,AU565,562.0,nM,24,hr,401.07,58.87,p-Akt,18.56,342934
10172-101-2,GSK1059615,50091-2,AU565,1.0,uM,6,hr,216.34,42.62,p-Akt,17.65,329695
10172-101-2,GSK1059615,50091-2,AU565,1.0,uM,24,hr,419.10,71.76,p-Akt,30.83,343150
10057-102-1,MK2206,50091-2,AU565,1.0,uM,6,hr,260.81,58.97,p-Akt,13.43,330595
10057-102-1,MK2206,50091-2,AU565,1.0,uM,24,hr,360.93,75.24,p-Akt,21.10,343942
10280-999-2,Triciribine,50091-2,AU565,1.0,uM,6,hr,295.69,71.82,p-Akt,19.96,330695
10280-999-2,Triciribine,50091-2,AU565,1.0,uM,24,hr,442.50,77.06,p-Akt,37.03,340901
10232-101-2,Dactolisib,50091-2,AU565,1.0,uM,6,hr,327.69,72.03,p-Akt,17.75,328715
10232-101-2,Dactolisib,50091-2,AU565,1.0,uM,24,hr,409.59,57.48,p-Akt,21.16,341639
10098-101-2,Gefitinib,50213-2,HCC1954,1.0,uM,6,hr,135.01,33.51,p-Akt,20.62,354212
10098-101-2,Gefitinib,50213-2,HCC1954,1.0,uM,24,hr,240.65,87.74,p-Akt,64.52,345257
10345-999-1,Torkinib,50213-2,HCC1954,562.0,nM,6,hr,166.11,26.07,p-Akt,12.65,355066
10345-999-1,Torkinib,50213-2,HCC1954,562.0,nM,24,hr,245.48,68.76,p-Akt,21.08,345770
10172-101-2,GSK1059615,50213-2,HCC1954,1.0,uM,6,hr,340.19,79.16,p-Akt,19.95,355571
10172-101-2,GSK1059615,50213-2,HCC1954,1.0,uM,24,hr,289.77,58.56,p-Akt,18.53,346310
10057-102-1,MK2206,50213-2,HCC1954,1.0,uM,6,hr,154.63,35.58,p-Akt,11.74,356416
10057-102-1,MK2206,50213-2,HCC1954,1.0,uM,24,hr,242.00,86.91,p-Akt,18.32,346886
10280-999-2,Triciribine,50213-2,HCC1954,1.0,uM,6,hr,218.47,78.02,p-Akt,28.41,356822
10280-999-2,Triciribine,50213-2,HCC1954,1.0,uM,24,hr,235.33,91.33,p-Akt,29.69,344456
10232-101-2,Dactolisib,50213-2,HCC1954,1.0,uM,6,hr,235.17,64.66,p-Akt,16.95,354760
10232-101-2,Dactolisib,50213-2,HCC1954,1.0,uM,24,hr,288.44,57.74,p-Akt,18.48,344978
10098-101-2,Gefitinib,50583-5,MCF 10A,1.0,uM,6,hr,183.24,141.46,p-Akt,28.84,334691
10098-101-2,Gefitinib,50583-5,MCF 10A,1.0,uM,24,hr,158.54,29.78,p-Akt,17.71,348685
10345-999-1,Torkinib,50583-5,MCF 10A,562.0,nM,6,hr,506.42,142.72,p-Akt,18.39,335726
10345-999-1,Torkinib,50583-5,MCF 10A,562.0,nM,24,hr,387.02,90.98,p-Akt,13.16,349361
10172-101-2,GSK1059615,50583-5,MCF 10A,1.0,uM,6,hr,215.88,128.98,p-Akt,16.35,336194
10172-101-2,GSK1059615,50583-5,MCF 10A,1.0,uM,24,hr,270.51,77.62,p-Akt,15.17,349765
10057-102-1,MK2206,50583-5,MCF 10A,1.0,uM,6,hr,371.64,151.24,p-Akt,19.17,336985
10057-102-1,MK2206,50583-5,MCF 10A,1.0,uM,24,hr,305.61,145.88,p-Akt,15.53,350189
10280-999-2,Triciribine,50583-5,MCF 10A,1.0,uM,6,hr,373.41,152.18,p-Akt,19.21,337642
10280-999-2,Triciribine,50583-5,MCF 10A,1.0,uM,24,hr,304.69,113.47,p-Akt,20.17,347839
10232-101-2,Dactolisib,50583-5,MCF 10A,1.0,uM,6,hr,296.79,139.90,p-Akt,18.30,335068
10232-101-2,Dactolisib,50583-5,MCF 10A,1.0,uM,24,hr,358.73,45.31,p-Akt,14.31,348244
10098-101-2,Gefitinib,50541-2,T47D,1.0,uM,6,hr,160.75,102.16,p-Akt,104.17,337661
10098-101-2,Gefitinib,50541-2,T47D,1.0,uM,24,hr,156.94,108.01,p-Akt,80.72,352204
10345-999-1,Torkinib,50541-2,T47D,562.0,nM,6,hr,149.87,76.09,p-Akt,15.96,339199
10345-999-1,Torkinib,50541-2,T47D,562.0,nM,24,hr,119.35,36.17,p-Akt,13.61,352295
10172-101-2,GSK1059615,50541-2,T47D,1.0,uM,6,hr,158.41,63.89,p-Akt,21.30,339722
10172-101-2,GSK1059615,50541-2,T47D,1.0,uM,24,hr,151.68,44.97,p-Akt,17.97,353177
10057-102-1,MK2206,50541-2,T47D,1.0,uM,6,hr,107.58,49.92,p-Akt,7.19,339929
10057-102-1,MK2206,50541-2,T47D,1.0,uM,24,hr,138.60,47.77,p-Akt,13.85,353321
10280-999-2,Triciribine,50541-2,T47D,1.0,uM,6,hr,119.47,61.20,p-Akt,13.24,340459
10280-999-2,Triciribine,50541-2,T47D,1.0,uM,24,hr,168.38,70.15,p-Akt,36.06,350666
10232-101-2,Dactolisib,50541-2,T47D,1.0,uM,6,hr,90.30,37.28,p-Akt,6.14,338452
10232-101-2,Dactolisib,50541-2,T47D,1.0,uM,24,hr,115.16,30.63,p-Akt,12.53,351305
10098-101-2,Gefitinib,50091-2,AU565,3.16,uM,6,hr,207.63,45.48,p-Akt,16.31,328040
10098-101-2,Gefitinib,50091-2,AU565,3.16,uM,24,hr,347.95,80.80,p-Akt,41.35,342475
10345-999-1,Torkinib,50091-2,AU565,2.37,uM,6,hr,226.24,41.45,p-Akt,12.62,329111
10345-999-1,Torkinib,50091-2,AU565,2.37,uM,24,hr,421.19,62.31,p-Akt,18.44,342619
10172-101-2,GSK1059615,50091-2,AU565,3.16,uM,6,hr,191.35,37.78,p-Akt,14.23,330073
10172-101-2,GSK1059615,50091-2,AU565,3.16,uM,24,hr,409.06,80.24,p-Akt,22.14,343366
10057-102-1,MK2206,50091-2,AU565,3.16,uM,6,hr,256.25,58.14,p-Akt,13.28,330137
10057-102-1,MK2206,50091-2,AU565,3.16,uM,24,hr,337.81,71.61,p-Akt,19.14,343762
10280-999-2,Triciribine,50091-2,AU565,3.16,uM,6,hr,341.86,82.21,p-Akt,24.71,330713
10280-999-2,Triciribine,50091-2,AU565,3.16,uM,24,hr,412.86,71.66,p-Akt,32.76,341062
10232-101-2,Dactolisib,50091-2,AU565,3.16,uM,6,hr,317.65,70.54,p-Akt,17.86,328562
10232-101-2,Dactolisib,50091-2,AU565,3.16,uM,24,hr,451.39,64.70,p-Akt,22.39,341594
10098-101-2,Gefitinib,50213-2,HCC1954,3.16,uM,6,hr,128.34,30.50,p-Akt,19.47,353915
10098-101-2,Gefitinib,50213-2,HCC1954,3.16,uM,24,hr,238.74,77.23,p-Akt,53.80,345742
10345-999-1,Torkinib,50213-2,HCC1954,2.37,uM,6,hr,174.43,26.36,p-Akt,12.16,355408
10345-999-1,Torkinib,50213-2,HCC1954,2.37,uM,24,hr,242.08,64.01,p-Akt,16.55,345976
10172-101-2,GSK1059615,50213-2,HCC1954,3.16,uM,6,hr,300.92,70.53,p-Akt,15.68,355939
10172-101-2,GSK1059615,50213-2,HCC1954,3.16,uM,24,hr,295.96,56.00,p-Akt,18.33,346561
10057-102-1,MK2206,50213-2,HCC1954,3.16,uM,6,hr,220.00,47.07,p-Akt,18.05,356102
10057-102-1,MK2206,50213-2,HCC1954,3.16,uM,24,hr,267.95,73.72,p-Akt,18.89,346967
10280-999-2,Triciribine,50213-2,HCC1954,3.16,uM,6,hr,197.34,60.02,p-Akt,22.58,356687
10280-999-2,Triciribine,50213-2,HCC1954,3.16,uM,24,hr,233.49,88.09,p-Akt,26.48,344177
10232-101-2,Dactolisib,50213-2,HCC1954,3.16,uM,6,hr,270.38,74.22,p-Akt,17.89,354472
10232-101-2,Dactolisib,50213-2,HCC1954,3.16,uM,24,hr,269.72,61.63,p-Akt,17.51,344690
10098-101-2,Gefitinib,50583-5,MCF 10A,3.16,uM,6,hr,178.52,137.75,p-Akt,27.81,334736
10098-101-2,Gefitinib,50583-5,MCF 10A,3.16,uM,24,hr,173.69,24.68,p-Akt,20.53,348856
10345-999-1,Torkinib,50583-5,MCF 10A,2.37,uM,6,hr,561.92,142.49,p-Akt,17.93,335717
10345-999-1,Torkinib,50583-5,MCF 10A,2.37,uM,24,hr,380.19,57.30,p-Akt,11.19,348992
10172-101-2,GSK1059615,50583-5,MCF 10A,3.16,uM,6,hr,193.57,116.39,p-Akt,14.46,336500
10172-101-2,GSK1059615,50583-5,MCF 10A,3.16,uM,24,hr,237.03,102.02,p-Akt,15.00,349846
10057-102-1,MK2206,50583-5,MCF 10A,3.16,uM,6,hr,369.53,146.17,p-Akt,17.62,336967
10057-102-1,MK2206,50583-5,MCF 10A,3.16,uM,24,hr,344.55,133.35,p-Akt,14.79,350144
10280-999-2,Triciribine,50583-5,MCF 10A,3.16,uM,6,hr,370.92,146.93,p-Akt,17.67,337183
10280-999-2,Triciribine,50583-5,MCF 10A,3.16,uM,24,hr,279.48,109.63,p-Akt,20.65,347821
10232-101-2,Dactolisib,50583-5,MCF 10A,3.16,uM,6,hr,289.93,138.14,p-Akt,17.26,335410
10232-101-2,Dactolisib,50583-5,MCF 10A,3.16,uM,24,hr,363.80,58.41,p-Akt,16.17,348397
10098-101-2,Gefitinib,50541-2,T47D,3.16,uM,6,hr,155.01,95.03,p-Akt,100.54,337858
10098-101-2,Gefitinib,50541-2,T47D,3.16,uM,24,hr,137.81,105.61,p-Akt,73.77,352015
10345-999-1,Torkinib,50541-2,T47D,2.37,uM,6,hr,149.52,71.80,p-Akt,15.08,339064
10345-999-1,Torkinib,50541-2,T47D,2.37,uM,24,hr,120.26,34.78,p-Akt,12.24,352277
10172-101-2,GSK1059615,50541-2,T47D,3.16,uM,6,hr,153.63,58.98,p-Akt,14.99,339686
10172-101-2,GSK1059615,50541-2,T47D,3.16,uM,24,hr,184.59,60.97,p-Akt,17.44,353114
10057-102-1,MK2206,50541-2,T47D,3.16,uM,6,hr,117.01,52.23,p-Akt,7.58,339821
10057-102-1,MK2206,50541-2,T47D,3.16,uM,24,hr,148.48,43.55,p-Akt,13.45,353779
10280-999-2,Triciribine,50541-2,T47D,3.16,uM,6,hr,117.72,59.79,p-Akt,12.45,340549
10280-999-2,Triciribine,50541-2,T47D,3.16,uM,24,hr,169.39,62.41,p-Akt,33.47,351115
10232-101-2,Dactolisib,50541-2,T47D,3.16,uM,6,hr,86.04,36.41,p-Akt,6.31,338686
10232-101-2,Dactolisib,50541-2,T47D,3.16,uM,24,hr,119.38,40.84,p-Akt,13.33,351646
10098-101-2,Gefitinib,50091-2,AU565,10.0,uM,6,hr,191.08,38.65,p-Akt,14.78,328256
10098-101-2,Gefitinib,50091-2,AU565,10.0,uM,24,hr,332.91,74.69,p-Akt,27.00,342502
10345-999-1,Torkinib,50091-2,AU565,10.0,uM,6,hr,198.03,31.21,p-Akt,12.37,329075
10345-999-1,Torkinib,50091-2,AU565,10.0,uM,24,hr,450.70,73.04,p-Akt,18.94,342772
10172-101-2,GSK1059615,50091-2,AU565,10.0,uM,6,hr,207.68,42.10,p-Akt,13.76,329668
10172-101-2,GSK1059615,50091-2,AU565,10.0,uM,24,hr,327.44,83.88,p-Akt,18.75,343519
10057-102-1,MK2206,50091-2,AU565,10.0,uM,6,hr,257.70,53.65,p-Akt,14.45,330515
10057-102-1,MK2206,50091-2,AU565,10.0,uM,24,hr,331.32,68.08,p-Akt,18.16,343601
10280-999-2,Triciribine,50091-2,AU565,10.0,uM,6,hr,331.62,71.61,p-Akt,21.64,330749
10280-999-2,Triciribine,50091-2,AU565,10.0,uM,24,hr,378.92,61.61,p-Akt,25.10,341350
10232-101-2,Dactolisib,50091-2,AU565,10.0,uM,6,hr,278.17,60.68,p-Akt,17.28,328598
10232-101-2,Dactolisib,50091-2,AU565,10.0,uM,24,hr,452.82,70.98,p-Akt,21.40,341729
10098-101-2,Gefitinib,50213-2,HCC1954,10.0,uM,6,hr,142.98,43.33,p-Akt,20.79,354329
10098-101-2,Gefitinib,50213-2,HCC1954,10.0,uM,24,hr,250.79,68.52,p-Akt,42.55,345428
10345-999-1,Torkinib,50213-2,HCC1954,10.0,uM,6,hr,209.88,40.62,p-Akt,12.29,355327
10345-999-1,Torkinib,50213-2,HCC1954,10.0,uM,24,hr,267.05,60.22,p-Akt,16.95,346093
10172-101-2,GSK1059615,50213-2,HCC1954,10.0,uM,6,hr,362.09,70.59,p-Akt,16.31,355742
10172-101-2,GSK1059615,50213-2,HCC1954,10.0,uM,24,hr,303.42,61.84,p-Akt,18.55,346777
10057-102-1,MK2206,50213-2,HCC1954,10.0,uM,6,hr,174.46,37.76,p-Akt,13.98,356048
10057-102-1,MK2206,50213-2,HCC1954,10.0,uM,24,hr,255.54,59.13,p-Akt,18.86,347335
10280-999-2,Triciribine,50213-2,HCC1954,10.0,uM,6,hr,210.36,67.80,p-Akt,22.65,356741
10280-999-2,Triciribine,50213-2,HCC1954,10.0,uM,24,hr,244.11,78.00,p-Akt,24.77,344510
10232-101-2,Dactolisib,50213-2,HCC1954,10.0,uM,6,hr,262.10,75.51,p-Akt,16.71,354877
10232-101-2,Dactolisib,50213-2,HCC1954,10.0,uM,24,hr,288.74,69.44,p-Akt,18.00,344717
10098-101-2,Gefitinib,50583-5,MCF 10A,10.0,uM,6,hr,192.75,129.16,p-Akt,29.39,334556
10098-101-2,Gefitinib,50583-5,MCF 10A,10.0,uM,24,hr,144.97,21.29,p-Akt,18.43,348667
10345-999-1,Torkinib,50583-5,MCF 10A,10.0,uM,6,hr,534.74,132.52,p-Akt,15.37,335851
10345-999-1,Torkinib,50583-5,MCF 10A,10.0,uM,24,hr,385.16,67.00,p-Akt,11.02,349163
10172-101-2,GSK1059615,50583-5,MCF 10A,10.0,uM,6,hr,194.32,116.59,p-Akt,14.24,336527
10172-101-2,GSK1059615,50583-5,MCF 10A,10.0,uM,24,hr,197.93,71.11,p-Akt,12.70,349540
10057-102-1,MK2206,50583-5,MCF 10A,10.0,uM,6,hr,378.59,145.24,p-Akt,17.51,336850
10057-102-1,MK2206,50583-5,MCF 10A,10.0,uM,24,hr,355.11,80.95,p-Akt,14.03,350557
10280-999-2,Triciribine,50583-5,MCF 10A,10.0,uM,6,hr,379.41,146.11,p-Akt,17.50,337363
10280-999-2,Triciribine,50583-5,MCF 10A,10.0,uM,24,hr,302.76,85.00,p-Akt,21.02,347426
10232-101-2,Dactolisib,50583-5,MCF 10A,10.0,uM,6,hr,308.31,134.66,p-Akt,16.90,335239
10232-101-2,Dactolisib,50583-5,MCF 10A,10.0,uM,24,hr,432.47,63.35,p-Akt,21.43,348307
10098-101-2,Gefitinib,50541-2,T47D,10.0,uM,6,hr,153.89,90.74,p-Akt,104.14,338155
10098-101-2,Gefitinib,50541-2,T47D,10.0,uM,24,hr,145.66,74.25,p-Akt,69.13,351701
10345-999-1,Torkinib,50541-2,T47D,10.0,uM,6,hr,157.33,73.56,p-Akt,15.39,339244
10345-999-1,Torkinib,50541-2,T47D,10.0,uM,24,hr,125.57,36.99,p-Akt,13.71,352241
10172-101-2,GSK1059615,50541-2,T47D,10.0,uM,6,hr,164.72,61.51,p-Akt,15.01,339488
10172-101-2,GSK1059615,50541-2,T47D,10.0,uM,24,hr,204.70,67.63,p-Akt,16.97,352979
10057-102-1,MK2206,50541-2,T47D,10.0,uM,6,hr,118.02,33.64,p-Akt,6.86,340001
10057-102-1,MK2206,50541-2,T47D,10.0,uM,24,hr,187.19,52.83,p-Akt,14.24,353716
10280-999-2,Triciribine,50541-2,T47D,10.0,uM,6,hr,111.59,55.69,p-Akt,11.07,340387
10280-999-2,Triciribine,50541-2,T47D,10.0,uM,24,hr,175.09,58.29,p-Akt,32.19,350756
10232-101-2,Dactolisib,50541-2,T47D,10.0,uM,6,hr,95.38,37.54,p-Akt,6.44,338425
10232-101-2,Dactolisib,50541-2,T47D,10.0,uM,24,hr,144.80,88.36,p-Akt,16.01,351215
10098-101-2,Gefitinib,50091-2,AU565,0 (control),,6,hr,226.23,50.86,p-4EBP1,51.79,328426
10098-101-2,Gefitinib,50091-2,AU565,0 (control),,24,hr,597.19,141.39,p-4EBP1,180.42,342188
10345-999-1,Torkinib,50091-2,AU565,0 (control),,6,hr,294.05,67.35,p-4EBP1,84.02,329479
10345-999-1,Torkinib,50091-2,AU565,0 (control),,24,hr,520.08,134.68,p-4EBP1,226.94,342673
10172-101-2,GSK1059615,50091-2,AU565,0 (control),,6,hr,234.34,56.31,p-4EBP1,61.94,329965
10172-101-2,GSK1059615,50091-2,AU565,0 (control),,24,hr,447.87,123.71,p-4EBP1,188.29,343078
10057-102-1,MK2206,50091-2,AU565,0 (control),,6,hr,273.26,74.15,p-4EBP1,88.08,330308
