Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol 1 Concentration,Small Mol 1 Conc Unit,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 2 Concentration,Small Mol 2 Conc Unit,Biological Replicate,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Normalized Growth Rate Inhibition Value
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,0.1235,uM,3,280,263,581,-0.0524
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,0.3704,uM,3,280,212,581,-0.2345
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,1.1111,uM,3,280,177,581,-0.3586
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,3.3333,uM,3,280,185,581,-0.3297
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,10,uM,3,280,150,581,-0.4475
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,,,0,uM,3,280,293,581,0.0438
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10056-101-1,Selumetinib,0.1235,uM,3,280,177,581,-0.3580
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10056-101-1,Selumetinib,0.3704,uM,3,280,199,581,-0.2841
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10056-101-1,Selumetinib,1.1111,uM,3,280,224,581,-0.1879
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10056-101-1,Selumetinib,3.3333,uM,3,280,186,581,-0.3236
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10056-101-1,Selumetinib,10,uM,3,280,207,581,-0.2587
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10051-104-1,Lapatinib,1.1111,uM,3,280,187,581,-0.3258
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10051-104-1,Lapatinib,1.9245,uM,3,280,242,581,-0.1344
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10051-104-1,Lapatinib,3.3333,uM,3,280,352,581,0.2493
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10051-104-1,Lapatinib,5.7735,uM,3,280,381,581,0.3291
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10051-104-1,Lapatinib,10,uM,3,280,375,581,0.3104
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,280,275,581,-0.0064
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,280,321,581,0.1385
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10024-101-1,NVP-TAE684,3.3333,uM,3,280,180,581,-0.3469
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10018-101-1,Neratinib,0.1235,uM,3,280,265,581,-0.0513
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10018-101-1,Neratinib,0.2138,uM,3,280,198,581,-0.2839
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10018-101-1,Neratinib,0.3704,uM,3,280,191,581,-0.3054
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10018-101-1,Neratinib,0.6415,uM,3,280,204,581,-0.2620
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10018-101-1,Neratinib,1.1111,uM,3,280,164,581,-0.3989
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10018-101-1,Neratinib,1.9245,uM,3,280,138,581,-0.4904
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10032-101-1,Saracatinib,0.3704,uM,3,280,209,581,-0.2478
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10032-101-1,Saracatinib,0.6415,uM,3,280,183,581,-0.3335
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10032-101-1,Saracatinib,1.1111,uM,3,280,212,581,-0.2285
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10032-101-1,Saracatinib,1.9245,uM,3,280,209,581,-0.2455
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10032-101-1,Saracatinib,3.3333,uM,3,280,166,581,-0.3951
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10142-101-1,Trametinib,0.1235,uM,3,280,176,581,-0.3585
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10142-101-1,Trametinib,0.3704,uM,3,280,220,581,-0.2030
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10142-101-1,Trametinib,1.1111,uM,3,280,201,581,-0.2739
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10142-101-1,Trametinib,3.3333,uM,3,280,149,581,-0.4484
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10142-101-1,Trametinib,10,uM,3,280,155,581,-0.4288
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,,,0,uM,3,280,288,581,0.0136
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10056-101-1,Selumetinib,0.1235,uM,3,280,211,581,-0.2378
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10056-101-1,Selumetinib,0.3704,uM,3,280,210,581,-0.2389
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10056-101-1,Selumetinib,1.1111,uM,3,280,181,581,-0.3430
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10056-101-1,Selumetinib,3.3333,uM,3,280,198,581,-0.2831
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10056-101-1,Selumetinib,10,uM,3,280,184,581,-0.3336
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10051-104-1,Lapatinib,1.1111,uM,3,280,219,581,-0.2098
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10051-104-1,Lapatinib,1.9245,uM,3,280,216,581,-0.2168
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10051-104-1,Lapatinib,3.3333,uM,3,280,237,581,-0.1449
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10051-104-1,Lapatinib,5.7735,uM,3,280,207,581,-0.2522
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10051-104-1,Lapatinib,10,uM,3,280,361,581,0.2683
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,280,228,581,-0.1856
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,280,170,581,-0.3808
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10024-101-1,NVP-TAE684,3.3333,uM,3,280,154,581,-0.4369
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10018-101-1,Neratinib,0.1235,uM,3,280,217,581,-0.2193
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10018-101-1,Neratinib,0.2138,uM,3,280,191,581,-0.3060
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10018-101-1,Neratinib,0.3704,uM,3,280,173,581,-0.3707
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10018-101-1,Neratinib,0.6415,uM,3,280,199,581,-0.2815
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10018-101-1,Neratinib,1.1111,uM,3,280,233,581,-0.1596
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10018-101-1,Neratinib,1.9245,uM,3,280,236,581,-0.1451
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10032-101-1,Saracatinib,0.3704,uM,3,280,198,581,-0.2829
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10032-101-1,Saracatinib,0.6415,uM,3,280,175,581,-0.3609
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10032-101-1,Saracatinib,1.1111,uM,3,280,168,581,-0.3833
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10032-101-1,Saracatinib,1.9245,uM,3,280,165,581,-0.3967
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10032-101-1,Saracatinib,3.3333,uM,3,280,200,581,-0.2765
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10142-101-1,Trametinib,0.1235,uM,3,280,224,581,-0.1976
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10142-101-1,Trametinib,0.3704,uM,3,280,199,581,-0.2765
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10142-101-1,Trametinib,1.1111,uM,3,280,161,581,-0.4087
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10142-101-1,Trametinib,3.3333,uM,3,280,169,581,-0.3874
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10142-101-1,Trametinib,10,uM,3,280,132,581,-0.5105
50105-3,BT-20,10051-104-1,Lapatinib,1.1111,uM,,,0,uM,3,280,784,581,1.6715
50105-3,BT-20,10051-104-1,Lapatinib,1.9245,uM,,,0,uM,3,280,916,581,2.0594
50105-3,BT-20,10051-104-1,Lapatinib,3.3333,uM,,,0,uM,3,280,873,581,1.9262
50105-3,BT-20,10051-104-1,Lapatinib,5.7735,uM,,,0,uM,3,280,565,581,0.9651
50105-3,BT-20,10051-104-1,Lapatinib,10,uM,,,0,uM,3,280,446,581,0.5432
50105-3,BT-20,10024-101-1,NVP-TAE684,0.3704,uM,,,0,uM,3,280,1054,581,2.5697
50105-3,BT-20,10024-101-1,NVP-TAE684,1.1111,uM,,,0,uM,3,280,764,581,1.5246
50105-3,BT-20,10024-101-1,NVP-TAE684,3.3333,uM,,,0,uM,3,280,308,581,0.0831
50105-3,BT-20,10018-101-1,Neratinib,0.1235,uM,,,0,uM,3,280,624,581,1.0958
50105-3,BT-20,10018-101-1,Neratinib,0.2138,uM,,,0,uM,3,280,599,581,1.0840
50105-3,BT-20,10018-101-1,Neratinib,0.3704,uM,,,0,uM,3,280,451,581,0.5721
50105-3,BT-20,10018-101-1,Neratinib,0.6415,uM,,,0,uM,3,280,560,581,0.9732
50105-3,BT-20,10018-101-1,Neratinib,1.1111,uM,,,0,uM,3,280,522,581,0.7913
50105-3,BT-20,10018-101-1,Neratinib,1.9245,uM,,,0,uM,3,280,364,581,0.2744
50105-3,BT-20,10032-101-1,Saracatinib,0.3704,uM,,,0,uM,3,280,571,581,0.9771
50105-3,BT-20,10032-101-1,Saracatinib,0.6415,uM,,,0,uM,3,280,611,581,1.0639
50105-3,BT-20,10032-101-1,Saracatinib,1.1111,uM,,,0,uM,3,280,569,581,0.9724
50105-3,BT-20,10032-101-1,Saracatinib,1.9245,uM,,,0,uM,3,280,588,581,0.9827
50105-3,BT-20,10032-101-1,Saracatinib,3.3333,uM,,,0,uM,3,280,458,581,0.6004
50105-3,BT-20,10142-101-1,Trametinib,0.1235,uM,,,0,uM,3,280,547,581,0.9308
50105-3,BT-20,10142-101-1,Trametinib,0.3704,uM,,,0,uM,3,280,601,578,1.1235
50105-3,BT-20,10142-101-1,Trametinib,1.1111,uM,,,0,uM,3,280,572,581,0.9420
50105-3,BT-20,10142-101-1,Trametinib,3.3333,uM,,,0,uM,3,280,509,581,0.7476
50105-3,BT-20,10142-101-1,Trametinib,10,uM,,,0,uM,3,280,406,581,0.3945
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,,,0,uM,3,280,823,581,1.7873
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10056-101-1,Selumetinib,0.1235,uM,3,280,650,581,1.2391
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10056-101-1,Selumetinib,0.3704,uM,3,280,789,581,1.6689
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10056-101-1,Selumetinib,1.1111,uM,3,280,764,581,1.5711
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10056-101-1,Selumetinib,3.3333,uM,3,280,514,581,0.8005
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10056-101-1,Selumetinib,10,uM,3,280,512,581,0.7683
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10051-104-1,Lapatinib,1.1111,uM,3,280,605,581,1.0660
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10051-104-1,Lapatinib,1.9245,uM,3,280,757,581,1.5277
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10051-104-1,Lapatinib,3.3333,uM,3,280,476,581,0.6727
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10051-104-1,Lapatinib,5.7735,uM,3,280,636,581,1.1922
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10051-104-1,Lapatinib,10,uM,3,280,486,581,0.6648
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,280,985,581,2.2954
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,280,883,581,1.9685
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10024-101-1,NVP-TAE684,3.3333,uM,3,280,218,581,-0.2097
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10018-101-1,Neratinib,0.1235,uM,3,280,548,581,0.8738
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10018-101-1,Neratinib,0.2138,uM,3,280,578,581,0.9994
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10018-101-1,Neratinib,0.3704,uM,3,280,440,581,0.5258
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10018-101-1,Neratinib,0.6415,uM,3,280,545,581,0.8906
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10018-101-1,Neratinib,1.1111,uM,3,280,536,581,0.8831
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10018-101-1,Neratinib,1.9245,uM,3,280,470,581,0.6439
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10032-101-1,Saracatinib,0.3704,uM,3,280,669,581,1.3068
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10032-101-1,Saracatinib,0.6415,uM,3,280,469,581,0.6498
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10032-101-1,Saracatinib,1.1111,uM,3,280,591,581,1.0295
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10032-101-1,Saracatinib,1.9245,uM,3,280,451,581,0.5324
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10032-101-1,Saracatinib,3.3333,uM,3,280,281,581,-0.0063
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10142-101-1,Trametinib,0.1235,uM,3,280,700,581,1.4206
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10142-101-1,Trametinib,0.3704,uM,3,280,443,581,0.5409
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10142-101-1,Trametinib,1.1111,uM,3,280,535,581,0.8296
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10142-101-1,Trametinib,3.3333,uM,3,280,563,581,0.9388
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10142-101-1,Trametinib,10,uM,3,280,384,581,0.3353
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,,,0,uM,3,280,642,581,1.1873
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,0.1235,uM,3,280,480,581,0.6367
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,0.3704,uM,3,280,512,581,0.7671
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,1.1111,uM,3,280,398,581,0.3898
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,3.3333,uM,3,280,493,581,0.6928
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,10,uM,3,280,414,581,0.4525
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,1.1111,uM,3,280,649,581,1.2017
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,1.9245,uM,3,280,465,581,0.6111
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,3.3333,uM,3,280,573,581,0.9694
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,5.7735,uM,3,280,480,581,0.6421
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,10,uM,3,280,320,581,0.1334
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,280,729,581,1.4845
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,280,672,581,1.2912
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10024-101-1,NVP-TAE684,3.3333,uM,3,280,161,581,-0.4138
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,0.1235,uM,3,280,608,581,1.0833
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,0.2138,uM,3,280,497,581,0.7304
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,0.3704,uM,3,280,337,581,0.1949
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,0.6415,uM,3,280,418,581,0.4666
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,1.1111,uM,3,280,378,581,0.3382
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,1.9245,uM,3,280,290,581,0.0377
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,0.3704,uM,3,280,500,581,0.7370
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,0.6415,uM,3,280,496,581,0.7293
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,1.1111,uM,3,280,442,581,0.5565
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,1.9245,uM,3,280,351,581,0.2400
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,3.3333,uM,3,280,360,581,0.2655
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,0.1235,uM,3,280,680,581,1.2841
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,0.3704,uM,3,280,531,581,0.8481
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,1.1111,uM,3,280,378,581,0.3260
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,3.3333,uM,3,280,477,581,0.6247
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,10,uM,3,280,400,581,0.4084
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,,,0,uM,3,280,687,581,1.3128
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,0.1235,uM,3,280,540,581,0.8773
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,0.3704,uM,3,280,536,581,0.8650
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,1.1111,uM,3,280,525,581,0.8064
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,3.3333,uM,3,280,361,581,0.2677
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,10,uM,3,280,322,581,0.1193
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10051-104-1,Lapatinib,1.1111,uM,3,280,456,581,0.6080
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10051-104-1,Lapatinib,1.9245,uM,3,280,286,581,0.0157
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10051-104-1,Lapatinib,3.3333,uM,3,280,346,581,0.2328
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10051-104-1,Lapatinib,5.7735,uM,3,280,395,581,0.3614
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10051-104-1,Lapatinib,10,uM,3,280,254,581,-0.0932
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,280,526,581,0.8277
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,280,340,581,0.1893
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10024-101-1,NVP-TAE684,3.3333,uM,3,280,159,581,-0.4171
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.1235,uM,3,280,468,581,0.6385
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.2138,uM,3,280,364,581,0.2702
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.3704,uM,3,280,261,581,-0.0633
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.6415,uM,3,280,188,581,-0.3139
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,1.1111,uM,3,280,234,581,-0.1592
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,1.9245,uM,3,280,275,581,-0.0056
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,0.3704,uM,3,280,406,581,0.3957
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,0.6415,uM,3,280,371,581,0.2786
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,1.1111,uM,3,280,285,581,0.0132
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,1.9245,uM,3,280,256,581,-0.0836
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,3.3333,uM,3,280,204,581,-0.2697
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,0.1235,uM,3,280,497,581,0.7247
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,0.3704,uM,3,280,511,581,0.7583
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,1.1111,uM,3,280,456,581,0.6077
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,3.3333,uM,3,280,325,581,0.1409
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,10,uM,3,280,298,581,0.0520
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,,,0,uM,3,280,418,581,0.4534
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,0.1235,uM,3,280,308,581,0.0906
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,0.3704,uM,3,280,300,581,0.0684
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,1.1111,uM,3,280,337,581,0.2015
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,3.3333,uM,3,280,250,581,-0.0986
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,10,uM,3,280,210,581,-0.2400
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10051-104-1,Lapatinib,1.1111,uM,3,280,183,581,-0.3376
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10051-104-1,Lapatinib,1.9245,uM,3,280,172,581,-0.3679
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10051-104-1,Lapatinib,3.3333,uM,3,280,121,581,-0.5512
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10051-104-1,Lapatinib,5.7735,uM,3,280,144,581,-0.4703
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10051-104-1,Lapatinib,10,uM,3,280,134,581,-0.5056
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,280,355,581,0.2316
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,280,336,581,0.1827
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10024-101-1,NVP-TAE684,3.3333,uM,3,280,106,581,-0.6025
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.1235,uM,3,280,238,581,-0.1555
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.2138,uM,3,280,184,581,-0.3317
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.3704,uM,3,280,171,581,-0.3825
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.6415,uM,3,280,150,581,-0.4487
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,1.1111,uM,3,280,155,581,-0.4328
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,1.9245,uM,3,280,192,581,-0.2997
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,0.3704,uM,3,280,266,581,-0.0572
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,0.6415,uM,3,280,202,581,-0.2713
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,1.1111,uM,3,280,159,581,-0.4179
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,1.9245,uM,3,280,144,581,-0.4702
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,3.3333,uM,3,280,155,581,-0.4366
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10142-101-1,Trametinib,0.1235,uM,3,280,388,581,0.3479
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10142-101-1,Trametinib,0.3704,uM,3,280,210,581,-0.2357
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10142-101-1,Trametinib,1.1111,uM,3,280,239,581,-0.1409
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10142-101-1,Trametinib,3.3333,uM,3,280,158,581,-0.4191
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10142-101-1,Trametinib,10,uM,3,280,259,581,-0.0778
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,,,0,uM,3,280,212,581,-0.2322
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10056-101-1,Selumetinib,0.1235,uM,3,280,195,581,-0.2931
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10056-101-1,Selumetinib,0.3704,uM,3,280,172,581,-0.3725
