Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Replicate,Seeding Density,IC50,EC50,Emax,Einf,IC Hill Coefficient,IC_AUC,IC Curve Fit,IC r2,GR50,GEC50,GRmax,GRinf,GR Hill Coefficient,GR_AOC,GR Curve Fit,GR r2
50029-3,MCF7,10146-101-3,Omipalisib,10,156.25,0.1429,0.0605,0.3009,0.3155,1.1591,0.6089,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9764,0.0559,0.0419,0.1066,0.1755,1.5039,0.4970,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9554
50029-3,MCF7,10146-101-3,Omipalisib,10,312.50,0.0515,0.024,0.2667,0.2826,1.0928,0.5066,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9841,0.0345,0.024,0.1201,0.1443,0.9317,0.5852,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9886
50029-3,MCF7,10146-101-3,Omipalisib,10,625.00,0.0409,0.0175,0.2396,0.2582,0.8543,0.4692,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9599,0.0335,0.0229,0.1088,0.1217,0.7291,0.5992,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9661
50029-3,MCF7,10146-101-3,Omipalisib,10,1250.00,0.0606,0.0252,0.2160,0.2237,0.6758,0.4840,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9919,0.0526,0.0387,0.0873,0.0781,0.5507,0.5645,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9926
50029-3,MCF7,10146-101-3,Omipalisib,10,2500.00,0.1051,0.0269,0.2578,0.2374,0.4719,0.5148,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9906,0.0623,0.0425,0.1185,0.0754,0.4267,0.5475,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9793
50029-3,MCF7,10146-101-3,Omipalisib,10,5000.00,1.1188,0.3928,0.3618,0.1370,0.3059,0.6300,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9862,0.2092,1.4404,0.1009,-0.3817,0.2940,0.4846,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9783
50029-3,MCF7,10236-999-2,17-AAG,10,156.25,0.1139,0.0298,0.3304,0.3883,1.1191,0.5910,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9545,0.0271,0.0326,-0.2501,-0.1285,1.2421,0.7441,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9608
50029-3,MCF7,10236-999-2,17-AAG,10,312.50,0.0393,0.0158,0.3760,0.3785,1.5563,0.5451,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9387,0.0155,0.0169,-0.0692,-0.0691,1.4794,0.7783,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9457
50029-3,MCF7,10236-999-2,17-AAG,10,625.00,0.0417,0.0239,0.3165,0.3579,2.2580,0.5624,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9889,0.0235,0.0253,-0.1594,-0.0820,2.0443,0.7308,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.99
50029-3,MCF7,10236-999-2,17-AAG,10,1250.00,0.0267,0.0186,0.2823,0.3066,2.6231,0.5055,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9939,0.0204,0.0204,-0.0418,0.0038,2.5133,0.7013,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.994
50029-3,MCF7,10236-999-2,17-AAG,10,2500.00,0.0342,0.0234,0.2663,0.2885,2.2834,0.5136,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9911,0.0278,0.027,-0.0070,0.0277,1.9663,0.6485,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9912
50029-3,MCF7,10236-999-2,17-AAG,10,5000.00,0.0592,0.0364,0.2723,0.2991,1.8725,0.5535,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9954,0.0449,0.0427,-0.0043,0.0425,1.7504,0.5934,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.995
50029-3,MCF7,10071-101-1,Palbociclib,11,156.25,0.4037,0.1682,0.3160,0.4830,3.8610,0.7019,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.891,0.2702,0.1918,0.1390,0.4028,4.7839,0.3432,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8235
50029-3,MCF7,10071-101-1,Palbociclib,11,312.50,0.4304,0.1611,0.3845,0.4359,2.0900,0.6928,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9885,0.3164,0.1613,0.3162,0.3941,2.3025,0.3307,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9813
50029-3,MCF7,10071-101-1,Palbociclib,11,625.00,0.4031,0.1524,0.3591,0.4087,1.7483,0.6614,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9718,0.3377,0.1721,0.3299,0.4108,2.5579,0.3293,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9721
50029-3,MCF7,10071-101-1,Palbociclib,11,1250.00,0.4556,0.158,0.3828,0.4099,1.6180,0.6825,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9874,0.4883,0.1834,0.3711,0.4102,1.7533,0.3059,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9842
50029-3,MCF7,10071-101-1,Palbociclib,11,2500.00,0.7069,0.1128,0.4628,0.4775,1.6899,0.7009,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9869,0.5253,0.1296,0.4273,0.4462,1.5920,0.3080,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9873
50029-3,MCF7,10071-101-1,Palbociclib,11,5000.00,inf,0.0904,0.5795,0.5798,1.5694,0.7435,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.989,0.5673,0.0895,0.4732,0.4710,1.5424,0.3246,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9914
50029-3,MCF7,10099-101-1,Nilotinib,11,156.25,inf,inf,1.0500,1.0500,0.0000,1.0408,flat fit: x = Einf,-3.7596,inf,inf,1.0500,1.0500,0.0000,-0.0294,flat fit: x = Einf,-0.4499
50029-3,MCF7,10099-101-1,Nilotinib,11,312.50,inf,inf,1.0500,1.0500,0.0000,1.0406,flat fit: x = Einf,-3.5614,inf,inf,1.0500,1.0500,0.0000,-0.0314,flat fit: x = Einf,-0.938
50029-3,MCF7,10099-101-1,Nilotinib,11,625.00,inf,4.3252,0.6928,0.8260,5.0000,0.9786,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.5716,inf,inf,0.7668,0.7668,0.0000,0.0232,flat fit: x = Einf,0.1977
50029-3,MCF7,10099-101-1,Nilotinib,11,1250.00,inf,5.1831,0.4990,0.5370,5.0000,0.9529,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9489,inf,5.2602,0.5336,0.5811,5.0000,0.0417,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9317
50029-3,MCF7,10099-101-1,Nilotinib,11,2500.00,7.6166,5.5603,0.4013,0.3963,5.0000,0.9360,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9737,7.1168,5.6539,0.3416,0.3418,5.0000,0.0691,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9758
50029-3,MCF7,10099-101-1,Nilotinib,11,5000.00,7.8049,5.1893,0.4267,0.4350,5.0000,0.9291,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9868,6.2487,5.5129,0.2181,0.2327,4.9998,0.0871,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9844
50029-3,MCF7,10102-999-6,Taxol,11,156.25,0.0096,0.0041,0.3013,0.3371,1.3363,0.5868,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9709,0.0078,0.0058,0.1253,0.2007,1.7535,0.4713,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9495
50029-3,MCF7,10102-999-6,Taxol,11,312.50,0.0059,0.0029,0.2492,0.3015,1.3044,0.5384,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9755,0.0064,0.0048,0.0728,0.1541,1.2126,0.5144,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9781
50029-3,MCF7,10102-999-6,Taxol,11,625.00,0.0034,0.002,0.2667,0.2769,1.4580,0.4894,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9847,0.004,0.0029,0.1751,0.1838,1.3794,0.5435,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9837
50029-3,MCF7,10102-999-6,Taxol,11,1250.00,0.0041,0.0028,0.2588,0.2863,2.2010,0.5243,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9864,0.005,0.0036,0.1764,0.2036,1.6797,0.5038,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9812
50029-3,MCF7,10102-999-6,Taxol,11,2500.00,0.0082,0.0048,0.2836,0.3242,1.9524,0.5988,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9871,0.0082,0.0058,0.1584,0.2153,1.6697,0.4483,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.985
50029-3,MCF7,10102-999-6,Taxol,11,5000.00,0.0339,0.0089,0.4313,0.4751,2.2363,0.7285,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9745,0.0198,0.0125,0.2177,0.2649,1.6313,0.3497,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9638
50029-3,MCF7,10146-101-3,Omipalisib,11,156.25,0.0996,0.0368,0.2849,0.3028,0.9355,0.5608,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.966,0.0587,0.0425,0.0936,0.1173,0.8286,0.5412,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9702
50029-3,MCF7,10146-101-3,Omipalisib,11,312.50,0.0888,0.038,0.2330,0.2258,0.7089,0.5200,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9674,0.0543,0.0513,0.0479,0.0165,0.5733,0.5748,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.981
50029-3,MCF7,10146-101-3,Omipalisib,11,625.00,0.0701,0.0364,0.2158,0.1825,0.6920,0.4848,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9789,0.0551,0.0513,0.0787,0.0216,0.6241,0.5792,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.984
50029-3,MCF7,10146-101-3,Omipalisib,11,1250.00,0.072,0.031,0.2123,0.2165,0.6736,0.4980,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9899,0.0701,0.0544,0.0886,0.0654,0.5553,0.5421,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9893
50029-3,MCF7,10146-101-3,Omipalisib,11,2500.00,0.1509,0.05,0.2454,0.2282,0.5517,0.5449,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9919,0.1001,0.0891,0.0871,0.0276,0.4869,0.5187,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.989
50029-3,MCF7,10146-101-3,Omipalisib,11,5000.00,1.3852,1.0526,0.3486,0.0423,0.3221,0.6563,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9899,0.3308,4.5346,0.0707,-0.6352,0.3132,0.4491,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9872
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,3,156.25,inf,4.9271,0.5731,0.5606,4.9887,1.0061,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9125,inf,inf,1.0500,1.0500,0.0000,0.0270,flat fit: x = Einf,0.0593
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,3,312.50,4.7622,2.9117,0.3823,0.3538,2.4992,0.9267,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9661,2.3024,2.809,-0.4077,-0.4340,3.1424,0.2056,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9832
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,3,625.00,3.313,2.2118,0.3174,0.2951,2.2076,0.9016,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9797,1.6876,2.2233,-0.3737,-0.4205,2.2138,0.2169,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9929
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,3,1250.00,2.9403,1.8935,0.3603,0.3542,2.8010,0.8788,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.979,1.6753,1.9205,-0.2203,-0.2325,2.7952,0.2370,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9861
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,3,2500.00,2.9326,1.7264,0.4202,0.4187,3.4289,0.8876,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9927,1.5255,1.7069,-0.2339,-0.2367,3.4496,0.2422,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9942
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,3,5000.00,inf,2.4887,0.5264,0.5226,3.4711,0.9237,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.995,1.9407,2.3019,-0.4033,-0.4113,3.5171,0.2382,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9933
50057-3,SK-BR-3,10049-101-1,PLX-4720,3,156.25,inf,inf,0.8737,0.8737,0.0000,1.0427,flat fit: x = Einf,0.2651,inf,inf,-0.3665,-0.3665,0.0000,0.2532,flat fit: x = Einf,0.0203
50057-3,SK-BR-3,10049-101-1,PLX-4720,3,312.50,inf,inf,0.9468,0.9468,0.0000,1.0296,flat fit: x = Einf,-0.1565,inf,inf,0.8876,0.8876,0.0000,-0.0253,flat fit: x = Einf,0.4002
50057-3,SK-BR-3,10049-101-1,PLX-4720,3,625.00,inf,inf,0.8971,0.8971,0.0000,1.0300,flat fit: x = Einf,0.2271,24.8776,30.9628,0.7963,-0.9932,5.0000,-0.0178,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.5526
50057-3,SK-BR-3,10049-101-1,PLX-4720,3,1250.00,inf,inf,0.9815,0.9815,0.0000,1.0276,flat fit: x = Einf,-1.2255,inf,inf,0.9664,0.9664,0.0000,-0.0354,flat fit: x = Einf,-1.1061
50057-3,SK-BR-3,10049-101-1,PLX-4720,3,2500.00,inf,inf,0.9248,0.9248,0.0000,1.0265,flat fit: x = Einf,0.189,inf,19.8465,0.8346,0.6755,4.7428,-0.0312,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.6183
50057-3,SK-BR-3,10049-101-1,PLX-4720,3,5000.00,inf,inf,0.9675,0.9675,0.0000,1.0080,flat fit: x = Einf,0.2374,inf,14.8978,0.8807,0.8532,4.9798,-0.0143,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.5799
50057-3,SK-BR-3,10071-101-1,Palbociclib,3,156.25,inf,inf,0.9628,0.9628,0.0000,0.9375,flat fit: x = Einf,0.0,inf,inf,1.0500,1.0500,0.0000,0.4245,flat fit: x = Einf,0.0
50057-3,SK-BR-3,10071-101-1,Palbociclib,3,312.50,inf,0.0854,0.7608,0.8104,5.0000,0.8957,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8752,inf,0.0849,0.4211,0.5377,5.0000,0.2665,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9039
50057-3,SK-BR-3,10071-101-1,Palbociclib,3,625.00,inf,1.2113,0.5703,0.5135,0.5997,0.8376,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9342,1.2699,2.0443,0.0899,-0.1456,0.5368,0.3473,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9624
50057-3,SK-BR-3,10071-101-1,Palbociclib,3,1250.00,inf,1.0831,0.5953,0.4946,0.4580,0.8128,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9554,1.2096,1.1682,0.2133,0.0079,0.4545,0.3620,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9564
50057-3,SK-BR-3,10071-101-1,Palbociclib,3,2500.00,inf,1.7065,0.5984,0.4321,0.3631,0.7980,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9217,0.4142,1.2715,0.0803,-0.2559,0.3685,0.4712,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9196
50057-3,SK-BR-3,10071-101-1,Palbociclib,3,5000.00,inf,0.4351,0.6310,0.6033,0.4919,0.8214,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9565,0.0872,0.192,-0.2401,-0.2667,0.5420,0.6677,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9547
50057-3,SK-BR-3,10099-101-1,Nilotinib,3,156.25,inf,inf,1.0500,1.0500,0.0000,1.0500,flat fit: x = Einf,-inf,inf,inf,1.0500,1.0500,0.0000,0.2264,flat fit: x = Einf,0.3029
50057-3,SK-BR-3,10099-101-1,Nilotinib,3,312.50,inf,inf,1.0500,1.0500,0.0000,1.0414,flat fit: x = Einf,-4.4122,inf,inf,1.0500,1.0500,0.0000,-0.0384,flat fit: x = Einf,-2.118
50057-3,SK-BR-3,10099-101-1,Nilotinib,3,625.00,inf,inf,0.8022,0.8022,0.0000,1.0234,flat fit: x = Einf,0.0984,inf,inf,0.6168,0.6168,0.0000,-0.0041,flat fit: x = Einf,0.3084
50057-3,SK-BR-3,10099-101-1,Nilotinib,3,1250.00,13.6488,8.0249,0.4676,0.4609,4.8006,0.9689,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9696,8.0102,8.0783,-0.0088,-0.0210,4.8675,0.0855,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.989
50057-3,SK-BR-3,10099-101-1,Nilotinib,3,2500.00,9.0398,6.8272,0.3818,0.3771,5.0000,0.9417,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.987,6.1251,6.7639,-0.3109,-0.3211,5.0000,0.1426,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9947
50057-3,SK-BR-3,10099-101-1,Nilotinib,3,5000.00,8.8636,5.4179,0.4587,0.4573,4.9961,0.9299,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.996,4.4114,5.1117,-0.5390,-0.5445,5.0000,0.2044,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9966
50057-3,SK-BR-3,10102-999-6,Taxol,3,156.25,inf,62.0538,0.8033,0.0135,0.3745,0.9462,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.5252,inf,inf,-0.3089,-0.3089,0.0000,0.1752,flat fit: x = Einf,0.3217
50057-3,SK-BR-3,10102-999-6,Taxol,3,312.50,inf,0.0021,0.5373,0.5357,1.8109,0.6716,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9781,0.0018,0.002,-0.0885,-0.0914,1.7611,0.7784,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9864
50057-3,SK-BR-3,10102-999-6,Taxol,3,625.00,0.0081,0.0023,0.4054,0.4109,1.3697,0.5900,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9585,0.0017,0.0022,-0.2454,-0.2346,1.3559,0.8618,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9639
50057-3,SK-BR-3,10102-999-6,Taxol,3,1250.00,0.0063,0.003,0.3891,0.3930,2.0247,0.5934,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9883,0.0026,0.003,-0.1913,-0.1834,2.0379,0.7933,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9911
50057-3,SK-BR-3,10102-999-6,Taxol,3,2500.00,0.0052,0.0038,0.3737,0.3896,4.9997,0.6099,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9928,0.0034,0.0038,-0.3866,-0.3546,5.0000,0.8702,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9944
50057-3,SK-BR-3,10102-999-6,Taxol,3,5000.00,0.008,0.0052,0.3778,0.3904,3.4397,0.6341,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.999,0.0034,0.0044,-0.7482,-0.7303,3.5838,1.0618,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9989
50057-3,SK-BR-3,10146-101-3,Omipalisib,3,156.25,inf,0.1651,0.6731,0.6544,0.5391,0.8296,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.6423,0.0146,0.1349,-0.6601,-0.9017,0.4638,0.9668,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.6253
50057-3,SK-BR-3,10146-101-3,Omipalisib,3,312.50,0.6803,0.2553,0.3486,0.1049,0.2403,0.5887,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9361,0.0016,0.1292,-0.4719,-0.9419,0.2413,0.9648,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9331
50057-3,SK-BR-3,10146-101-3,Omipalisib,3,625.00,0.0813,0.0124,0.3198,0.2892,0.4597,0.5063,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.989,0.0028,0.0116,-0.4143,-0.4732,0.4685,1.0341,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9886
50057-3,SK-BR-3,10146-101-3,Omipalisib,3,1250.00,0.0411,0.0082,0.2870,0.2708,0.4856,0.4669,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9961,0.0024,0.0087,-0.3960,-0.4277,0.4865,1.0387,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9962
50057-3,SK-BR-3,10146-101-3,Omipalisib,3,2500.00,0.0361,0.0083,0.2729,0.2808,0.5628,0.4620,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9904,0.0018,0.0067,-0.5795,-0.5607,0.5759,1.1977,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9913
50057-3,SK-BR-3,10146-101-3,Omipalisib,3,5000.00,0.0739,0.0119,0.3330,0.3543,0.6743,0.5248,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9876,0.0016,0.0052,-0.8015,-0.7529,0.7880,1.4337,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9932
50057-3,SK-BR-3,10250-999-4,Etoposide,3,156.25,inf,20.2679,0.8402,0.6709,4.4438,1.0253,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.6319,inf,inf,-0.0194,-0.0194,0.0000,0.2032,flat fit: x = Einf,0.285
50057-3,SK-BR-3,10250-999-4,Etoposide,3,312.50,inf,0.2453,0.5269,0.5853,5.0000,0.7892,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9281,0.2462,0.244,-0.1117,0.0217,5.0000,0.5147,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9338
50057-3,SK-BR-3,10250-999-4,Etoposide,3,625.00,1.9039,0.6002,0.3983,0.4052,1.4405,0.7771,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9742,0.4681,0.5985,-0.2119,-0.2035,1.3900,0.4595,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9841
50057-3,SK-BR-3,10250-999-4,Etoposide,3,1250.00,0.6925,0.2657,0.4225,0.4841,3.6001,0.7374,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9485,0.2699,0.2664,-0.0969,0.0206,3.2348,0.4956,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9472
50057-3,SK-BR-3,10250-999-4,Etoposide,3,2500.00,0.8402,0.2658,0.3905,0.4207,1.6000,0.7148,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9893,0.2043,0.2569,-0.2936,-0.2296,1.6488,0.6115,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9901
50057-3,SK-BR-3,10250-999-4,Etoposide,3,5000.00,0.9621,0.2469,0.4221,0.4464,1.6413,0.7228,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9902,0.1376,0.2009,-0.6045,-0.5467,1.9519,0.8205,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9936
50057-3,SK-BR-3,10264-999-2,Methotrexate,3,156.25,inf,inf,1.0279,1.0279,0.0000,1.0421,flat fit: x = Einf,-0.6692,inf,inf,1.0500,1.0500,0.0000,-0.0500,flat fit: x = Einf,-inf
50057-3,SK-BR-3,10264-999-2,Methotrexate,3,312.50,inf,inf,1.0354,1.0354,0.0000,1.0101,flat fit: x = Einf,-0.1259,inf,inf,1.0500,1.0500,0.0000,0.0126,flat fit: x = Einf,0.182
50057-3,SK-BR-3,10264-999-2,Methotrexate,3,625.00,inf,inf,0.9928,0.9928,0.0000,1.0009,flat fit: x = Einf,-0.0021,inf,inf,0.9819,0.9819,0.0000,0.0026,flat fit: x = Einf,-0.0033
50057-3,SK-BR-3,10264-999-2,Methotrexate,3,1250.00,inf,0.0881,0.6883,0.7061,5.0000,0.8460,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9788,0.1313,0.0881,0.3973,0.4321,5.0000,0.3036,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9885
